club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status,normalized_name
RB Leipzig,Timo Werner,20.0,Germany,Centre-Forward,CF,20000000.0,VfB Stuttgart,Germany,23000000.0,in,summer,1 Bundesliga,2016,False,,timo werner
RB Leipzig,Oliver Burke,19.0,Scotland,Centre-Forward,CF,2200000.0,Nottm Forest,England,15200000.0,in,summer,1 Bundesliga,2016,False,,oliver burke
RB Leipzig,Bernardo,21.0,Brazil,Centre-Back,CB,3000000.0,RB Salzburg,Austria,6000000.0,in,summer,1 Bundesliga,2016,False,,bernardo
RB Leipzig,Marius Müller,22.0,Germany,Goalkeeper,GK,1000000.0,1.FC K'lautern,Germany,1700000.0,in,summer,1 Bundesliga,2016,False,,marius muller
RB Leipzig,Dayot Upamecano,18.0,France,Centre-Back,CB,60000000.0,RB Salzburg,Austria,18500000.0,in,winter,1 Bundesliga,2016,False,,dayot upamecano
SC Freiburg,Çağlar Söyüncü,20.0,Turkey,Centre-Back,CB,15000000.0,Altinordu,Turkey,7930000.0,in,summer,1 Bundesliga,2016,False,,caglar soyuncu
SC Freiburg,Janik Haberer,22.0,Germany,Central Midfield,CM,7000000.0,TSG Hoffenheim,Germany,2000000.0,in,summer,1 Bundesliga,2016,False,,janik haberer
SC Freiburg,Onur Bulut,22.0,Turkey,Right-Back,RB,3800000.0,VfL Bochum,Germany,1200000.0,in,summer,1 Bundesliga,2016,False,,onur bulut
SC Freiburg,Jonas Meffert,21.0,Germany,Defensive Midfield,DM,1500000.0,B. Leverkusen,Germany,1200000.0,in,summer,1 Bundesliga,2016,False,,jonas meffert
SC Freiburg,Manuel Gulde,25.0,Germany,Centre-Back,CB,1500000.0,Karlsruher SC,Germany,1200000.0,in,summer,1 Bundesliga,2016,False,,manuel gulde
SC Freiburg,Rafal Gikiewicz,28.0,Poland,Goalkeeper,GK,,E. Braunschweig,Germany,1000000.0,in,summer,1 Bundesliga,2016,False,,rafal gikiewicz
SC Freiburg,Vincent Sierro,21.0,Switzerland,Central Midfield,CM,2000000.0,FC Sion,Switzerland,1500000.0,in,winter,1 Bundesliga,2016,False,,vincent sierro
SV Darmstadt 98,Roman Bezjak,27.0,Slovenia,Centre-Forward,CF,,HNK Rijeka,Croatia,2000000.0,in,summer,1 Bundesliga,2016,False,,roman bezjak
SV Werder Bremen,Max Kruse,28.0,Germany,Second Striker,SS,,VfL Wolfsburg,Germany,7500000.0,in,summer,1 Bundesliga,2016,False,,max kruse
SV Werder Bremen,Serge Gnabry,21.0,Germany,Right Winger,RW,55000000.0,Arsenal,England,5000000.0,in,summer,1 Bundesliga,2016,False,,serge gnabry
SV Werder Bremen,Florian Kainz,23.0,Austria,Left Winger,LW,5000000.0,Rapid Vienna,Austria,3500000.0,in,summer,1 Bundesliga,2016,False,,florian kainz
SV Werder Bremen,Robert Bauer,21.0,Germany,Centre-Back,CB,,FC Ingolstadt,Germany,2500000.0,in,summer,1 Bundesliga,2016,False,,robert bauer
SV Werder Bremen,Niklas Moisander,30.0,Finland,Centre-Back,CB,,Sampdoria,Italy,1700000.0,in,summer,1 Bundesliga,2016,False,,niklas moisander
SV Werder Bremen,Fallou Diagne,26.0,Senegal,Centre-Back,CB,,Stade Rennais,France,1500000.0,in,summer,1 Bundesliga,2016,False,,fallou diagne
SV Werder Bremen,Thomas Delaney,25.0,Denmark,Central Midfield,CM,2000000.0,FC Copenhagen,Denmark,2000000.0,in,winter,1 Bundesliga,2016,False,,thomas delaney
TSG 1899 Hoffenheim,Andrej Kramaric,25.0,Croatia,Centre-Forward,CF,8000000.0,Leicester,England,11000000.0,in,summer,1 Bundesliga,2016,False,,andrej kramaric
TSG 1899 Hoffenheim,Lukas Rupp,25.0,Germany,Central Midfield,CM,,VfB Stuttgart,Germany,5000000.0,in,summer,1 Bundesliga,2016,False,,lukas rupp
TSG 1899 Hoffenheim,Kerem Demirbay,23.0,Germany,Central Midfield,CM,6000000.0,Hamburger SV,Germany,4700000.0,in,summer,1 Bundesliga,2016,False,,kerem demirbay
TSG 1899 Hoffenheim,Kevin Vogt,24.0,Germany,Centre-Back,CB,2500000.0,1.FC Köln,Germany,3000000.0,in,summer,1 Bundesliga,2016,False,,kevin vogt
TSG 1899 Hoffenheim,Sandro Wagner,28.0,Germany,Centre-Forward,CF,,Darmstadt 98,Germany,2800000.0,in,summer,1 Bundesliga,2016,False,,sandro wagner
VfL Wolfsburg,Yannick Gerhardt,22.0,Germany,Central Midfield,CM,6000000.0,1.FC Köln,Germany,13000000.0,in,summer,1 Bundesliga,2016,False,,yannick gerhardt
VfL Wolfsburg,Jeffrey Bruma,24.0,Netherlands,Centre-Back,CB,,PSV Eindhoven,Netherlands,11500000.0,in,summer,1 Bundesliga,2016,False,,jeffrey bruma
VfL Wolfsburg,Josip Brekalo,18.0,Croatia,Left Winger,LW,5000000.0,Dinamo Zagreb,Croatia,10000000.0,in,summer,1 Bundesliga,2016,False,,josip brekalo
VfL Wolfsburg,Jakub Blaszczykowski,30.0,Poland,Right Winger,RW,,Bor. Dortmund,Germany,5000000.0,in,summer,1 Bundesliga,2016,False,,jakub blaszczykowski
VfL Wolfsburg,Josuha Guilavogui,25.0,France,Defensive Midfield,DM,2000000.0,Atlético Madrid,Spain,3000000.0,in,summer,1 Bundesliga,2016,False,,josuha guilavogui
VfL Wolfsburg,Mario Gómez,31.0,Germany,Centre-Forward,CF,,Fiorentina,Italy,1050000.0,in,summer,1 Bundesliga,2016,False,,mario gomez
VfL Wolfsburg,Yunus Mallı,24.0,Turkey,Attacking Midfield,AM,,1.FSV Mainz 05,Germany,12500000.0,in,winter,1 Bundesliga,2016,False,,yunus malli
VfL Wolfsburg,Riechedly Bazoer,20.0,Netherlands,Defensive Midfield,DM,2800000.0,Ajax,Netherlands,12000000.0,in,winter,1 Bundesliga,2016,False,,riechedly bazoer
VfL Wolfsburg,Paul-Georges Ntep,24.0,Cameroon,Left Winger,LW,,Stade Rennais,France,5000000.0,in,winter,1 Bundesliga,2016,False,,paul-georges ntep
VfL Wolfsburg,Victor Osimhen,18.0,Nigeria,Centre-Forward,CF,120000000.0,Ult. Strikers,Nigeria,3500000.0,in,winter,1 Bundesliga,2016,False,,victor osimhen
AIK Solna,Kristoffer Olsson,21.0,Sweden,Central Midfield,CM,2500000.0,FC Midtjylland,Denmark,1000000.0,in,winter,Allsvenskan,2016,False,,kristoffer olsson
Rapid Vienna,Arnór Ingvi Traustason,23.0,Iceland,Central Midfield,CM,1200000.0,Norrköping,Sweden,2300000.0,in,summer,Bundesliga,2016,False,,arnor ingvi traustason
Rapid Vienna,Ivan Mocinic,23.0,Croatia,Defensive Midfield,DM,,HNK Rijeka,Croatia,2000000.0,in,summer,Bundesliga,2016,False,,ivan mocinic
Red Bull Salzburg,Munas Dabbur,24.0,Israel,Centre-Forward,CF,3000000.0,Grasshoppers,Switzerland,5000000.0,in,summer,Bundesliga,2016,False,,munas dabbur
Red Bull Salzburg,Marc Rzatkowski,26.0,Germany,Central Midfield,CM,,FC St. Pauli,Germany,2000000.0,in,summer,Bundesliga,2016,False,,marc rzatkowski
Red Bull Salzburg,Stefan Stangl,24.0,Austria,Left-Back,LB,,Rapid Vienna,Austria,1650000.0,in,summer,Bundesliga,2016,False,,stefan stangl
AZ Alkmaar,Wout Weghorst,23.0,Netherlands,Centre-Forward,CF,9000000.0,Heracles Almelo,Netherlands,1500000.0,in,summer,Eredivisie,2016,False,,wout weghorst
AZ Alkmaar,Fred Friday,21.0,Nigeria,Centre-Forward,CF,,Lillestrøm,Norway,1500000.0,in,summer,Eredivisie,2016,False,,fred friday
AZ Alkmaar,Iliass Bel Hassani,23.0,Morocco,Attacking Midfield,AM,,Heracles Almelo,Netherlands,1350000.0,in,summer,Eredivisie,2016,False,,iliass bel hassani
Ajax Amsterdam,Hakim Ziyech,23.0,Morocco,Right Winger,RW,15000000.0,Twente FC,Netherlands,11000000.0,in,summer,Eredivisie,2016,False,,hakim ziyech
Ajax Amsterdam,Mateo Cassierra,19.0,Colombia,Centre-Forward,CF,6000000.0,Deportivo Cali,Colombia,5500000.0,in,summer,Eredivisie,2016,False,,mateo cassierra
Ajax Amsterdam,Davinson Sánchez,20.0,Colombia,Centre-Back,CB,14000000.0,Atl. Nacional,Colombia,5500000.0,in,summer,Eredivisie,2016,False,,davinson sanchez
Ajax Amsterdam,David Neres,19.0,Brazil,Right Winger,RW,25000000.0,São Paulo,Brazil,17400000.0,in,winter,Eredivisie,2016,False,,david neres
Feyenoord Rotterdam,Nicolai Jörgensen,25.0,Denmark,Centre-Forward,CF,,FC Copenhagen,Denmark,3500000.0,in,summer,Eredivisie,2016,False,,nicolai jorgensen
PSV Eindhoven,Bart Ramselaar,20.0,Netherlands,Attacking Midfield,AM,2300000.0,FC Utrecht,Netherlands,4750000.0,in,summer,Eredivisie,2016,False,,bart ramselaar
Club Brugge KV,Tomás Pina,28.0,Spain,Central Midfield,CM,,Villarreal,Spain,3000000.0,in,summer,Jupiler Pro League,2016,False,,tomas pina
Club Brugge KV,Anthony Limbombe,22.0,Belgium,Left Winger,LW,,NEC Nijmegen,Netherlands,2300000.0,in,summer,Jupiler Pro League,2016,False,,anthony limbombe
Club Brugge KV,Ricardo van Rhijn,25.0,Netherlands,Right-Back,RB,,Ajax,Netherlands,1800000.0,in,summer,Jupiler Pro League,2016,False,,ricardo van rhijn
Club Brugge KV,Dorin Rotariu,21.0,Romania,Right Winger,RW,,FC Dinamo,Romania,2200000.0,in,winter,Jupiler Pro League,2016,False,,dorin rotariu
Club Brugge KV,Carlos Strandberg,20.0,Sweden,Right Winger,RW,2300000.0,CSKA Moscow,Russia,1500000.0,in,winter,Jupiler Pro League,2016,False,,carlos strandberg
Club Brugge KV,Ethan Horvath,21.0,United States,Goalkeeper,GK,1500000.0,Molde FK,Norway,1000000.0,in,winter,Jupiler Pro League,2016,False,,ethan horvath
KAA Gent,Stefan Mitrovic,26.0,Serbia,Centre-Back,CB,2000000.0,SC Freiburg,Germany,1500000.0,in,summer,Jupiler Pro League,2016,False,,stefan mitrovic
KAA Gent,Anderson Esiti,22.0,Nigeria,Defensive Midfield,DM,1500000.0,Estoril Praia,Portugal,1500000.0,in,summer,Jupiler Pro League,2016,False,,anderson esiti
KAA Gent,Ofir Davidzada,25.0,Israel,Left-Back,LB,,H. Beer Sheva,Israel,1000000.0,in,summer,Jupiler Pro League,2016,False,,ofir davidzada
KAA Gent,Jérémy Perbet,31.0,France,Centre-Forward,CF,,Basaksehir,Turkey,1000000.0,in,summer,Jupiler Pro League,2016,False,,jeremy perbet
KAA Gent,Yuya Kubo,23.0,Japan,Attacking Midfield,AM,,BSC Young Boys,Switzerland,3500000.0,in,winter,Jupiler Pro League,2016,False,,yuya kubo
KAA Gent,Lovre Kalinic,26.0,Croatia,Goalkeeper,GK,1000000.0,Hajduk Split,Croatia,3100000.0,in,winter,Jupiler Pro League,2016,False,,lovre kalinic
KAA Gent,Tesfaldet Tekie,19.0,Sweden,Central Midfield,CM,,Norrköping,Sweden,1600000.0,in,winter,Jupiler Pro League,2016,False,,tesfaldet tekie
KAA Gent,Samuel Gigot,23.0,France,Centre-Back,CB,10000000.0,KV Kortrijk,Belgium,1300000.0,in,winter,Jupiler Pro League,2016,False,,samuel gigot
KAA Gent,Samuel Kalu,19.0,Nigeria,Right Winger,RW,2500000.0,AS Trencin,Slovakia,1000000.0,in,winter,Jupiler Pro League,2016,False,,samuel kalu
KRC Genk,Jakub Brabec,24.0,Czech Republic,Centre-Back,CB,2000000.0,Sparta Prague,Czech Republic,2500000.0,in,summer,Jupiler Pro League,2016,False,,jakub brabec
KRC Genk,Tino-Sven Susic,24.0,Bosnia-Herzegovina,Central Midfield,CM,,Hajduk Split,Croatia,2000000.0,in,summer,Jupiler Pro League,2016,False,,tino-sven susic
KRC Genk,Omar Colley,23.0,The Gambia,Centre-Back,CB,3800000.0,Djurgården,Sweden,1700000.0,in,summer,Jupiler Pro League,2016,False,,omar colley
KRC Genk,Pierre Zebli,19.0,Cote d'Ivoire,Defensive Midfield,DM,,Perugia,Italy,4000000.0,in,winter,Jupiler Pro League,2016,False,,pierre zebli
KRC Genk,Sander Berge,18.0,Norway,Defensive Midfield,DM,20000000.0,Vålerenga,Norway,2000000.0,in,winter,Jupiler Pro League,2016,False,,sander berge
KRC Genk,José Naranjo,22.0,Spain,Left Winger,LW,,Celta de Vigo,Spain,1800000.0,in,winter,Jupiler Pro League,2016,False,,jose naranjo
KV Oostende,Nicolas de Préville,25.0,France,Centre-Forward,CF,,Stade Reims,France,4500000.0,in,summer,Jupiler Pro League,2016,False,,nicolas de preville
KV Oostende,Adam Marusic,23.0,Montenegro,Left-Back,LB,8000000.0,KV Kortrijk,Belgium,2000000.0,in,summer,Jupiler Pro League,2016,False,,adam marusic
KV Oostende,Ibrahima Conté,25.0,Guinea,Attacking Midfield,AM,,RSC Anderlecht,Belgium,1000000.0,in,summer,Jupiler Pro League,2016,False,,ibrahima conte
RSC Anderlecht,Nicolae Stanciu,23.0,Romania,Attacking Midfield,AM,5000000.0,Steaua Bucharest,Romania,9700000.0,in,summer,Jupiler Pro League,2016,False,,nicolae stanciu
RSC Anderlecht,Sebastien De Maio,29.0,France,Centre-Back,CB,,Genoa,Italy,3300000.0,in,summer,Jupiler Pro League,2016,False,,sebastien de maio
RSC Anderlecht,Dennis Appiah,24.0,France,Right-Back,RB,1000000.0,SM Caen,France,3000000.0,in,summer,Jupiler Pro League,2016,False,,dennis appiah
RSC Anderlecht,Alexandru Chipciu,27.0,Romania,Right Winger,RW,,Steaua Bucharest,Romania,3000000.0,in,summer,Jupiler Pro League,2016,False,,alexandru chipciu
RSC Anderlecht,Mahmoud Trezeguet,21.0,Egypt,Left Winger,LW,10000000.0,El Ahly,Egypt,2200000.0,in,summer,Jupiler Pro League,2016,False,,mahmoud trezeguet
RSC Anderlecht,Sofiane Hanni,25.0,Algeria,Attacking Midfield,AM,,KV Mechelen,Belgium,1600000.0,in,summer,Jupiler Pro League,2016,False,,sofiane hanni
RSC Anderlecht,Adrien Trébel,25.0,Madagascar,Central Midfield,CM,,Standard Liège,Belgium,3000000.0,in,winter,Jupiler Pro League,2016,False,,adrien trebel
RSC Anderlecht,Silvere Ganvoula,20.0,Congo,Centre-Forward,CF,,KVC Westerlo,Belgium,1200000.0,in,winter,Jupiler Pro League,2016,False,,silvere ganvoula
Standard Liège,Isaac Mbenza,20.0,Belgium,Right Winger,RW,2200000.0,Valenciennes FC,France,1500000.0,in,summer,Jupiler Pro League,2016,False,,isaac mbenza
Standard Liège,Răzvan Marin,20.0,Romania,Central Midfield,CM,5000000.0,FC Viitorul,Romania,4800000.0,in,winter,Jupiler Pro League,2016,False,,razvan marin
Standard Liège,Dieumerci Ndongala,25.0,DR Congo,Right Winger,RW,,KAA Gent,Belgium,1500000.0,in,winter,Jupiler Pro League,2016,False,,dieumerci ndongala
Standard Liège,Filip Mladenovic,25.0,Serbia,Left-Back,LB,,1.FC Köln,Germany,1200000.0,in,winter,Jupiler Pro League,2016,False,,filip mladenovic
Standard Liège,Valeriy Luchkevych,21.0,Ukraine,Right-Back,RB,,Dnipro,Ukraine,1200000.0,in,winter,Jupiler Pro League,2016,False,,valeriy luchkevych
Atlético de Madrid,Kévin Gameiro,29.0,France,Centre-Forward,CF,1200000.0,Sevilla FC,Spain,32000000.0,in,summer,Laliga,2016,False,,kevin gameiro
Atlético de Madrid,Nico Gaitán,28.0,Argentina,Attacking Midfield,AM,,Benfica,Portugal,25000000.0,in,summer,Laliga,2016,False,,nico gaitan
Atlético de Madrid,Sime Vrsaljko,24.0,Croatia,Right-Back,RB,,Sassuolo,Italy,14000000.0,in,summer,Laliga,2016,False,,sime vrsaljko
Atlético de Madrid,Diogo Jota,19.0,Portugal,Left Winger,LW,50000000.0,Paços Ferreira,Portugal,7000000.0,in,summer,Laliga,2016,False,,diogo jota
CA Osasuna,Sergio León,27.0,Spain,Centre-Forward,CF,2000000.0,Elche CF,Spain,1700000.0,in,summer,Laliga,2016,False,,sergio leon
CD Leganés,Gabriel Pires,22.0,Brazil,Central Midfield,CM,3500000.0,Juventus,Italy,2500000.0,in,summer,Laliga,2016,False,,gabriel pires
CD Leganés,Mamadou Koné,24.0,Cote d'Ivoire,Centre-Forward,CF,,Racing,Spain,1200000.0,in,summer,Laliga,2016,False,,mamadou kone
CD Leganés,Diego Rico,23.0,Spain,Left-Back,LB,3000000.0,Real Zaragoza,Spain,1000000.0,in,summer,Laliga,2016,False,,diego rico
Celta de Vigo,Pione Sisto,21.0,Denmark,Left Winger,LW,2000000.0,FC Midtjylland,Denmark,6000000.0,in,summer,Laliga,2016,False,,pione sisto
Celta de Vigo,José Naranjo,21.0,Spain,Left Winger,LW,,Gimnàstic,Spain,1000000.0,in,summer,Laliga,2016,False,,jose naranjo
Celta de Vigo,Andrew Hjulsager,22.0,Denmark,Attacking Midfield,AM,2000000.0,Bröndby IF,Denmark,1200000.0,in,winter,Laliga,2016,False,,andrew hjulsager
Deportivo Alavés,Dani Torres,26.0,Colombia,Defensive Midfield,DM,,Indep. Medellín,Colombia,3180000.0,in,summer,Laliga,2016,False,,dani torres
Deportivo Alavés,Aleksandar Katai,25.0,Serbia,Left Winger,LW,4500000.0,Red Star,Serbia,2000000.0,in,summer,Laliga,2016,False,,aleksandar katai
Deportivo de La Coruña,Florin Andone,23.0,Romania,Centre-Forward,CF,,Córdoba CF,Spain,5700000.0,in,summer,Laliga,2016,False,,florin andone
