club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status,normalized_name
Borussia Dortmund,Gregor Kobel,23.0,Switzerland,Goalkeeper,GK,35000000.0,VfB Stuttgart,Germany,15000000.0,in,summer,1 Bundesliga,2021,False,,gregor kobel
Borussia Mönchengladbach,Hannes Wolf,22.0,Austria,Left Winger,LW,2000000.0,RB Leipzig,Germany,9500000.0,in,summer,1 Bundesliga,2021,False,,hannes wolf
Borussia Mönchengladbach,Luca Netz,18.0,Germany,Left-Back,LB,6500000.0,Hertha BSC,Germany,2000000.0,in,summer,1 Bundesliga,2021,False,,luca netz
Borussia Mönchengladbach,Marvin Friedrich,26.0,Germany,Centre-Back,CB,4000000.0,Union Berlin,Germany,5500000.0,in,winter,1 Bundesliga,2021,False,,marvin friedrich
Eintracht Frankfurt,Jesper Lindstrøm,21.0,Denmark,Attacking Midfield,AM,28000000.0,Bröndby IF,Denmark,7000000.0,in,summer,1 Bundesliga,2021,False,,jesper lindstrom
FC Augsburg,Niklas Dorsch,23.0,Germany,Defensive Midfield,DM,7000000.0,KAA Gent,Belgium,7000000.0,in,summer,1 Bundesliga,2021,False,,niklas dorsch
FC Augsburg,Ricardo Pepi,18.0,United States,Centre-Forward,CF,9000000.0,Dallas,United States,16360000.0,in,winter,1 Bundesliga,2021,False,,ricardo pepi
Hertha BSC,Suat Serdar,24.0,Germany,Central Midfield,CM,4500000.0,FC Schalke 04,Germany,8000000.0,in,summer,1 Bundesliga,2021,False,,suat serdar
Hertha BSC,Marco Richter,23.0,Germany,Attacking Midfield,AM,3500000.0,FC Augsburg,Germany,7100000.0,in,summer,1 Bundesliga,2021,False,,marco richter
Hertha BSC,Myziane Maolida,22.0,Comoros,Left Winger,LW,,OGC Nice,France,4000000.0,in,summer,1 Bundesliga,2021,False,,myziane maolida
Hertha BSC,Oliver Christensen,22.0,Denmark,Goalkeeper,GK,4000000.0,Odense BK,Denmark,3000000.0,in,summer,1 Bundesliga,2021,False,,oliver christensen
Hertha BSC,Jurgen Ekkelenkamp,21.0,Netherlands,Central Midfield,CM,6000000.0,Ajax,Netherlands,3000000.0,in,summer,1 Bundesliga,2021,False,,jurgen ekkelenkamp
RB Leipzig,Josko Gvardiol,19.0,Croatia,Centre-Back,CB,80000000.0,Dinamo Zagreb,Croatia,36800000.0,in,summer,1 Bundesliga,2021,False,,josko gvardiol
RB Leipzig,André Silva,25.0,Portugal,Centre-Forward,CF,12000000.0,E. Frankfurt,Germany,23000000.0,in,summer,1 Bundesliga,2021,False,,andre silva
RB Leipzig,Angeliño,24.0,Spain,Left-Back,LB,11000000.0,Man City,England,18000000.0,in,summer,1 Bundesliga,2021,False,,angelino
RB Leipzig,Ilaix Moriba,18.0,Guinea,Central Midfield,CM,4000000.0,Barcelona B,Spain,16000000.0,in,summer,1 Bundesliga,2021,False,,ilaix moriba
RB Leipzig,Mohamed Simakan,21.0,France,Centre-Back,CB,35000000.0,R. Strasbourg,France,15000000.0,in,summer,1 Bundesliga,2021,False,,mohamed simakan
RB Leipzig,Benjamin Henrichs,24.0,Germany,Right-Back,RB,20000000.0,Monaco,France,15000000.0,in,summer,1 Bundesliga,2021,False,,benjamin henrichs
RB Leipzig,Caden Clark,18.0,United States,Attacking Midfield,AM,2000000.0,New York,United States,1820000.0,in,summer,1 Bundesliga,2021,False,,caden clark
SC Freiburg,Maximilian Eggestein,24.0,Germany,Central Midfield,CM,10000000.0,Werder Bremen,Germany,5000000.0,in,summer,1 Bundesliga,2021,False,,maximilian eggestein
SC Freiburg,Hugo Siquet,19.0,Belgium,Right-Back,RB,4500000.0,Standard Liège,Belgium,4500000.0,in,winter,1 Bundesliga,2021,False,,hugo siquet
VfB Stuttgart,Florian Müller,23.0,Germany,Goalkeeper,GK,1500000.0,1.FSV Mainz 05,Germany,5000000.0,in,summer,1 Bundesliga,2021,False,,florian muller
VfB Stuttgart,Wahid Faghir,18.0,Denmark,Centre-Forward,CF,2500000.0,Vejle BK,Denmark,3500000.0,in,summer,1 Bundesliga,2021,False,,wahid faghir
VfB Stuttgart,Chris Führich,23.0,Germany,Left Winger,LW,12000000.0,SC Paderborn,Germany,2500000.0,in,summer,1 Bundesliga,2021,False,,chris fuhrich
VfB Stuttgart,Enzo Millot,19.0,France,Attacking Midfield,AM,20000000.0,Monaco,France,1750000.0,in,summer,1 Bundesliga,2021,False,,enzo millot
VfB Stuttgart,Naouirou Ahamada,19.0,France,Central Midfield,CM,10000000.0,Juventus U23,Italy,1500000.0,in,summer,1 Bundesliga,2021,False,,naouirou ahamada
VfL Wolfsburg,Sebastiaan Bornauw,22.0,Belgium,Centre-Back,CB,7000000.0,1.FC Köln,Germany,13500000.0,in,summer,1 Bundesliga,2021,False,,sebastiaan bornauw
VfL Wolfsburg,Luca Waldschmidt,25.0,Germany,Centre-Forward,CF,3000000.0,Benfica,Portugal,12000000.0,in,summer,1 Bundesliga,2021,False,,luca waldschmidt
VfL Wolfsburg,Micky van de Ven,20.0,Netherlands,Centre-Back,CB,40000000.0,FC Volendam,Netherlands,10500000.0,in,summer,1 Bundesliga,2021,False,,micky van de ven
VfL Wolfsburg,Aster Vranckx,18.0,Belgium,Central Midfield,CM,8500000.0,KV Mechelen,Belgium,8000000.0,in,summer,1 Bundesliga,2021,False,,aster vranckx
VfL Wolfsburg,Lukas Nmecha,22.0,Germany,Centre-Forward,CF,12000000.0,Man City,England,8000000.0,in,summer,1 Bundesliga,2021,False,,lukas nmecha
VfL Wolfsburg,Maximilian Philipp,27.0,Germany,Second Striker,SS,2000000.0,Dynamo Moscow,Russia,7500000.0,in,summer,1 Bundesliga,2021,False,,maximilian philipp
VfL Wolfsburg,Jonas Wind,22.0,Denmark,Centre-Forward,CF,22000000.0,FC Copenhagen,Denmark,12000000.0,in,winter,1 Bundesliga,2021,False,,jonas wind
VfL Wolfsburg,Kevin Paredes,18.0,United States,Left Midfield,LM,5000000.0,D.C. United,United States,6680000.0,in,winter,1 Bundesliga,2021,False,,kevin paredes
VfL Wolfsburg,Max Kruse,33.0,Germany,Second Striker,SS,,Union Berlin,Germany,5000000.0,in,winter,1 Bundesliga,2021,False,,max kruse
Malmö FF,Sergio Peña,25.0,Peru,Central Midfield,CM,2000000.0,FC Emmen,Netherlands,1000000.0,in,summer,Allsvenskan,2021,False,,sergio pena
Red Bull Salzburg,Kamil Piatkowski,21.0,Poland,Centre-Back,CB,4000000.0,Rakow,Poland,5000000.0,in,summer,Bundesliga,2021,False,,kamil piatkowski
Red Bull Salzburg,Nicolás Capaldo,22.0,Argentina,Central Midfield,CM,8000000.0,Boca Juniors,Argentina,4500000.0,in,summer,Bundesliga,2021,False,,nicolas capaldo
Red Bull Salzburg,Roko Simic,17.0,Croatia,Centre-Forward,CF,5000000.0,NK Lokomotiva,Croatia,4000000.0,in,summer,Bundesliga,2021,False,,roko simic
Red Bull Salzburg,Ignace Van der Brempt,19.0,Belgium,Right-Back,RB,3500000.0,Club Brugge,Belgium,5000000.0,in,winter,Bundesliga,2021,False,,ignace van der brempt
SK Sturm Graz,Rasmus Højlund,18.0,Denmark,Centre-Forward,CF,65000000.0,FC Copenhagen,Denmark,1950000.0,in,winter,Bundesliga,2021,False,,rasmus hojlund
AZ Alkmaar,Vangelis Pavlidis,22.0,Greece,Centre-Forward,CF,20000000.0,Willem II,Netherlands,2500000.0,in,summer,Eredivisie,2021,False,,vangelis pavlidis
AZ Alkmaar,Peter Vindahl,23.0,Denmark,Goalkeeper,GK,,Nordsjaelland,Denmark,1800000.0,in,summer,Eredivisie,2021,False,,peter vindahl
AZ Alkmaar,Aslak Witry,25.0,Norway,Right-Back,RB,1700000.0,Djurgården,Sweden,1750000.0,in,summer,Eredivisie,2021,False,,aslak witry
AZ Alkmaar,Milos Kerkez,18.0,Hungary,Left-Back,LB,18000000.0,Milan U19,Italy,1180000.0,in,winter,Eredivisie,2021,False,,milos kerkez
Ajax Amsterdam,Mohamed Daramy,19.0,Denmark,Left Winger,LW,10000000.0,FC Copenhagen,Denmark,12000000.0,in,summer,Eredivisie,2021,False,,mohamed daramy
Ajax Amsterdam,Steven Berghuis,29.0,Netherlands,Right Winger,RW,9000000.0,Feyenoord,Netherlands,5500000.0,in,summer,Eredivisie,2021,False,,steven berghuis
Ajax Amsterdam,Jay Gorter,21.0,Netherlands,Goalkeeper,GK,2000000.0,Go Ahead Eagles,Netherlands,1000000.0,in,summer,Eredivisie,2021,False,,jay gorter
FC Groningen,Paulos Abraham,18.0,Sweden,Left Winger,LW,,AIK,Sweden,2000000.0,in,summer,Eredivisie,2021,False,,paulos abraham
FC Utrecht,Anastasios Douvikas,21.0,Greece,Centre-Forward,CF,12000000.0,Volos NPS,Greece,1200000.0,in,summer,Eredivisie,2021,False,,anastasios douvikas
Feyenoord Rotterdam,Marcus Pedersen,20.0,Norway,Right-Back,RB,7000000.0,Molde FK,Norway,2000000.0,in,summer,Eredivisie,2021,False,,marcus pedersen
Feyenoord Rotterdam,Gernot Trauner,29.0,Austria,Centre-Back,CB,5000000.0,LASK,Austria,1000000.0,in,summer,Eredivisie,2021,False,,gernot trauner
Feyenoord Rotterdam,Alireza Jahanbakhsh,27.0,Iran,Right Winger,RW,4000000.0,Brighton,England,1000000.0,in,summer,Eredivisie,2021,False,,alireza jahanbakhsh
Feyenoord Rotterdam,Patrik Walemark,20.0,Sweden,Right Winger,RW,4000000.0,Häcken,Sweden,3250000.0,in,winter,Eredivisie,2021,False,,patrik walemark
PSV Eindhoven,Joël Drommel,24.0,Netherlands,Goalkeeper,GK,2500000.0,Twente FC,Netherlands,3500000.0,in,summer,Eredivisie,2021,False,,joel drommel
PSV Eindhoven,André Ramalho,29.0,Brazil,Centre-Back,CB,3000000.0,RB Salzburg,Austria,2500000.0,in,summer,Eredivisie,2021,False,,andre ramalho
PSV Eindhoven,Joey Veerman,23.0,Netherlands,Central Midfield,CM,20000000.0,Heerenveen,Netherlands,6000000.0,in,winter,Eredivisie,2021,False,,joey veerman
SC Heerenveen,Amin Sarr,20.0,Sweden,Centre-Forward,CF,8000000.0,Malmö FF,Sweden,2300000.0,in,winter,Eredivisie,2021,False,,amin sarr
Twente Enschede FC,Vaclav Cerny,23.0,Czech Republic,Right Winger,RW,8000000.0,FC Utrecht,Netherlands,1000000.0,in,summer,Eredivisie,2021,False,,vaclav cerny
Vitesse Arnhem,Nikolai Baden Frederiksen,21.0,Denmark,Centre-Forward,CF,1500000.0,Juventus U23,Italy,1830000.0,in,summer,Eredivisie,2021,False,,nikolai baden frederiksen
Willem II Tilburg,Thijs Oosting,21.0,Netherlands,Attacking Midfield,AM,,AZ Alkmaar,Netherlands,1000000.0,in,winter,Eredivisie,2021,False,,thijs oosting
Beerschot V.A.,Lawrence Shankland,26.0,Scotland,Centre-Forward,CF,1300000.0,Dundee United,Scotland,1180000.0,in,summer,Jupiler Pro League,2021,False,,lawrence shankland
Cercle Brugge,Jesper Daland,21.0,Norway,Centre-Back,CB,3000000.0,Start,Norway,1000000.0,in,summer,Jupiler Pro League,2021,False,,jesper daland
Club Brugge KV,Kamal Sowah,21.0,Ghana,Right Winger,RW,3000000.0,Leicester U21,England,9000000.0,in,summer,Jupiler Pro League,2021,False,,kamal sowah
Club Brugge KV,Stanley Nsoki,22.0,France,Centre-Back,CB,3000000.0,OGC Nice,France,6500000.0,in,summer,Jupiler Pro League,2021,False,,stanley nsoki
Club Brugge KV,Noa Lang,22.0,Netherlands,Left Winger,LW,20000000.0,Ajax,Netherlands,6000000.0,in,summer,Jupiler Pro League,2021,False,,noa lang
Club Brugge KV,Jack Hendry,26.0,Scotland,Centre-Back,CB,3000000.0,KV Oostende,Belgium,4500000.0,in,summer,Jupiler Pro League,2021,False,,jack hendry
Club Brugge KV,Owen Otasowie,20.0,United States,Defensive Midfield,DM,,Wolves,England,4000000.0,in,summer,Jupiler Pro League,2021,False,,owen otasowie
Club Brugge KV,Faitout Maouassa,23.0,France,Left-Back,LB,6000000.0,Stade Rennais,France,4000000.0,in,summer,Jupiler Pro League,2021,False,,faitout maouassa
Club Brugge KV,Eduard Sobol,26.0,Ukraine,Left-Back,LB,2500000.0,Shakhtar D.,Ukraine,3500000.0,in,summer,Jupiler Pro League,2021,False,,eduard sobol
Club Brugge KV,Antonio Nusa,16.0,Norway,Left Winger,LW,20000000.0,Stabæk,Norway,3000000.0,in,summer,Jupiler Pro League,2021,False,,antonio nusa
Club Brugge KV,Andreas Skov Olsen,22.0,Denmark,Right Winger,RW,18000000.0,Bologna,Italy,6400000.0,in,winter,Jupiler Pro League,2021,False,,andreas skov olsen
Club Brugge KV,Tajon Buchanan,22.0,Canada,Right Winger,RW,10000000.0,New England,United States,6360000.0,in,winter,Jupiler Pro League,2021,False,,tajon buchanan
KAA Gent,Joseph Okumu,24.0,Kenya,Centre-Back,CB,9000000.0,Elfsborg,Sweden,3500000.0,in,summer,Jupiler Pro League,2021,False,,joseph okumu
KAA Gent,Gianni Bruno,29.0,Belgium,Centre-Forward,CF,,Zulte Waregem,Belgium,2000000.0,in,summer,Jupiler Pro League,2021,False,,gianni bruno
KAA Gent,Andrew Hjulsager,26.0,Denmark,Attacking Midfield,AM,2000000.0,KV Oostende,Belgium,1800000.0,in,summer,Jupiler Pro League,2021,False,,andrew hjulsager
KAA Gent,Vakoun Bayo,24.0,Cote d'Ivoire,Centre-Forward,CF,3000000.0,Celtic,Scotland,1600000.0,in,summer,Jupiler Pro League,2021,False,,vakoun bayo
KRC Genk,Mike Trésor,22.0,Belgium,Left Winger,LW,15000000.0,Willem II,Netherlands,3500000.0,in,summer,Jupiler Pro League,2021,False,,mike tresor
KRC Genk,Iké Ugbo,22.0,Canada,Centre-Forward,CF,3000000.0,Chelsea U23,England,3500000.0,in,summer,Jupiler Pro League,2021,False,,ike ugbo
KRC Genk,Mujaid Sadick,21.0,Spain,Centre-Back,CB,3000000.0,Dep. La Coruña,Spain,1700000.0,in,summer,Jupiler Pro League,2021,False,,mujaid sadick
KRC Genk,Aziz Ouattara,21.0,Cote d'Ivoire,Defensive Midfield,DM,1500000.0,Hammarby,Sweden,2000000.0,in,winter,Jupiler Pro League,2021,False,,aziz ouattara
KV Oostende,Mickaël Biron,23.0,Martinique,Centre-Forward,CF,2000000.0,AS Nancy,France,5000000.0,in,summer,Jupiler Pro League,2021,False,,mickael biron
KV Oostende,Jack Hendry,26.0,Scotland,Centre-Back,CB,3000000.0,Celtic,Scotland,1100000.0,in,summer,Jupiler Pro League,2021,False,,jack hendry
Oud-Heverlee Leuven,Casper De Norre,24.0,Belgium,Central Midfield,CM,2800000.0,KRC Genk,Belgium,1000000.0,in,summer,Jupiler Pro League,2021,False,,casper de norre
RSC Anderlecht,Kristoffer Olsson,26.0,Sweden,Central Midfield,CM,2500000.0,Krasnodar,Russia,4000000.0,in,summer,Jupiler Pro League,2021,False,,kristoffer olsson
RSC Anderlecht,Sergio Gómez,20.0,Spain,Left-Back,LB,13000000.0,Bor. Dortmund,Germany,3500000.0,in,summer,Jupiler Pro League,2021,False,,sergio gomez
RSC Anderlecht,Benito Raman,26.0,Belgium,Centre-Forward,CF,1500000.0,FC Schalke 04,Germany,3000000.0,in,summer,Jupiler Pro League,2021,False,,benito raman
RSC Anderlecht,Majeed Ashimeru,23.0,Ghana,Central Midfield,CM,2500000.0,RB Salzburg,Austria,1500000.0,in,summer,Jupiler Pro League,2021,False,,majeed ashimeru
RSC Charleroi,Adem Zorgane,21.0,Algeria,Central Midfield,CM,6000000.0,Paradou AC,Algeria,2000000.0,in,summer,Jupiler Pro League,2021,False,,adem zorgane
Royal Antwerp FC,Michel-Ange Balikwisha,20.0,Belgium,Left Winger,LW,8000000.0,Standard Liège,Belgium,5000000.0,in,summer,Jupiler Pro League,2021,False,,michel-ange balikwisha
Royal Antwerp FC,Björn Engels,26.0,Belgium,Centre-Back,CB,,Aston Villa,England,3500000.0,in,summer,Jupiler Pro League,2021,False,,bjorn engels
Royal Antwerp FC,Dorian Dessoleil,29.0,Belgium,Centre-Back,CB,,RSC Charleroi,Belgium,2500000.0,in,summer,Jupiler Pro League,2021,False,,dorian dessoleil
Royal Antwerp FC,Michael Frey,26.0,Switzerland,Centre-Forward,CF,1500000.0,Fenerbahce,Turkey,2000000.0,in,summer,Jupiler Pro League,2021,False,,michael frey
Royal Antwerp FC,Jelle Bataille,22.0,Belgium,Right-Back,RB,4000000.0,KV Oostende,Belgium,2000000.0,in,summer,Jupiler Pro League,2021,False,,jelle bataille
Royal Antwerp FC,Pierre Dwomoh,17.0,Belgium,Central Midfield,CM,1000000.0,KRC Genk,Belgium,2000000.0,in,summer,Jupiler Pro League,2021,False,,pierre dwomoh
Royal Antwerp FC,Birger Verstraete,27.0,Belgium,Defensive Midfield,DM,1800000.0,1.FC Köln,Germany,2000000.0,in,summer,Jupiler Pro League,2021,False,,birger verstraete
Royal Antwerp FC,Sam Vines,22.0,United States,Left-Back,LB,1800000.0,Colorado,United States,1820000.0,in,summer,Jupiler Pro League,2021,False,,sam vines
Royal Antwerp FC,Viktor Fischer,27.0,Denmark,Left Winger,LW,,FC Copenhagen,Denmark,1500000.0,in,summer,Jupiler Pro League,2021,False,,viktor fischer
Royal Antwerp FC,Johannes Eggestein,23.0,Germany,Centre-Forward,CF,,Werder Bremen,Germany,1000000.0,in,summer,Jupiler Pro League,2021,False,,johannes eggestein
Royal Antwerp FC,Alhassan Yusuf,20.0,Nigeria,Central Midfield,CM,4000000.0,IFK Göteborg,Sweden,1000000.0,in,summer,Jupiler Pro League,2021,False,,alhassan yusuf
Royal Antwerp FC,Willian Pacho,20.0,Ecuador,Centre-Back,CB,17000000.0,Independiente,Ecuador,5570000.0,in,winter,Jupiler Pro League,2021,False,,willian pacho
Royal Antwerp FC,Emanuel Emegha,18.0,Netherlands,Centre-Forward,CF,11000000.0,Sparta R.,Netherlands,2000000.0,in,winter,Jupiler Pro League,2021,False,,emanuel emegha
Royale Union Saint-Gilloise,Cameron Puertas,23.0,Spain,Attacking Midfield,AM,4000000.0,Lausanne-Sport,Switzerland,1160000.0,in,winter,Jupiler Pro League,2021,False,,cameron puertas
Sint-Truidense VV,Aboubakary Koita,22.0,Mauritania,Left Winger,LW,2300000.0,Waasl.-Beveren,Belgium,1000000.0,in,summer,Jupiler Pro League,2021,False,,aboubakary koita
Standard Liège,Aron Dønnum,23.0,Norway,Right Winger,RW,4000000.0,Vålerenga,Norway,1500000.0,in,summer,Jupiler Pro League,2021,False,,aron donnum
Atlético de Madrid,Rodrigo de Paul,27.0,Argentina,Central Midfield,CM,40000000.0,Udinese Calcio,Italy,35000000.0,in,summer,Laliga,2021,False,,rodrigo de paul
Atlético de Madrid,Matheus Cunha,22.0,Brazil,Centre-Forward,CF,28000000.0,Hertha BSC,Germany,35000000.0,in,summer,Laliga,2021,False,,matheus cunha
Atlético de Madrid,Reinildo Mandava,28.0,Mozambique,Left-Back,LB,20000000.0,LOSC Lille,France,3000000.0,in,winter,Laliga,2021,False,,reinildo mandava
Atlético de Madrid,Daniel Wass,32.0,Denmark,Central Midfield,CM,1500000.0,Valencia,Spain,2700000.0,in,winter,Laliga,2021,False,,daniel wass
CA Osasuna,Ante Budimir,29.0,Croatia,Centre-Forward,CF,5000000.0,RCD Mallorca,Spain,8000000.0,in,summer,Laliga,2021,False,,ante budimir
Celta de Vigo,Franco Cervi,27.0,Argentina,Left Winger,LW,2500000.0,Benfica,Portugal,5000000.0,in,summer,Laliga,2021,False,,franco cervi
Celta de Vigo,Javi Galán,26.0,Spain,Left-Back,LB,12000000.0,SD Huesca,Spain,4000000.0,in,summer,Laliga,2021,False,,javi galan
Cádiz CF,Santiago Arzamendia,23.0,Paraguay,Left-Back,LB,1200000.0,Cerro Porteño,Paraguay,2100000.0,in,summer,Laliga,2021,False,,santiago arzamendia
Cádiz CF,Tomás Alarcón,22.0,Chile,Defensive Midfield,DM,1000000.0,O'Higgins,Chile,2000000.0,in,summer,Laliga,2021,False,,tomas alarcon
Cádiz CF,Conan Ledesma,28.0,Argentina,Goalkeeper,GK,8000000.0,Rosario Central,Argentina,1800000.0,in,summer,Laliga,2021,False,,conan ledesma
Deportivo Alavés,Mamadou Sylla,27.0,Senegal,Centre-Forward,CF,1000000.0,Girona,Spain,1150000.0,in,summer,Laliga,2021,False,,mamadou sylla
Elche CF,Iván Marcone,31.0,Argentina,Defensive Midfield,DM,1200000.0,Boca Juniors,Argentina,4000000.0,in,summer,Laliga,2021,False,,ivan marcone
Elche CF,Lucas Boyé,25.0,Argentina,Centre-Forward,CF,10000000.0,Torino,Italy,3000000.0,in,summer,Laliga,2021,False,,lucas boye
Elche CF,Johan Mojica,28.0,Colombia,Left-Back,LB,3000000.0,Girona,Spain,1200000.0,in,summer,Laliga,2021,False,,johan mojica
FC Barcelona,Emerson Royal,22.0,Brazil,Right-Back,RB,20000000.0,Real Betis,Spain,14000000.0,in,summer,Laliga,2021,False,,emerson royal
FC Barcelona,Ferran Torres,21.0,Spain,Right Winger,RW,35000000.0,Man City,England,55000000.0,in,winter,Laliga,2021,False,,ferran torres
Getafe CF,Jakub Jankto,25.0,Czech Republic,Left Midfield,LM,1000000.0,Sampdoria,Italy,5160000.0,in,summer,Laliga,2021,False,,jakub jankto
Getafe CF,Carles Aleñá,23.0,Spain,Central Midfield,CM,6000000.0,Barcelona,Spain,5000000.0,in,summer,Laliga,2021,False,,carles alena
Getafe CF,Jonathan Silva,27.0,Argentina,Left-Back,LB,,CD Leganés,Spain,2500000.0,in,summer,Laliga,2021,False,,jonathan silva
Getafe CF,Stefan Mitrovic,31.0,Serbia,Centre-Back,CB,2000000.0,R. Strasbourg,France,1000000.0,in,summer,Laliga,2021,False,,stefan mitrovic
Granada CF,Luís Maximiano,22.0,Portugal,Goalkeeper,GK,6000000.0,Sporting CP,Portugal,5500000.0,in,summer,Laliga,2021,False,,luis maximiano
Granada CF,Matías Arezo,19.0,Uruguay,Centre-Forward,CF,7000000.0,River Plate,Uruguay,5700000.0,in,winter,Laliga,2021,False,,matias arezo
Granada CF,Myrto Uzuni,26.0,Albania,Left Winger,LW,9000000.0,Ferencváros,Hungary,4000000.0,in,winter,Laliga,2021,False,,myrto uzuni
Granada CF,Njegos Petrovic,22.0,Serbia,Defensive Midfield,DM,2200000.0,Red Star,Serbia,1500000.0,in,winter,Laliga,2021,False,,njegos petrovic
RCD Espanyol Barcelona,Landry Dimata,23.0,Belgium,Centre-Forward,CF,3300000.0,RSC Anderlecht,Belgium,2200000.0,in,summer,Laliga,2021,False,,landry dimata
RCD Espanyol Barcelona,Álvaro Vadillo,26.0,Spain,Left Winger,LW,,Celta de Vigo,Spain,1800000.0,in,summer,Laliga,2021,False,,alvaro vadillo
RCD Espanyol Barcelona,Sergi Gómez,29.0,Spain,Centre-Back,CB,2000000.0,Sevilla FC,Spain,1000000.0,in,summer,Laliga,2021,False,,sergi gomez
RCD Mallorca,Matthew Hoppe,20.0,United States,Centre-Forward,CF,1000000.0,FC Schalke 04,Germany,3500000.0,in,summer,Laliga,2021,False,,matthew hoppe
