sofifa_id,player_url,short_name,long_name,age_x,dob,height_cm,weight_kg,nationality,club_name,league_name,league_rank,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,player_name,player_short_name,club,name,age_y,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status,normalized_name
216349,https://sofifa.com/player/216349/alen-halilovic/160002,A. Halilović,Alen Halilović,19,6/18/1996,170,65,Croatia,Real Sporting de Gijón,Spain Primera Division,1,76,90,11000000,40000,"CAM, RW, RM",Left,1,3,4,High/Medium,Normal,No,,,SUB,25,FC Barcelona,,2016,,,82,65,76,79,47,49,,,,,,,"Selfish, Finesse Shot, Flair, Technical Dribbler (AI)",68,62,24,80,59,79,80,69,71,77,83,81,79,74,91,61,63,59,47,72,40,55,68,81,75,,41,53,55,15,11,11,13,10,alen halilovic,a. halilovic,Hamburger SV,Alen Halilovic,20,Attacking Midfield,AM,1000000,Barcelona,Spain,5000000,in,summer,1 Bundesliga,2016,FALSE,,alen halilovic
177528,https://sofifa.com/player/177528/alessandro-matri/160002,A. Matri,Alessandro Matri,30,8/19/1984,183,80,Italy,Lazio,Italian Serie A,1,77,77,6500000,70000,ST,Right,2,3,2,Medium/Low,Normal,No,,,SUB,17,Milan,,2016,,,79,75,58,72,30,71,,,,,,,Power Header,50,80,80,67,78,71,70,46,45,75,79,79,73,72,65,78,85,75,75,56,50,25,84,60,78,,22,28,24,4,4,4,5,4,andre ayew,a. matri,US Sassuolo,Alessandro Matri,31,Centre-Forward,CF,,AC Milan,Italy,1800000,in,summer,Serie A,2016,FALSE,,alessandro matri
189324,https://sofifa.com/player/189324/alex-mccarthy/160002,A. McCarthy,Alex McCarthy,25,12/3/1989,193,79,England,Crystal Palace,English Premier League,1,75,80,4500000,35000,GK,Right,1,2,1,Medium/Medium,Lean,Yes,,,GK,12,,7/23/2015,2019,,,,,,,,,79,73,61,81,57,74,Puncher,11,17,16,33,12,17,15,18,35,17,58,56,35,69,43,20,68,35,63,14,35,22,16,50,41,,13,13,12,79,73,61,74,81,andre schurrle,a. mccarthy,Southampton FC,Alex McCarthy,26,Goalkeeper,GK,,Crystal Palace,England,4700000,in,summer,Premier League,2016,FALSE,,alex mccarthy
212462,https://sofifa.com/player/212462/alex-nicolao-telles/160002,Alex Telles,Alex Nicolao Telles,22,12/15/1992,181,71,Brazil,Inter,Italian Serie A,1,76,81,6000000,70000,LB,Left,1,2,3,High/Medium,Lean,No,,,SUB,12,Galatasaray SK,,2016,,,84,61,71,77,74,67,,,,,,,"Flair, Speed Dribbler (AI)",74,50,66,71,65,77,78,71,66,76,85,84,82,77,73,72,80,82,58,70,67,79,73,69,67,,74,73,72,13,8,12,11,14,ashley westwood,alex telles,FC Porto,Alex Telles,23,Left-Back,LB,7000000,Galatasaray,Turkey,7350000,in,summer,Liga Portugal,2016,FALSE,,alex telles
189272,https://sofifa.com/player/189272/alexander-esswein/160002,A. Esswein,Alexander Esswein,25,3/25/1990,183,85,Germany,FC Augsburg,German 1. Bundesliga,1,72,77,2700000,20000,"RM, LM",Right,1,3,3,Medium/Medium,Normal,No,,#Speedster,RM,11,,1/4/2014,2017,,,91,72,65,72,26,74,,,,,,,Speed Dribbler (AI),67,68,67,71,68,73,68,54,62,74,90,91,67,74,64,86,81,68,77,69,74,28,70,59,60,,18,20,27,7,16,10,12,11,aleksandar dragovic,a. esswein,Hertha BSC,Alexander Esswein,26,Left Winger,LW,,FC Augsburg,Germany,2500000,in,summer,1 Bundesliga,2016,FALSE,,alexander esswein
208534,https://sofifa.com/player/208534/alfie-mawson/160002,A. Mawson,Alfie Mawson,21,1/19/1994,188,81,England,Barnsley,English League One,3,60,68,240000,2000,CB,Right,1,2,2,Medium/Medium,Lean,No,,,RCB,26,,7/1/2015,2018,,,54,35,34,40,61,67,,,,,,,Injury Free,23,41,60,46,36,36,22,24,37,39,53,54,50,56,51,43,63,52,78,16,57,58,25,26,32,,61,62,61,14,12,12,14,10,andre filipe tavares gomes,a. mawson,Swansea City,Alfie Mawson,22,Centre-Back,CB,,Barnsley FC,England,5900000,in,summer,Premier League,2016,FALSE,,alfie mawson
208535,https://sofifa.com/player/208535/alfred-duncan/160002,A. Duncan,Joseph Alfred Duncan,22,3/10/1993,178,78,Ghana,Sassuolo,Italian Serie A,1,70,78,2000000,20000,CM,Left,1,3,3,Medium/Medium,Normal,No,,,LCM,32,Sampdoria,,2016,,,73,56,70,72,64,74,,,,,,,Long Shot Taker (AI),74,45,63,75,46,71,69,50,71,75,72,74,73,67,70,73,78,72,73,70,80,65,61,64,44,,56,71,67,9,8,8,6,8,aissa mandi,a. duncan,US Sassuolo,Alfred Duncan,23,Central Midfield,CM,4000000,Sampdoria,Italy,6000000,in,summer,Serie A,2016,FALSE,,alfred duncan
200773,https://sofifa.com/player/200773/alhassan-wakaso/160002,A. Wakaso,Alhassan Wakaso,23,1/7/1992,180,80,Ghana,Rio Ave FC,Portuguese Liga ZON SAGRES,1,69,76,1200000,9000,"CDM, CM",Right,1,3,2,Medium/High,Normal,No,,,RCM,30,,7/1/2013,2016,,,65,50,58,64,68,79,,,,,,,,44,32,69,66,41,63,47,37,69,66,67,63,61,67,57,73,83,78,78,71,81,75,55,57,36,,66,67,65,15,12,12,12,8,arkadiusz milik,a. wakaso,FC Lorient,Alhassan Wakaso,25,Defensive Midfield,DM,,Rio Ave,Portugal,1000000,in,winter,Ligue 1,2016,FALSE,,alhassan wakaso
230613,https://sofifa.com/player/230613/amadou-diawara/160002,A. Diawara,Amadou Diawara,17,7/17/1997,180,75,Guinea,Bologna,Italian Serie A,1,57,72,200000,2000,CDM,Right,1,2,2,Medium/High,Lean,No,,,RES,21,,7/1/2015,2020,,,61,48,56,56,54,59,,,,,,,,45,42,60,65,47,59,42,42,63,49,62,60,56,63,65,61,58,63,55,44,62,51,62,51,51,,42,63,63,11,14,5,11,11,ahmad benali,a. diawara,SSC Napoli,Amadou Diawara,19,Defensive Midfield,DM,2200000,Bologna,Italy,14500000,in,summer,Serie A,2016,FALSE,,amadou diawara
220921,https://sofifa.com/player/220921/anderson-esiti/160002,A. Esiti,Anderson Esiti,21,5/24/1994,189,85,Nigeria,Estoril Praia,Portuguese Liga ZON SAGRES,1,70,80,1900000,20000,CDM,Right,1,3,2,Medium/High,Stocky,No,,#Strength,SUB,13,,7/1/2014,2018,,,51,48,56,62,70,84,,,,,,,,37,33,66,71,41,64,41,34,64,66,50,52,53,60,41,71,71,74,89,57,89,74,46,51,55,,62,77,65,10,10,9,14,13,alberto paloschi,a. esiti,KAA Gent,Anderson Esiti,22,Defensive Midfield,DM,1500000,Estoril Praia,Portugal,1500000,in,summer,Jupiler Pro League,2016,FALSE,,anderson esiti
176571,https://sofifa.com/player/176571/andre-ayew/160002,A. Ayew,André Ayew Pelé,25,12/17/1989,176,72,Ghana,Swansea City,English Premier League,1,79,82,12500000,70000,"LM, CM",Left,3,3,3,High/Medium,Normal,Yes,,,RM,10,,7/1/2015,2019,,,78,73,75,81,63,76,,,,,,,"Avoids Using Weaker Foot, Speed Dribbler (AI)",80,73,80,78,65,80,74,57,71,81,78,78,86,75,81,75,92,88,68,75,78,63,75,73,71,,54,62,75,10,6,12,7,15,adam lang,a. ayew,West Ham United,André Ayew,26,Left Winger,LW,1200000,Swansea,England,24100000,in,summer,Premier League,2016,FALSE,,andre ayew
211575,https://sofifa.com/player/211575/andre-filipe-tavares-gomes/160002,André Gomes,André Filipe Tavares Gomes,21,7/30/1993,188,83,Portugal,Valencia CF,Spain Primera Division,1,80,87,20000000,90000,"CM, CAM, CDM",Right,2,4,2,Medium/Medium,Normal,Yes,,,LCM,21,,12/3/2014,2020,,,67,68,77,81,69,81,,,,,,,,59,64,69,86,63,86,70,68,80,84,64,70,64,76,50,76,65,77,84,73,80,70,73,82,55,,65,75,58,12,9,6,14,8,ashley williams,andre gomes,FC Barcelona,André Gomes,22,Central Midfield,CM,16000000,Valencia,Spain,37000000,in,summer,Laliga,2016,FALSE,,andre gomes
193130,https://sofifa.com/player/193130/andre-schurrle/160002,A. Schürrle,André Schürrle,24,11/6/1990,184,74,Germany,VfL Wolfsburg,German 1. Bundesliga,1,80,83,18000000,100000,"LM, RM, CF",Right,3,4,4,Medium/Medium,Lean,Yes,,,LM,17,,2/2/2015,2019,SUB,9,89,80,75,82,35,67,,,,,,,"Long Shot Taker (AI), Speed Dribbler (AI)",76,77,61,79,80,84,77,70,63,79,92,86,84,82,78,85,72,74,64,83,64,43,78,75,81,,23,32,39,7,11,12,9,12,antonio candreva,a. schurrle,Borussia Dortmund,André Schürrle,25,Left Winger,LW,,VfL Wolfsburg,Germany,30000000,in,summer,1 Bundesliga,2016,FALSE,,andre schurrle
216354,https://sofifa.com/player/216354/andrej-kramaric/160002,A. Kramarić,Andrej Kramarić,24,6/19/1991,180,70,Croatia,Leicester City,English Premier League,1,73,77,3900000,35000,"ST, LW, CAM",Right,1,4,4,Medium/Medium,Normal,Yes,,,SUB,19,,1/16/2015,2018,,,73,75,62,79,24,64,,,,,,,"Selfish, Flair, Chip Shot (AI), Technical Dribbler (AI)",68,75,60,64,73,80,67,71,50,78,78,69,78,78,74,76,67,73,58,75,68,19,77,59,79,,20,20,26,8,14,14,7,15,alex nicolao telles,a. kramaric,TSG 1899 Hoffenheim,Andrej Kramaric,25,Centre-Forward,CF,8000000,Leicester,England,11000000,in,summer,1 Bundesliga,2016,FALSE,,andrej kramaric
217845,https://sofifa.com/player/217845/andrew-hjulsager/160002,A. Hjulsager,Andrew Hjulsager,20,1/15/1995,177,71,Denmark,Brøndby IF,Danish Superliga,1,64,75,750000,8000,"RW, LW",Right,1,3,2,Medium/Medium,Lean,No,,,SUB,21,,7/21/2013,2017,,,77,53,61,67,35,55,,,,,,,Speed Dribbler (AI),58,55,38,66,49,67,52,56,63,67,78,77,71,63,72,54,74,64,51,48,48,32,56,57,48,,35,34,36,9,15,14,9,9,alessandro matri,a. hjulsager,Celta de Vigo,Andrew Hjulsager,22,Attacking Midfield,AM,2000000,Bröndby IF,Denmark,1200000,in,winter,Laliga,2016,FALSE,,andrew hjulsager
229909,https://sofifa.com/player/229909/andrey-lunev/160002,A. Lunev,Andrey Lunev,23,11/13/1991,189,80,Russia,FC Ufa,Russian Premier League,1,60,66,220000,2000,GK,Right,1,3,1,Medium/Medium,Normal,No,,,SUB,71,,7/29/2015,2021,,,,,,,,,65,57,60,61,47,60,,16,14,17,23,21,15,18,17,21,17,46,48,36,56,50,24,60,27,67,13,26,18,11,24,15,,15,20,12,65,57,60,60,61,alhassan wakaso,a. lunev,Zenit St. Petersburg,Andrey Lunev,25,Goalkeeper,GK,1200000,Ufa,Russia,3500000,in,winter,Premier Liga,2016,FALSE,,andrey lunev
194932,https://sofifa.com/player/194932/andros-townsend/160002,A. Townsend,Andros Townsend,23,7/16/1991,181,81,England,Tottenham Hotspur,English Premier League,1,75,81,5500000,45000,"RM, LM",Left,1,4,3,High/Medium,Normal,Yes,,,SUB,17,,7/1/2009,2017,,,89,72,70,80,32,62,,,,,,,"Selfish, Long Shot Taker (AI), Speed Dribbler (AI)",75,66,54,73,59,84,68,68,59,76,89,89,78,69,71,82,48,70,66,78,46,21,70,71,83,,36,29,27,13,11,11,11,13,antonio sanabria,a. townsend,Crystal Palace,Andros Townsend,24,Right Winger,RW,1500000,Newcastle,England,15600000,in,summer,Premier League,2016,FALSE,,andros townsend
188335,https://sofifa.com/player/188335/ante-budimir/160002,A. Budimir,Ante Budimir,23,7/22/1991,190,75,Croatia,Crotone,Italian Serie B,2,66,72,875000,6000,ST,Left,1,4,2,Medium/Low,Lean,No,,,SUB,17,FC St. Pauli,,2016,,,61,66,43,64,31,66,,,,,,,,41,67,70,54,65,64,44,31,30,68,53,67,58,65,49,69,42,65,73,63,55,24,66,39,59,,20,35,27,11,14,8,16,15,adem ljajic,a. budimir,FC Crotone,Ante Budimir,24,Centre-Forward,CF,5000000,FC St. Pauli,Germany,1000000,in,summer,Serie A,2016,FALSE,,ante budimir
201938,https://sofifa.com/player/201938/anthony-limbombe/160002,A. Limbombe,Anthony Limbombe Ekango,20,7/15/1994,177,72,Belgium,NEC Nijmegen,Holland Eredivisie,1,69,76,1400000,8000,LW,Right,1,2,4,High/Medium,Normal,No,,,LW,10,,8/30/2014,2017,,,83,65,63,74,21,50,,,,,,,"Flair, Long Shot Taker (AI)",72,63,36,65,70,73,72,62,59,70,86,81,89,64,83,75,83,66,48,65,26,27,57,51,46,,15,20,15,13,13,6,12,8,alfie mawson,a. limbombe,Club Brugge KV,Anthony Limbombe,22,Left Winger,LW,,NEC Nijmegen,Netherlands,2300000,in,summer,Jupiler Pro League,2016,FALSE,,anthony limbombe
198136,https://sofifa.com/player/198136/antonino-ragusa/160002,A. Ragusa,Antonino Ragusa,25,3/27/1990,183,78,Italy,Cesena,Italian Serie B,2,71,75,2100000,20000,"LW, CF",Right,1,3,3,High/Medium,Lean,No,,,LW,11,,7/14/2015,2018,,,88,65,63,75,33,66,,,,,,,"Diver, Long Shot Taker (AI)",65,61,59,67,70,74,63,51,56,75,85,91,82,68,74,68,66,75,66,69,57,36,66,61,58,,17,40,26,15,10,10,13,8,andros townsend,a. ragusa,US Sassuolo,Antonino Ragusa,26,Left Winger,LW,,Cesena,Italy,1790000,in,summer,Serie A,2016,FALSE,,antonino ragusa
173221,https://sofifa.com/player/173221/antonio-candreva/160002,A. Candreva,Antonio Candreva,28,2/28/1987,181,72,Italy,Lazio,Italian Serie A,1,83,83,23000000,130000,RW,Right,2,4,3,High/Medium,Lean,No,,"#Dribbler, #Distance Shooter, #Crosser",RAM,87,,1/1/2012,2019,RW,6,86,81,82,85,45,74,,,,,,,"Power Free-Kick, Flair, Long Shot Taker (AI), Speed Dribbler (AI)",90,75,55,81,79,86,83,79,75,87,87,85,79,82,76,90,57,93,69,87,66,49,77,82,88,,41,44,44,10,4,14,4,14,adriano correia claro,a. candreva,Inter Milan,Antonio Candreva,29,Right Midfield,RM,1500000,Lazio,Italy,22000000,in,summer,Serie A,2016,FALSE,,antonio candreva
205452,https://sofifa.com/player/205452/antonio-rudiger/160002,A. Rüdiger,Antonio Rüdiger,22,3/3/1993,190,85,Germany,Roma,Italian Serie A,1,76,85,7000000,70000,CB,Right,1,3,2,Medium/Medium,Normal,No,,,SUB,2,VfB Stuttgart,,2016,,,80,40,62,63,76,78,,,,,,,Long Passer (AI),60,27,76,70,34,59,34,56,65,71,76,83,63,72,50,70,72,65,81,40,86,69,33,57,40,,77,79,74,14,15,10,12,8,ante budimir,a. rudiger,AS Roma,Antonio Rüdiger,23,Centre-Back,CB,32000000,VfB Stuttgart,Germany,9000000,in,summer,Serie A,2016,FALSE,,antonio rudiger
219932,https://sofifa.com/player/219932/antonio-sanabria/160002,A. Sanabria,Arnaldo Antonio Sanabria Ayala,19,3/4/1996,180,70,Paraguay,Real Sporting de Gijón,Spain Primera Division,1,71,84,3000000,20000,"ST, LM",Right,1,4,3,Medium/Medium,Normal,No,,,LS,20,Roma,,2016,,,78,69,63,77,25,56,,,,,,,Selfish,67,72,70,68,56,76,44,35,56,81,77,79,82,62,77,74,67,60,63,63,32,21,64,65,69,,21,20,15,8,14,9,14,13,antonino ragusa,a. sanabria,Real Betis Balompié,Antonio Sanabria,20,Centre-Forward,CF,10000000,AS Roma,Italy,7500000,in,summer,Laliga,2016,FALSE,,antonio sanabria
216433,https://sofifa.com/player/216433/anwar-el-ghazi/160002,A. El Ghazi,Anwar El Ghazi,20,5/3/1995,189,86,Netherlands,Ajax,Holland Eredivisie,1,77,85,10500000,70000,RW,Right,1,4,4,Medium/Low,Normal,No,,,RW,21,,7/1/2013,2019,,,83,74,68,79,29,72,,,,,,,"Diver, Flair, Technical Dribbler (AI)",80,70,75,66,72,84,74,69,54,77,79,86,74,75,52,84,57,74,79,77,55,28,78,67,63,,20,28,15,13,9,7,14,11,alan ruiz,a. el ghazi,LOSC Lille,Anwar El Ghazi,21,Right Winger,RW,3000000,Ajax,Netherlands,7000000,in,winter,Ligue 1,2016,FALSE,,anwar el ghazi
205175,https://sofifa.com/player/205175/arkadiusz-milik/160002,A. Milik,Arkadiusz Milik,21,2/28/1994,186,78,Poland,Ajax,Holland Eredivisie,1,77,84,10000000,80000,ST,Left,3,3,2,Medium/Medium,Lean,Yes,,,ST,9,,7/1/2015,2019,RS,7,74,81,62,71,37,73,,,,,,,,58,83,73,62,75,71,71,74,62,71,73,75,69,74,63,84,62,77,74,78,67,36,75,60,75,,29,34,32,9,16,16,15,6,andrej kramaric,a. milik,SSC Napoli,Arkadiusz Milik,22,Centre-Forward,CF,8000000,Ajax,Netherlands,32000000,in,summer,Serie A,2016,FALSE,,arkadiusz milik
193470,https://sofifa.com/player/193470/arnaud-souquet/160002,A. Souquet,Arnaud Souquet,23,2/12/1992,178,68,France,Dijon FCO,French Ligue 2,2,59,65,210000,3000,"CM, CAM, CDM",Left,1,3,2,Medium/Medium,Lean,No,,,SUB,2,,7/11/2015,2017,,,53,45,61,57,50,57,,,,,,,,57,44,59,65,39,51,40,46,62,63,54,52,66,62,63,53,57,62,59,41,48,44,49,67,49,,47,56,43,15,10,8,13,11,antonio rudiger,a. souquet,OGC Nice,Arnaud Souquet,24,Right-Back,RB,1500000,Dijon,France,1250000,in,summer,Ligue 1,2016,FALSE,,arnaud souquet
211177,https://sofifa.com/player/211177/arnor-ingvi-traustason/160002,A. Traustason,Arnór Ingvi Traustason,22,4/30/1993,182,75,Iceland,IFK Norrköping,Swedish Allsvenskan,1,68,73,1100000,8000,LM,Right,1,3,2,High/High,Normal,No,,,LM,9,,1/1/2014,2017,,,73,61,67,71,29,63,,,,,,,Long Shot Taker (AI),69,48,41,66,69,70,71,66,62,73,80,67,75,68,73,78,47,72,60,73,64,40,59,68,57,,22,28,18,11,12,15,9,8,anwar el ghazi,a. traustason,Rapid Vienna,Arnór Ingvi Traustason,23,Central Midfield,CM,1200000,Norrköping,Sweden,2300000,in,summer,Bundesliga,2016,FALSE,,arnor ingvi traustason
192587,https://sofifa.com/player/192587/artur-ionita/160002,A. Ioniţă,Artur Ioniţă,24,8/17/1990,184,73,Moldova,Hellas Verona,Italian Serie A,1,73,77,3700000,35000,"CM, CDM",Right,1,3,2,High/Medium,Normal,No,,,CDM,23,,7/1/2014,2017,,,68,67,72,73,72,76,,,,,,,Injury Free,67,63,68,77,55,73,69,65,75,77,68,68,68,69,70,73,81,79,75,71,75,73,69,69,65,,74,69,73,6,14,10,12,11,alex mccarthy,a. ionita,Cagliari Calcio,Artur Ionita,25,Central Midfield,CM,,Hellas Verona,Italy,4500000,in,summer,Serie A,2016,FALSE,,artur ionita
