sofifa_id,player_url,short_name,long_name,age_x,dob,height_cm,weight_kg,nationality,club_name,league_name,league_rank,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,player_name,player_short_name,club,name,age_y,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status,normalized_name
167943,https://sofifa.com/player/167943/yohan-cabaye/150002,Y. Cabaye,Yohan Cabaye,28,1/14/1986,175,72,France,Paris Saint-Germain,French Ligue 1,1,81,81,11000000,120000,"CM, CAM, CDM",Right,3,4,3,Medium/Medium,Normal,Yes,,,SUB,4,,1/29/2014,2017,SUB,6,68,75,82,78,71,73,,,,,,,"Finesse Shot, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI)",77,70,69,85,73,74,79,83,82,83,67,69,78,79,77,82,70,83,66,81,77,79,70,84,82,,68,72,66,13,8,15,7,11,yohan cabaye,y. cabaye,Crystal Palace,Yohan Cabaye,29,Central Midfield,CM,,Paris SG,France,13900000,in,summer,Premier League,2015,FALSE,,yohan cabaye
177326,https://sofifa.com/player/177326/mathieu-valbuena/150002,M. Valbuena,Mathieu Valbuena,29,9/28/1984,167,58,France,Dinamo Moscow,Russian Premier League,1,81,81,11500000,90000,"CAM, RW",Right,3,3,4,High/Medium,Normal,Yes,,#Acrobat,CAM,14,,8/2/2014,2017,CAM,8,86,73,80,83,33,50,,,,,,,"Diver, Finesse Shot, Speed Dribbler (AI)",80,71,58,82,72,80,82,75,75,83,90,82,91,78,93,75,46,81,35,76,52,39,76,80,72,,28,26,34,14,12,8,6,8,mathieu valbuena,m. valbuena,Olympique Lyon,Mathieu Valbuena,30,Attacking Midfield,AM,,Dinamo Moscow,Russia,6000000,in,summer,Ligue 1,2015,FALSE,,mathieu valbuena
207664,https://sofifa.com/player/207664/carlos-bacca/150002,C. Bacca,Carlos Arturo Bacca Ahumada,27,9/8/1986,181,77,Colombia,Sevilla FC,Spain Primera Division,1,81,81,13000000,110000,ST,Right,2,2,2,High/Medium,Stocky,No,,,ST,9,,7/17/2013,2018,SUB,17,81,82,63,80,31,69,,,,,,,"Avoids Using Weaker Foot, Beat Offside Trap, Finesse Shot, Outside Foot Shot",61,84,71,67,77,80,63,59,52,79,84,79,83,82,71,81,75,73,78,80,38,34,84,66,79,,25,25,25,12,12,8,5,8,carlos bacca,c. bacca,AC Milan,Carlos Bacca,28,Centre-Forward,CF,,Sevilla FC,Spain,33300000,in,summer,Serie A,2015,FALSE,,carlos bacca
202652,https://sofifa.com/player/202652/raheem-sterling/150002,R. Sterling,Raheem Shaquille Sterling,19,12/8/1994,170,69,England,Liverpool,English Premier League,1,80,86,10000000,80000,"RW, LW, CAM",Right,3,3,4,High/Medium,Lean,Yes,,#Speedster,SUB,31,,2/27/2010,2016,CAM,11,93,69,70,84,46,62,,,,,,,"Avoids Using Weaker Foot, Beat Offside Trap, Flair, Speed Dribbler (AI)",72,71,38,74,59,84,64,49,66,82,94,92,88,74,91,67,49,75,67,69,34,26,75,69,63,,48,58,54,15,12,12,15,9,raheem sterling,r. sterling,Manchester City,Raheem Sterling,20,Left Winger,LW,50000000,Liverpool,England,63700000,in,summer,Premier League,2015,FALSE,,raheem sterling
193348,https://sofifa.com/player/193348/xherdan-shaqiri/150002,X. Shaqiri,Xherdan Shaqiri,22,10/10/1991,169,72,Switzerland,FC Bayern München,German 1. Bundesliga,1,80,85,9500000,90000,"RM, LM, CAM",Left,2,4,4,High/Medium,Stocky,Yes,,"#Dribbler, #Acrobat",SUB,11,,7/1/2012,2016,RAM,23,88,78,76,86,57,74,,,,,,,"Flair, Long Shot Taker (AI), Speed Dribbler (AI)",74,75,37,79,76,86,82,78,68,84,92,84,88,80,94,84,63,78,74,81,73,65,78,78,65,,58,60,53,13,12,12,11,11,xherdan shaqiri,x. shaqiri,Stoke City,Xherdan Shaqiri,23,Attacking Midfield,AM,3500000,Inter,Italy,17000000,in,summer,Premier League,2015,FALSE,,xherdan shaqiri
202166,https://sofifa.com/player/202166/julian-draxler/150002,J. Draxler,Julian Draxler,20,9/20/1993,187,75,Germany,FC Schalke 04,German 1. Bundesliga,1,80,85,9500000,80000,"LM, CAM, RM",Right,2,5,4,Medium/Medium,Lean,Yes,,#Dribbler,CAM,10,,1/15/2011,2018,SUB,11,78,78,78,84,34,61,,,,,,,"Finesse Shot, Flair, Long Shot Taker (AI), Playmaker (AI), Technical Dribbler (AI)",78,75,58,82,79,86,78,72,74,84,78,78,84,81,75,81,67,69,62,85,49,38,76,75,62,,25,35,26,11,13,5,13,8,julian draxler,j. draxler,VfL Wolfsburg,Julian Draxler,21,Left Winger,LW,5000000,FC Schalke 04,Germany,43000000,in,summer,1 Bundesliga,2015,FALSE,,julian draxler
192366,https://sofifa.com/player/192366/nicolas-otamendi/150002,N. Otamendi,Nicolás Hernán Otamendi,26,2/12/1988,183,75,Argentina,Valencia CF,Spain Primera Division,1,80,84,11000000,90000,CB,Right,2,3,2,Medium/Medium,Normal,No,,,LCB,23,,7/1/2014,2019,,,66,51,55,62,84,76,,,,,,,Dives Into Tackles (AI),43,59,80,65,58,60,50,44,59,63,71,61,61,73,63,59,75,69,78,26,82,85,50,52,44,,84,84,85,12,5,8,11,12,nicolas otamendi,n. otamendi,Manchester City,Nicolás Otamendi,27,Centre-Back,CB,2000000,Valencia,Spain,44500000,in,summer,Premier League,2015,FALSE,,nicolas otamendi
167431,https://sofifa.com/player/167431/gonzalo-castro/150002,G. Castro,Gonzalo Castro Randon,27,6/11/1987,172,73,Germany,Bayer 04 Leverkusen,German 1. Bundesliga,1,80,82,12000000,90000,"CM, RM, RB, CF",Right,2,4,3,Medium/Medium,Normal,No,,,LDM,27,,1/1/2005,2016,,,77,69,79,81,74,68,,,,,,,Outside Foot Shot,78,67,64,83,61,80,67,62,79,80,78,77,84,82,83,75,82,82,64,70,59,78,78,81,58,,75,74,76,14,8,13,10,15,gonzalo castro,g. castro,Borussia Dortmund,Gonzalo Castro,28,Central Midfield,CM,,B. Leverkusen,Germany,11000000,in,summer,1 Bundesliga,2015,FALSE,,gonzalo castro
179645,https://sofifa.com/player/179645/simon-kjaer/150002,S. Kjær,Simon Thorup Kjær,25,3/26/1989,190,82,Denmark,LOSC Lille,French Ligue 1,1,80,81,11000000,80000,CB,Right,2,3,2,Low/Medium,Normal,No,,,RCB,14,,7/8/2013,2017,RCB,3,66,44,62,53,82,78,,,,,,,Dives Into Tackles (AI),48,32,81,76,37,42,52,66,70,67,62,69,48,80,58,80,63,70,83,41,81,83,31,49,46,,81,83,79,6,10,13,10,15,simon kjaer,s. kjaer,Fenerbahce,Simon Kjaer,26,Centre-Back,CB,3500000,LOSC Lille,France,7650000,in,summer,Super Lig,2015,FALSE,,simon kjaer
192073,https://sofifa.com/player/192073/andrea-bertolacci/150002,A. Bertolacci,Andrea Bertolacci,23,1/11/1991,179,75,Italy,Genoa,Italian Serie A,1,72,78,2400000,25000,CM,Left,1,3,2,High/Medium,Lean,No,,,RCM,91,,7/19/2012,2017,,,74,69,71,74,59,70,,,,,,,Avoids Using Weaker Foot,68,67,67,74,65,73,65,63,74,75,76,73,79,70,74,72,66,76,66,75,72,64,71,72,55,,45,65,65,6,7,6,6,8,andrea bertolacci,a. bertolacci,AC Milan,Andrea Bertolacci,24,Central Midfield,CM,,AS Roma,Italy,21000000,in,summer,Serie A,2015,FALSE,,andrea bertolacci
169588,https://sofifa.com/player/169588/jonny-evans/150002,J. Evans,Jonny Evans,26,1/2/1988,189,80,Northern Ireland,Manchester United,English Premier League,1,79,82,8000000,110000,CB,Right,2,2,2,Low/Medium,Lean,No,,,RCB,6,,1/1/2006,2016,LCB,5,74,31,58,51,81,74,,,,,,,Dives Into Tackles (AI),51,27,83,77,45,38,31,24,61,67,69,78,50,81,57,41,79,74,73,24,77,81,27,44,43,,78,83,79,11,15,15,14,7,jonny evans,j. evans,West Bromwich Albion,Jonny Evans,27,Centre-Back,CB,2000000,Man Utd,England,8300000,in,summer,Premier League,2015,FALSE,,jonny evans
186569,https://sofifa.com/player/186569/sven-ulreich/150002,S. Ulreich,Sven Ulreich,25,8/3/1988,192,84,Germany,VfB Stuttgart,German 1. Bundesliga,1,79,82,7500000,60000,GK,Right,2,3,1,Medium/Medium,Lean,No,,,GK,1,,1/2/2008,2017,,,,,,,,,81,77,70,84,46,77,,25,25,25,32,25,25,25,25,32,25,44,47,37,78,39,23,66,31,64,25,24,25,25,25,21,,25,25,25,81,77,70,77,84,sven ulreich,s. ulreich,Bayern Munich,Sven Ulreich,26,Goalkeeper,GK,,VfB Stuttgart,Germany,3500000,in,summer,1 Bundesliga,2015,FALSE,,sven ulreich
182879,https://sofifa.com/player/182879/balazs-dzsudzsak/150002,B. Dzsudzsák,Balázs Dzsudzsák,27,12/23/1986,179,72,Hungary,Dinamo Moscow,Russian Premier League,1,79,81,8000000,100000,"LM, RM",Left,3,4,4,Medium/Low,Lean,Yes,,#Crosser,SUB,7,,1/1/2012,2015,LF,7,81,79,77,77,26,65,,,,,,,"Long Shot Taker (AI), Technical Dribbler (AI)",88,75,41,73,72,77,84,85,71,76,83,80,83,78,70,87,63,81,66,83,43,24,70,73,80,,28,22,25,9,6,13,6,9,balazs dzsudzsak,b. dzsudzsak,Bursaspor,Balázs Dzsudzsák,28,Attacking Midfield,AM,,Dinamo Moscow,Russia,1600000,in,summer,Super Lig,2015,FALSE,,balazs dzsudzsak
138726,https://sofifa.com/player/138726/joleon-lescott/150002,J. Lescott,Joleon Lescott,31,8/16/1982,188,89,England,West Bromwich Albion,English Premier League,1,79,79,5000000,60000,CB,Left,2,3,2,Medium/Medium,Normal,Yes,,,SUB,6,,7/1/2014,2016,,,54,50,57,58,81,79,,,,,,,"Dives Into Tackles (AI), Power Header",58,51,85,64,44,56,41,51,59,60,53,54,57,75,46,65,80,67,85,39,81,76,38,47,47,,80,82,83,5,5,11,15,6,joleon lescott,j. lescott,Aston Villa,Joleon Lescott,33,Centre-Back,CB,,West Brom,England,1400000,in,summer,Premier League,2015,FALSE,,joleon lescott
152747,https://sofifa.com/player/152747/aaron-lennon/150002,A. Lennon,Aaron Lennon,27,4/16/1987,165,63,England,Tottenham Hotspur,English Premier League,1,79,79,8000000,90000,"RM, LM",Right,2,3,3,High/Medium,Normal,Yes,,"#Speedster, #Acrobat",SUB,7,,6/15/2005,2016,,,92,63,73,83,27,60,,,,,,,Speed Dribbler (AI),79,65,27,79,67,83,62,54,53,80,94,91,94,77,92,61,71,75,52,56,56,36,76,77,61,,25,23,25,13,6,6,15,10,aaron lennon,a. lennon,Everton FC,Aaron Lennon,28,Right Winger,RW,,Tottenham,England,6000000,in,summer,Premier League,2015,FALSE,,aaron lennon
158810,https://sofifa.com/player/158810/gokhan-inler/150002,G. Inler,Gökhan İnler,30,6/27/1984,183,80,Switzerland,Napoli,Italian Serie A,1,79,79,5000000,80000,"CDM, CM",Right,3,4,2,Medium/Medium,Normal,Yes,,#Distance Shooter,LDM,88,,7/1/2011,2016,LDM,8,67,72,77,73,75,77,,,,,,,"Injury Free, Long Passer (AI), Long Shot Taker (AI)",69,59,67,81,77,72,63,67,83,78,69,65,68,75,59,88,75,79,76,86,79,79,69,78,73,,69,79,77,10,13,5,9,4,gokhan inler,g. inler,Leicester City,Gökhan İnler,31,Defensive Midfield,DM,,SSC Napoli,Italy,7000000,in,summer,Premier League,2015,FALSE,,gokhan inler
161805,https://sofifa.com/player/161805/valon-behrami/150002,V. Behrami,Valon Behrami,29,4/19/1985,185,78,Switzerland,Hamburger SV,German 1. Bundesliga,1,79,79,6000000,60000,"CDM, CM",Right,2,4,2,Medium/High,Normal,No,,,RDM,21,,8/3/2014,2017,RDM,11,75,65,75,76,78,82,,,,,,,Diver,70,55,68,78,70,76,70,68,78,78,77,73,76,78,68,75,70,87,77,74,89,82,70,74,72,,70,83,86,11,10,6,14,10,valon behrami,v. behrami,Watford FC,Valon Behrami,30,Defensive Midfield,DM,,Hamburger SV,Germany,3500000,in,summer,Premier League,2015,FALSE,,valon behrami
163418,https://sofifa.com/player/163418/younes-kaboul/150002,Y. Kaboul,Younès Kaboul,28,1/4/1986,191,87,France,Tottenham Hotspur,English Premier League,1,79,79,6500000,90000,CB,Right,2,3,2,High/Medium,Normal,Yes,,#Strength,RCB,4,,1/1/2010,2016,,,74,43,57,57,79,82,,,,,,,"Power Free-Kick, Injury Prone",55,20,83,70,33,51,43,32,53,64,68,78,58,76,47,81,81,71,86,54,84,78,50,50,53,,75,84,78,8,13,6,8,5,younes kaboul,y. kaboul,Sunderland AFC,Younès Kaboul,29,Centre-Back,CB,,Tottenham,England,4300000,in,summer,Premier League,2015,FALSE,,younes kaboul
202556,https://sofifa.com/player/202556/memphis-depay/150002,M. Depay,Memphis Depay,20,2/13/1994,176,78,Netherlands,PSV,Holland Eredivisie,1,78,88,6500000,70000,LW,Right,2,2,5,High/Medium,Normal,No,,"#Speedster, #Dribbler",LW,7,,8/1/2011,2018,SUB,21,91,71,72,84,28,75,,,,,,,"Power Free-Kick, Avoids Using Weaker Foot, Selfish, Flair, Long Shot Taker (AI), Technical Dribbler (AI)",65,64,54,73,74,86,78,80,68,82,92,90,82,81,86,86,79,82,74,72,66,21,78,75,68,,24,31,20,8,14,6,12,10,memphis depay,m. depay,Manchester United,Memphis Depay,21,Centre-Forward,CF,14000000,PSV Eindhoven,Netherlands,34000000,in,summer,Premier League,2015,FALSE,,memphis depay
184477,https://sofifa.com/player/184477/kyriakos-papadopoulos/150002,K. Papadopoulos,Kyriakos Papadopoulos,22,2/23/1992,183,85,Greece,Bayer 04 Leverkusen,German 1. Bundesliga,1,78,84,5500000,60000,"CB, CDM",Right,2,3,2,Low/High,Stocky,No,,#Strength,SUB,14,FC Schalke 04,,2015,SUB,6,67,44,53,51,77,84,,,,,,,"Injury Prone, Power Header",54,22,82,56,44,43,41,53,51,55,65,68,58,72,62,82,91,64,90,58,91,72,34,53,45,,75,79,80,10,9,11,8,9,kyriakos papadopoulos,k. papadopoulos,Bayer 04 Leverkusen,Kyriakos Papadopoulos,23,Centre-Back,CB,,FC Schalke 04,Germany,6500000,in,summer,1 Bundesliga,2015,FALSE,,kyriakos papadopoulos
173432,https://sofifa.com/player/173432/hector-moreno/150002,H. Moreno,Héctor Alfredo Moreno Herrera,26,1/17/1988,184,80,Mexico,RCD Espanyol,Spain Primera Division,1,78,83,8000000,80000,CB,Left,2,2,2,Medium/High,Normal,No,,,SUB,15,,6/1/2011,2016,,,68,42,60,57,79,79,,,,,,,Power Header,49,32,78,71,54,48,47,27,67,66,69,68,68,66,62,62,86,75,82,38,77,79,34,58,62,,77,80,83,11,14,13,8,9,hector moreno,h. moreno,PSV Eindhoven,Héctor Moreno,27,Centre-Back,CB,1000000,Espanyol,Spain,3500000,in,summer,Eredivisie,2015,FALSE,,hector moreno
178213,https://sofifa.com/player/178213/etienne-capoue/150002,E. Capoue,Etienne Capoue,25,7/11/1988,189,80,France,Tottenham Hotspur,English Premier League,1,78,83,7000000,70000,"CDM, CB",Right,2,3,2,Medium/High,Lean,No,,,RDM,29,,8/15/2013,2017,,,61,61,72,70,78,81,,,,,,,Injury Free,69,56,69,77,58,73,60,29,77,73,66,57,49,77,55,72,74,92,77,67,80,81,61,74,42,,76,82,78,11,10,10,13,11,etienne capoue,e. capoue,Watford FC,Étienne Capoue,26,Defensive Midfield,DM,2000000,Tottenham,England,8900000,in,summer,Premier League,2015,FALSE,,etienne capoue
181458,https://sofifa.com/player/181458/ivan-perisic/150002,I. Perišić,Ivan Perišić,25,2/2/1989,187,81,Croatia,VfL Wolfsburg,German 1. Bundesliga,1,78,82,8500000,70000,"LM, RM",Right,2,5,4,Medium/Medium,Lean,No,,,SUB,9,,1/6/2013,2017,,,80,80,76,77,42,74,,,,,,,"Finesse Shot, Flair, Speed Dribbler (AI), Power Header",79,78,81,77,85,78,76,76,74,77,83,78,75,79,67,83,82,77,75,81,65,52,79,75,73,,26,41,36,6,7,10,9,6,ivan perisic,i. perisic,Inter Milan,Ivan Perisic,26,Left Midfield,LM,4000000,VfL Wolfsburg,Germany,19000000,in,summer,Serie A,2015,FALSE,,ivan perisic
184087,https://sofifa.com/player/184087/toby-alderweireld/150002,T. Alderweireld,Toby Alderweireld,25,3/2/1989,187,80,Belgium,Southampton,English Premier League,1,78,82,7500000,50000,CB,Right,2,3,2,Medium/Medium,Normal,No,,,LCB,17,Atlético Madrid,,2015,RB,2,64,58,64,62,79,79,,,,,,,"Long Passer (AI), Long Shot Taker (AI)",58,44,77,76,37,59,54,64,77,67,61,66,57,77,49,85,78,74,81,67,78,78,55,43,59,,79,80,77,15,5,13,15,13,toby alderweireld,t. alderweireld,Tottenham Hotspur,Toby Alderweireld,26,Centre-Back,CB,3500000,Atlético Madrid,Spain,16000000,in,summer,Premier League,2015,FALSE,,toby alderweireld
177388,https://sofifa.com/player/177388/dimitri-payet/150002,D. Payet,Dimitri Payet,27,3/29/1987,175,77,France,Olympique de Marseille,French Ligue 1,1,78,81,8000000,100000,"LM, RM",Right,3,4,4,High/Medium,Normal,Yes,,,CAM,17,,7/3/2013,2017,,,78,79,77,81,44,64,,,,,,,"Flair, Long Shot Taker (AI), Technical Dribbler (AI)",72,78,66,78,79,80,81,78,76,81,79,77,85,78,76,80,48,68,68,81,54,44,78,78,76,,29,51,48,11,15,9,14,12,dimitri payet,d. payet,West Ham United,Dimitri Payet,28,Attacking Midfield,AM,1800000,Marseille,France,15000000,in,summer,Premier League,2015,FALSE,,dimitri payet
183574,https://sofifa.com/player/183574/max-kruse/150002,M. Kruse,Max Kruse,26,3/19/1988,180,76,Germany,Borussia Mönchengladbach,German 1. Bundesliga,1,78,81,9500000,70000,"CF, ST",Left,2,4,3,High/Medium,Normal,No,,,RS,10,,7/1/2013,2017,,,75,78,76,80,42,74,,,,,,,Long Shot Taker (AI),75,76,60,79,78,81,76,69,69,81,73,76,76,78,76,81,70,84,72,78,68,39,77,80,81,,37,44,40,12,7,5,13,9,max kruse,m. kruse,VfL Wolfsburg,Max Kruse,27,Second Striker,SS,,Bor. M'gladbach,Germany,12000000,in,summer,1 Bundesliga,2015,FALSE,,max kruse
178416,https://sofifa.com/player/178416/jeremain-lens/150002,J. Lens,Jeremain Lens,26,11/24/1987,178,73,Netherlands,,,,78,80,0,0,"RW, ST",Right,2,4,4,Medium/Low,Normal,No,,,,,,,,SUB,17,86,75,70,81,31,71,,,,,,,"Beat Offside Trap, Speed Dribbler (AI), Chip Shot (AI)",75,75,62,74,86,82,70,64,50,79,84,88,78,82,82,79,75,74,76,74,52,22,68,72,66,,21,38,31,15,15,13,14,5,jeremain lens,j. lens,Sunderland AFC,Jeremain Lens,27,Right Winger,RW,,Dynamo Kyiv,Ukraine,11400000,in,summer,Premier League,2015,FALSE,,jeremain lens
