sofifa_id,player_url,short_name,long_name,age_x,dob,height_cm,weight_kg,nationality,club_name,league_name,league_rank,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,player_name,player_short_name,club,name,age_y,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status,normalized_name
220971,https://sofifa.com/player/220971/naby-keita/180002,N. Keïta,Naby Deco Keïta,22,2/10/1995,172,64,Guinea,RB Leipzig,German 1. Bundesliga,1,83,88,34000000,70000,"CM, CDM, CAM",Right,2,3,4,High/Medium,Normal,No,60400000,"#Dribbler, #Acrobat",RDM,8,,7/1/2016,2020,,,73,71,77,89,62,70,,,,,,,"Flair, Playmaker (AI)",62,74,42,88,59,90,63,47,78,88,82,66,90,84,90,76,56,88,59,66,77,79,74,81,58,79,55,63,61,7,14,15,14,9,naby keita,n. keita,Liverpool FC,Naby Keïta,23,Central Midfield,CM,9000000,RB Leipzig,Germany,60000000,in,summer,Premier League,2018,FALSE,,naby keita
204485,https://sofifa.com/player/204485/riyad-mahrez/180002,R. Mahrez,Riyad Mahrez,26,2/21/1991,179,67,Algeria,Leicester City,English Premier League,1,83,84,30500000,90000,RM,Left,3,4,5,Medium/Medium,Lean,Yes,60200000,"#Dribbler, #Acrobat",RM,26,,1/11/2014,2020,,,82,74,78,88,28,55,,,,,,,"Diver, Selfish, Finesse Shot, Flair, Long Shot Taker (AI), Playmaker (AI), Technical Dribbler (AI)",81,74,45,78,71,88,79,75,74,88,85,80,92,75,85,76,62,75,51,72,40,38,79,79,72,82,25,23,19,15,9,13,11,6,riyad mahrez,r. mahrez,Manchester City,Riyad Mahrez,27,Right Winger,RW,18000000,Leicester,England,67800000,in,summer,Premier League,2018,FALSE,,riyad mahrez
176600,https://sofifa.com/player/176600/kevin-gameiro/180002,K. Gameiro,Kévin Gameiro,30,5/9/1987,173,70,France,Atlético Madrid,Spain Primera Division,1,83,83,25000000,70000,ST,Right,3,3,3,Medium/Medium,Normal,Yes,51300000,,RS,21,,7/30/2016,2020,,,87,83,75,78,35,68,,,,,,,"Beat Offside Trap, Outside Foot Shot",70,86,67,79,78,76,76,70,72,80,88,86,82,85,77,84,84,76,64,76,66,38,86,76,85,85,23,33,39,6,10,8,8,6,kevin gameiro,k. gameiro,Valencia CF,Kévin Gameiro,31,Centre-Forward,CF,1200000,Atlético Madrid,Spain,16000000,in,summer,Laliga,2018,FALSE,,kevin gameiro
179784,https://sofifa.com/player/179784/benedikt-howedes/180002,B. Höwedes,Benedikt Höwedes,29,2/29/1988,187,82,Germany,Juventus,Italian Serie A,1,83,83,20000000,120000,CB,Right,3,3,2,Medium/Medium,Normal,Yes,,,SUB,21,FC Schalke 04,,2018,SUB,4,64,47,63,64,83,77,,,,,,,"Injury Prone, Power Header, Team Player",58,48,84,73,38,60,38,52,64,68,62,65,63,82,61,62,82,68,81,31,79,83,51,57,56,82,84,83,83,14,6,9,10,7,benedikt howedes,b. howedes,Lokomotiv Moscow,Benedikt Höwedes,30,Centre-Back,CB,,FC Schalke 04,Germany,5000000,in,summer,Premier Liga,2018,FALSE,,benedikt howedes
187936,https://sofifa.com/player/187936/steven-nzonzi/180002,S. N'Zonzi,Steven N'Kemboanza Mike Christopher Nzonzi,28,12/15/1988,190,75,France,Sevilla FC,Spain Primera Division,1,83,83,21000000,20000,"CDM, CM",Right,2,3,3,Medium/Medium,Lean,Yes,44100000,#Strength,CDM,15,,7/9/2015,2020,,,57,67,73,71,80,88,,,,,,,Injury Free,59,64,79,82,55,72,73,42,78,82,52,61,43,82,31,79,75,86,91,66,87,85,70,77,57,85,75,83,78,7,16,16,16,13,steven nzonzi,s. n'zonzi,AS Roma,Steven Nzonzi,29,Defensive Midfield,DM,2000000,Sevilla FC,Spain,26650000,in,summer,Serie A,2018,FALSE,,steven nzonzi
191180,https://sofifa.com/player/191180/javier-pastore/180002,J. Pastore,Javier Matías Pastore,28,6/20/1989,187,78,Argentina,Paris Saint-Germain,French Ligue 1,1,83,83,25500000,100000,"CM, LW, RW",Right,3,4,4,High/Medium,Lean,Yes,47200000,#Playmaker,SUB,27,,8/1/2011,2019,SUB,29,71,75,83,85,58,64,,,,,,,"Injury Prone, Flair, Playmaker (AI), Technical Dribbler (AI)",77,73,63,87,78,88,83,69,83,87,69,72,79,83,58,78,49,67,64,76,65,69,78,86,75,79,49,59,51,14,9,6,10,12,javier pastore,j. pastore,AS Roma,Javier Pastore,29,Attacking Midfield,AM,,Paris SG,France,24700000,in,summer,Serie A,2018,FALSE,,javier pastore
193348,https://sofifa.com/player/193348/xherdan-shaqiri/180002,X. Shaqiri,Xherdan Shaqiri,25,10/10/1991,169,72,Switzerland,Stoke City,English Premier League,1,82,85,28000000,80000,"RM, RW",Left,3,4,4,High/Medium,Shaqiri,Yes,55300000,#Acrobat,RW,22,,8/11/2015,2020,RAM,23,83,77,78,85,46,65,,,,,,,"Injury Prone, Flair, Long Shot Taker (AI), Speed Dribbler (AI), Takes Finesse Free Kicks",74,72,37,80,76,85,82,78,76,83,87,79,88,80,92,85,63,74,62,81,64,65,78,79,65,79,40,41,48,13,12,12,11,11,xherdan shaqiri,x. shaqiri,Liverpool FC,Xherdan Shaqiri,26,Attacking Midfield,AM,3500000,Stoke City,England,14700000,in,summer,Premier League,2018,FALSE,,xherdan shaqiri
203483,https://sofifa.com/player/203483/davy-klaassen/180002,D. Klaassen,Davy Klaassen,24,2/21/1993,179,70,Netherlands,Everton,English Premier League,1,82,85,27500000,110000,"CM, CAM",Right,2,3,2,High/High,Normal,No,54300000,#Engine,LCM,20,,7/1/2017,2022,SUB,20,73,80,74,74,67,79,,,,,,,,63,82,74,83,82,72,62,44,75,81,73,73,67,84,64,78,74,92,74,78,76,68,84,78,75,80,59,74,62,12,6,13,16,10,davy klaassen,d. klaassen,SV Werder Bremen,Davy Klaassen,25,Central Midfield,CM,10000000,Everton,England,13500000,in,summer,1 Bundesliga,2018,FALSE,,davy klaassen
208808,https://sofifa.com/player/208808/quincy-promes/180002,Q. Promes,Quincy Anton Promes,25,1/4/1992,174,72,Netherlands,Spartak Moscow,Russian Premier League,1,82,85,28000000,80000,"RM, ST, LM",Right,2,4,4,High/Low,Lean,No,44100000,#Acrobat,LM,10,,8/8/2014,2021,LW,7,89,81,76,83,29,67,,,,,,,"Power Free-Kick, Selfish, Flair, Long Shot Taker (AI), Technical Dribbler (AI)",75,82,60,76,68,83,75,76,69,82,86,91,87,81,78,82,82,81,61,83,60,27,79,81,72,78,25,24,27,10,13,6,7,13,quincy promes,q. promes,Sevilla FC,Quincy Promes,26,Left Winger,LW,6000000,Spartak Moscow,Russia,21000000,in,summer,Laliga,2018,FALSE,,quincy promes
150724,https://sofifa.com/player/150724/joe-hart/180002,J. Hart,Joe Hart,30,4/19/1987,196,91,England,West Ham United,English Premier League,1,82,82,14000000,90000,GK,Right,3,3,1,Medium/Medium,Normal,Yes,,,GK,25,Manchester City,,2018,GK,1,,,,,,,83,78,75,83,60,81,"Leadership, Puncher",14,14,10,32,19,23,17,13,35,20,59,60,50,77,32,65,72,28,61,19,28,25,14,42,48,68,14,14,13,83,78,75,81,83,joe hart,j. hart,Burnley FC,Joe Hart,31,Goalkeeper,GK,1500000,Man City,England,3900000,in,summer,Premier League,2018,FALSE,,joe hart
167431,https://sofifa.com/player/167431/gonzalo-castro/180002,G. Castro,Gonzalo Castro Randon,30,6/11/1987,172,74,Germany,Borussia Dortmund,German 1. Bundesliga,1,82,82,20500000,70000,"CM, CDM, RM",Right,2,4,3,Medium/Medium,Normal,No,34900000,,RCM,27,,7/1/2015,2020,,,71,72,83,81,72,68,,,,,,,Takes Finesse Free Kicks,82,69,52,84,65,80,80,74,83,82,73,69,83,84,83,77,73,78,65,78,64,78,76,83,58,83,72,70,81,14,8,13,10,15,gonzalo castro,g. castro,VfB Stuttgart,Gonzalo Castro,31,Central Midfield,CM,,Bor. Dortmund,Germany,5000000,in,summer,1 Bundesliga,2018,FALSE,,gonzalo castro
168354,https://sofifa.com/player/168354/emiliano-viviano/180002,E. Viviano,Emiliano Viviano,31,12/1/1985,195,90,Italy,Sampdoria,Italian Serie A,1,82,82,13500000,40000,GK,Left,2,2,1,Medium/Medium,Normal,No,23000000,,RES,2,,6/30/2016,2021,,,,,,,,,81,84,79,83,32,78,"Avoids Using Weaker Foot, Puncher, GK Long Throw, Team Player",12,17,13,36,13,18,14,16,37,22,30,33,35,77,32,21,66,29,58,18,18,10,10,60,21,64,19,10,12,81,84,79,78,83,emiliano viviano,e. viviano,Sporting CP,Emiliano Viviano,32,Goalkeeper,GK,,Sampdoria,Italy,1900000,in,summer,Liga Portugal,2018,FALSE,,emiliano viviano
177413,https://sofifa.com/player/177413/axel-witsel/180002,A. Witsel,Axel Witsel,28,1/12/1989,186,73,Belgium,,,,82,82,0,0,"CM, CDM, CAM",Right,3,3,4,Medium/Medium,Normal,No,,,,,,,,LCM,6,71,74,77,82,73,80,,,,,,,Injury Free,69,71,77,83,67,83,69,68,78,85,67,74,82,81,60,78,72,85,79,74,78,80,75,78,81,86,69,73,71,5,7,7,10,7,axel witsel,a. witsel,Borussia Dortmund,Axel Witsel,29,Centre-Back,CB,5000000,TJ Tianhai,China,20000000,in,summer,1 Bundesliga,2018,FALSE,,axel witsel
199845,https://sofifa.com/player/199845/francesco-acerbi/180002,F. Acerbi,Francesco Acerbi,29,2/10/1988,192,88,Italy,Sassuolo,Italian Serie A,1,82,82,17000000,70000,CB,Left,2,3,2,Medium/Medium,Normal,No,28900000,#Tackling,RCB,15,,7/8/2013,2022,,,62,50,58,58,85,77,,,,,,,"Long Passer (AI), Power Header",25,37,77,70,39,57,62,56,75,67,65,60,33,83,35,75,68,69,84,60,73,84,20,59,72,83,86,86,85,11,9,9,13,11,francesco acerbi,f. acerbi,SS Lazio,Francesco Acerbi,30,Centre-Back,CB,4000000,Sassuolo,Italy,12000000,in,summer,Serie A,2018,FALSE,,francesco acerbi
207664,https://sofifa.com/player/207664/carlos-bacca/180002,C. Bacca,Carlos Arturo Bacca Ahumada,30,9/8/1986,181,77,Colombia,Villarreal CF,Spain Primera Division,1,82,82,21500000,50000,ST,Right,3,2,3,Medium/Low,Lean,No,,#Poacher,RS,9,Milan,,2018,,,77,79,64,79,24,70,,,,,,,"Injury Free, Avoids Using Weaker Foot, Beat Offside Trap, Flair, Speed Dribbler (AI), Outside Foot Shot",60,87,76,72,80,79,72,58,50,81,76,78,76,80,77,76,77,67,74,60,62,34,87,66,80,80,12,16,14,12,12,8,5,8,carlos bacca,c. bacca,Villarreal CF,Carlos Bacca,31,Centre-Forward,CF,,AC Milan,Italy,7000000,in,summer,Laliga,2018,FALSE,,carlos bacca
189251,https://sofifa.com/player/189251/sebastian-rudy/180002,S. Rudy,Sebastian Rudy,27,2/28/1990,180,74,Germany,FC Bayern München,German 1. Bundesliga,1,81,82,20000000,100000,"CM, CDM, RB, RM",Right,2,3,3,Medium/Medium,Lean,No,34500000,,SUB,19,,7/1/2017,2020,,,71,67,80,80,74,67,,,,,,,Takes Finesse Free Kicks,73,63,59,84,66,78,82,79,81,84,74,68,79,84,73,71,65,79,65,72,58,84,72,80,71,81,72,73,74,13,8,13,12,10,sebastian rudy,s. rudy,FC Schalke 04,Sebastian Rudy,28,Defensive Midfield,DM,,Bayern Munich,Germany,16000000,in,summer,1 Bundesliga,2018,FALSE,,sebastian rudy
185431,https://sofifa.com/player/185431/nikola-kalinic/180002,N. Kalinić,Nikola Kalinić,29,1/5/1988,187,80,Croatia,Milan,Italian Serie A,1,81,81,18000000,120000,ST,Right,3,4,3,High/High,Lean,No,,,SUB,7,Fiorentina,,2018,,,73,79,64,75,35,76,,,,,,,"Beat Offside Trap, Flair",60,85,80,72,80,74,64,54,48,79,69,77,69,85,58,78,68,79,78,68,70,42,90,66,70,78,22,32,28,9,11,9,11,7,nikola kalinic,n. kalinic,Atlético de Madrid,Nikola Kalinic,30,Centre-Forward,CF,,AC Milan,Italy,14500000,in,summer,Laliga,2018,FALSE,,nikola kalinic
194794,https://sofifa.com/player/194794/andriy-yarmolenko/180002,A. Yarmolenko,Andriy Yarmolenko,27,10/23/1989,189,81,Ukraine,Borussia Dortmund,German 1. Bundesliga,1,81,81,18500000,70000,"RW, RM",Left,2,2,5,High/High,Normal,No,31500000,#Dribbler,SUB,9,,8/28/2017,2021,,,81,78,80,83,37,76,,,,,,,"Avoids Using Weaker Foot, Flair, Speed Dribbler (AI)",82,78,69,83,74,86,80,75,76,84,81,81,76,78,69,77,68,82,77,82,67,54,78,79,69,71,36,21,23,9,5,6,5,14,andriy yarmolenko,a. yarmolenko,West Ham United,Andriy Yarmolenko,28,Right Winger,RW,2000000,Bor. Dortmund,Germany,20000000,in,summer,Premier League,2018,FALSE,,andriy yarmolenko
206585,https://sofifa.com/player/206585/kepa-arrizabalaga/180002,Arrizabalaga,Kepa Arrizabalaga Revuelta,22,10/3/1994,188,83,Spain,Athletic Club de Bilbao,Spain Primera Division,1,80,87,15500000,20000,GK,Right,1,4,1,Medium/Medium,Lean,No,35700000,,GK,1,,7/1/2012,2018,SUB,13,,,,,,,78,81,75,83,33,76,"GK Long Throw, Comes For Crosses",25,11,17,32,18,10,25,19,36,16,34,33,41,74,39,25,71,37,51,14,18,21,15,55,24,26,19,18,16,78,81,75,76,83,kepa arrizabalaga,arrizabalaga,Chelsea FC,Kepa Arrizabalaga,23,Goalkeeper,GK,18000000,Athletic,Spain,80000000,in,summer,Premier League,2018,FALSE,,kepa arrizabalaga
195861,https://sofifa.com/player/195861/yaroslav-rakitskyi/180002,Y. Rakitskyi,Yaroslav Rakitskyi,27,8/3/1989,180,70,Ukraine,Shakhtar Donetsk,Ukrainian Premier League,1,80,82,14500000,2000,CB,Left,2,3,2,High/Medium,Normal,No,31500000,,LCB,44,,8/1/2009,2022,,,72,68,76,72,81,78,,,,,,,"Power Free-Kick, Injury Free, Avoids Using Weaker Foot, Leadership, Long Passer (AI), Long Shot Taker (AI)",68,57,69,78,53,69,75,77,84,77,69,74,72,77,73,87,74,82,75,84,82,82,53,75,50,78,82,83,81,12,16,7,12,6,yaroslav rakitskyi,y. rakitskyi,Zenit St. Petersburg,Yaroslav Rakitskyi,29,Centre-Back,CB,2000000,Shakhtar D.,Ukraine,10000000,in,winter,Premier Liga,2018,FALSE,,yaroslav rakitskyi
187491,https://sofifa.com/player/187491/fedor-smolov/180002,F. Smolov,Fedor Smolov,27,2/9/1990,187,80,Russia,FC Krasnodar,Russian Premier League,1,80,81,17500000,60000,ST,Right,1,4,3,High/Medium,Lean,No,27600000,,ST,10,,7/1/2015,2019,LS,9,87,80,70,76,32,73,,,,,,,"Finesse Shot, Long Shot Taker (AI)",56,82,70,77,79,77,78,64,62,78,89,85,75,74,66,80,67,74,75,74,67,32,83,75,74,73,26,28,24,16,9,16,15,10,fedor smolov,f. smolov,Lokomotiv Moscow,Fedor Smolov,28,Centre-Forward,CF,3000000,Krasnodar,Russia,9000000,in,summer,Premier Liga,2018,FALSE,,fedor smolov
190815,https://sofifa.com/player/190815/daley-blind/180002,D. Blind,Daley Blind,27,3/9/1990,180,72,Netherlands,Manchester United,English Premier League,1,80,81,13500000,120000,"LB, CB",Left,3,4,2,High/Medium,Normal,Yes,26000000,,LB,17,,9/1/2014,2018,LB,5,60,56,79,76,80,76,,,,,,,"Injury Free, Early Crosser, Long Passer (AI), Set Play Specialist",80,46,71,81,62,73,84,62,80,80,63,58,72,84,75,68,71,86,74,62,70,82,68,76,56,83,80,83,76,12,9,10,14,10,daley blind,d. blind,Ajax Amsterdam,Daley Blind,28,Centre-Back,CB,3000000,Man Utd,England,16000000,in,summer,Eredivisie,2018,FALSE,,daley blind
140293,https://sofifa.com/player/140293/antonio-mirante/180002,A. Mirante,Antonio Mirante,33,7/8/1983,193,79,Italy,Bologna,Italian Serie A,1,80,80,7500000,50000,GK,Right,2,2,1,Medium/Medium,Lean,No,12800000,,GK,83,,7/3/2015,2018,,,,,,,,,82,80,64,82,43,78,"Comes For Crosses, Saves with Feet",10,17,13,35,15,15,17,13,35,21,44,43,50,77,50,23,62,33,55,15,32,17,10,43,21,65,18,12,12,82,80,64,78,82,antonio mirante,a. mirante,AS Roma,Antonio Mirante,34,Goalkeeper,GK,,Bologna,Italy,4000000,in,summer,Serie A,2018,FALSE,,antonio mirante
163155,https://sofifa.com/player/163155/ben-foster/180002,B. Foster,Ben Foster,34,4/3/1983,193,90,England,West Bromwich Albion,English Premier League,1,80,80,6000000,60000,GK,Left,2,3,1,Medium/Medium,Normal,Yes,11400000,,GK,1,,7/1/2012,2019,,,,,,,,,79,79,73,84,49,77,"GK Up for Corners, GK Long Throw, Comes For Crosses, Saves with Feet",15,18,14,36,14,14,15,17,32,25,50,48,45,72,50,27,75,32,57,14,15,23,14,42,41,67,15,15,14,79,79,73,77,84,ben foster,b. foster,Watford FC,Ben Foster,35,Goalkeeper,GK,,West Brom,England,2800000,in,summer,Premier League,2018,FALSE,,ben foster
164835,https://sofifa.com/player/164835/lukasz-fabianski/180002,L. Fabiański,Łukasz Fabiański,32,4/18/1985,190,83,Poland,Swansea City,English Premier League,1,80,80,8500000,60000,GK,Right,2,2,1,Medium/Medium,Normal,Yes,16200000,,GK,1,,7/1/2014,2019,SUB,22,,,,,,,77,84,70,84,48,78,"GK Long Throw, Comes For Crosses",14,13,11,20,17,14,18,12,32,22,50,47,52,71,44,14,68,25,65,20,43,16,15,52,22,63,11,12,13,77,84,70,78,84,lukasz fabianski,l. fabianski,West Ham United,Lukasz Fabianski,33,Goalkeeper,GK,,Swansea,England,8000000,in,summer,Premier League,2018,FALSE,,lukasz fabianski
172522,https://sofifa.com/player/172522/daniel-wass/180002,D. Wass,Daniel Wass,28,5/31/1989,181,74,Denmark,RC Celta,Spain Primera Division,1,80,80,14500000,30000,"CM, CAM",Right,2,3,3,Medium/Medium,Normal,No,30500000,,RCM,18,,7/1/2015,2019,SUB,18,75,73,80,79,66,71,,,,,,,"Injury Free, Long Shot Taker (AI)",78,69,67,82,69,80,79,83,77,81,73,76,78,82,59,86,59,90,68,70,59,74,74,80,64,71,59,67,68,11,9,10,13,13,daniel wass,d. wass,Valencia CF,Daniel Wass,29,Central Midfield,CM,1500000,Celta de Vigo,Spain,6000000,in,summer,Laliga,2018,FALSE,,daniel wass
