sofifa_id,player_url,short_name,long_name,age_x,dob,height_cm,weight_kg,nationality,club_name,league_name,league_rank,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,player_name,player_short_name,club,name,age_y,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status,normalized_name
186345,https://sofifa.com/player/186345/kieran-trippier/190002,K. Trippier,Kieran Trippier,27,9/19/1990,178,72,England,Tottenham Hotspur,English Premier League,1,82,83,20500000,100000,"RB, RWB",Right,2,4,3,High/High,Normal,Yes,39500000,"#Engine, #Crosser",RB,2,,6/19/2015,2022,RWB,12,75,58,82,76,79,72,,,,,,,"Long Throw-in, Injury Free, Early Crosser",91,45,73,78,50,75,86,80,78,79,76,75,74,81,74,73,73,88,65,66,70,80,75,80,66,73,77,82,79,11,14,8,11,10,kieran trippier,k. trippier,Atlético de Madrid,Kieran Trippier,28,Right-Back,RB,11000000,Tottenham,England,22000000,in,summer,Laliga,2019,FALSE,,kieran trippier
202685,https://sofifa.com/player/202685/simone-zaza/190002,S. Zaza,Simone Zaza,27,6/25/1991,186,84,Italy,Torino,Italian Serie A,1,82,83,26000000,70000,ST,Left,2,3,4,High/High,Normal,Yes,,#Strength,RS,91,Valencia CF,,2019,,,79,81,62,77,50,86,,,,,,,"Dives Into Tackles (AI), Beat Offside Trap, Flair, Target Forward",52,82,81,71,84,77,71,56,45,80,79,79,76,78,69,87,90,76,88,72,90,40,83,66,80,72,54,42,50,7,13,9,7,9,simone zaza,s. zaza,Torino FC,Simone Zaza,28,Centre-Forward,CF,,Valencia,Spain,12000000,in,summer,Serie A,2019,FALSE,,simone zaza
165229,https://sofifa.com/player/165229/laurent-koscielny/190002,L. Koscielny,Laurent Koscielny,32,9/10/1985,186,75,France,Arsenal,English Premier League,1,82,82,12500000,110000,CB,Right,3,3,2,Medium/High,Lean,Yes,23800000,,SUB,6,,7/7/2010,2020,SUB,17,65,41,62,64,82,75,,,,,,,"Injury Prone, Power Header",52,32,80,76,35,62,22,49,69,66,64,66,65,78,61,54,79,65,76,47,86,84,41,56,51,75,80,84,83,13,11,9,11,7,laurent koscielny,l. koscielny,FC Girondins Bordeaux,Laurent Koscielny,33,Centre-Back,CB,,Arsenal,England,5000000,in,summer,Ligue 1,2019,FALSE,,laurent koscielny
193474,https://sofifa.com/player/193474/idrissa-gueye/190002,I. Gueye,Idrissa Gana Gueye,28,9/26/1989,174,66,Senegal,Everton,English Premier League,1,82,82,18000000,110000,"CDM, CM",Right,2,3,3,Medium/High,Lean,Yes,34200000,,RDM,17,,8/3/2016,2022,,,72,59,70,77,84,79,,,,,,,Long Shot Taker (AI),60,50,69,80,32,75,33,61,72,79,75,70,76,79,80,80,87,87,72,66,84,86,67,70,54,80,83,89,83,8,6,8,12,13,idrissa gueye,i. gueye,Paris Saint-Germain,Idrissa Gueye,29,Central Midfield,CM,5000000,Everton,England,30000000,in,summer,Ligue 1,2019,FALSE,,idrissa gueye
201377,https://sofifa.com/player/201377/jeison-murillo/190002,J. Murillo,Jeison Fabián Murillo Cerón,26,5/27/1992,182,78,Colombia,Valencia CF,Spain Primera Division,1,81,85,19000000,40000,CB,Right,2,2,2,Medium/High,Normal,Yes,,,SUB,4,Inter,,2019,,,76,40,59,63,80,80,,,,,,,"Dives Into Tackles (AI), Power Header",56,37,77,69,54,58,38,26,62,64,75,76,77,73,72,68,89,72,80,13,88,81,45,54,46,73,78,82,85,14,13,8,11,14,jeison murillo,j. murillo,UC Sampdoria,Jeison Murillo,27,Centre-Back,CB,,Valencia,Spain,13300000,in,winter,Serie A,2019,FALSE,,jeison murillo
200726,https://sofifa.com/player/200726/benjamin-lecomte/190002,B. Lecomte,Benjamin Lecomte,27,4/26/1991,186,78,France,Montpellier HSC,French Ligue 1,1,81,84,15000000,30000,GK,Left,2,3,1,Medium/Medium,Normal,No,31100000,,GK,40,,6/29/2017,2021,,,,,,,,,81,76,79,82,42,81,"Puncher, Saves with Feet",13,11,10,17,10,11,20,19,21,23,44,40,36,78,25,18,62,34,55,10,23,24,10,41,20,63,17,11,12,81,76,79,81,82,benjamin lecomte,b. lecomte,AS Monaco,Benjamin Lecomte,28,Goalkeeper,GK,4000000,Montpellier,France,13500000,in,summer,Ligue 1,2019,FALSE,,benjamin lecomte
199987,https://sofifa.com/player/199987/jasper-cillessen/190002,J. Cillessen,Jasper Cillessen,29,4/22/1989,185,83,Netherlands,FC Barcelona,Spain Primera Division,1,81,83,14500000,120000,GK,Right,3,3,1,Medium/Medium,Normal,No,30800000,,SUB,13,,8/25/2016,2021,GK,1,,,,,,,79,83,74,77,52,81,Comes For Crosses,17,10,12,47,19,12,10,10,33,32,54,50,48,77,50,35,71,40,67,15,25,25,11,60,21,61,18,12,11,79,83,74,81,77,jasper cillessen,j. cillessen,Valencia CF,Jasper Cillessen,30,Goalkeeper,GK,2500000,Barcelona,Spain,35000000,in,summer,Laliga,2019,FALSE,,jasper cillessen
203486,https://sofifa.com/player/203486/thorgan-hazard/190002,T. Hazard,Thorgan Hazard,25,3/29/1993,174,69,Belgium,Borussia Mönchengladbach,German 1. Bundesliga,1,81,83,21500000,40000,"LM, RM, CF",Right,2,3,4,Medium/Medium,Lean,Yes,38200000,#Acrobat,LW,10,,7/1/2015,2019,SUB,16,81,74,79,85,39,65,,,,,,,"Flair, Technical Dribbler (AI)",77,68,38,81,80,85,83,79,72,83,86,77,91,80,83,78,63,77,62,77,57,41,80,80,83,76,30,47,35,6,9,7,7,8,thorgan hazard,t. hazard,Borussia Dortmund,Thorgan Hazard,26,Left Winger,LW,6000000,Bor. M'gladbach,Germany,25500000,in,summer,1 Bundesliga,2019,FALSE,,thorgan hazard
193532,https://sofifa.com/player/193532/gary-medel/190002,G. Medel,Gary Alexis Medel Soto,30,8/3/1987,171,65,Chile,Beşiktaş JK,Turkish Süper Lig,1,81,81,13000000,60000,"CDM, CB",Right,3,4,3,Medium/High,Stocky,No,24700000,,RDM,6,,8/11/2017,2020,CDM,17,71,47,68,69,81,84,,,,,,,"Injury Free, Dives Into Tackles (AI), Team Player",50,31,68,79,58,63,35,45,78,71,72,70,78,80,92,65,89,81,83,59,89,84,58,72,58,78,80,84,79,14,7,9,6,6,gary medel,g. medel,Bologna FC 1909,Gary Medel,32,Centre-Back,CB,,Besiktas,Turkey,1500000,in,summer,Serie A,2019,FALSE,,gary medel
199451,https://sofifa.com/player/199451/wissam-ben-yedder/190002,W. Ben Yedder,Wissam Ben Yedder,27,8/12/1990,170,68,France,Sevilla FC,Spain Primera Division,1,81,81,19000000,30000,"ST, CAM, LM",Right,2,5,4,High/High,Normal,Yes,39900000,#Acrobat,ST,9,,7/30/2016,2021,,,85,78,74,84,39,61,,,,,,,"Injury Free, Beat Offside Trap, Flair, Technical Dribbler (AI), Takes Finesse Free Kicks",73,83,74,75,76,84,80,76,66,83,87,83,91,80,87,76,86,69,57,69,55,44,87,76,70,84,34,33,26,6,13,9,7,7,wissam ben yedder,w. ben yedder,AS Monaco,Wissam Ben Yedder,29,Centre-Forward,CF,12000000,Sevilla FC,Spain,40000000,in,summer,Ligue 1,2019,FALSE,,wissam ben yedder
235243,https://sofifa.com/player/235243/matthijs-de-ligt/190002,M. de Ligt,Matthijs de Ligt,18,8/12/1999,188,89,Netherlands,Ajax,Holland Eredivisie,1,80,91,20500000,10000,CB,Right,2,4,2,Medium/Medium,Normal,Yes,32800000,#Strength,RCB,4,,10/24/2016,2021,RCB,3,68,58,66,65,80,82,,,,,,,Power Header,57,53,80,75,40,64,48,55,72,70,62,72,56,75,59,79,80,74,87,61,78,78,44,63,40,74,81,82,77,12,11,11,12,10,matthijs de ligt,m. de ligt,Juventus FC,Matthijs de Ligt,19,Centre-Back,CB,70000000,Ajax,Netherlands,85500000,in,summer,Serie A,2019,FALSE,,matthijs de ligt
221992,https://sofifa.com/player/221992/hirving-lozano/190002,H. Lozano,Hirving Rodrigo Lozano Bahena,22,7/30/1995,175,70,Mexico,PSV,Holland Eredivisie,1,80,86,20500000,20000,"RW, LW",Right,3,4,4,High/Medium,Lean,Yes,32800000,"#Speedster, #Acrobat",RW,11,,7/21/2017,2023,LM,22,93,75,72,82,41,64,,,,,,,"Beat Offside Trap, Speed Dribbler (AI)",75,76,60,74,74,83,71,65,65,80,94,93,91,77,76,75,75,78,57,74,59,45,77,74,64,77,42,35,29,11,10,14,14,10,hirving lozano,h. lozano,SSC Napoli,Hirving Lozano,24,Right Winger,RW,22000000,PSV Eindhoven,Netherlands,45000000,in,summer,Serie A,2019,FALSE,,hirving lozano
222028,https://sofifa.com/player/222028/julian-weigl/190002,J. Weigl,Julian Weigl,22,9/8/1995,186,72,Germany,Borussia Dortmund,German 1. Bundesliga,1,80,86,17500000,50000,"CDM, CM",Right,3,3,3,Medium/Medium,Lean,No,33300000,#Tactician,RES,33,,7/1/2015,2021,,,68,47,74,76,77,68,,,,,,,"Injury Free, Playmaker (AI)",58,41,63,85,56,74,63,46,81,80,72,64,77,83,65,48,67,81,63,52,64,86,56,77,50,80,76,78,75,6,14,16,11,7,julian weigl,j. weigl,SL Benfica,Julian Weigl,24,Defensive Midfield,DM,10000000,Bor. Dortmund,Germany,20000000,in,winter,Liga Portugal,2019,FALSE,,julian weigl
226226,https://sofifa.com/player/226226/giovani-lo-celso/190002,G. Lo Celso,Giovani Lo Celso,22,4/9/1996,175,70,Argentina,Paris Saint-Germain,French Ligue 1,1,80,86,20000000,70000,"CM, CAM, CDM",Left,1,3,3,High/Medium,Normal,Yes,41000000,,SUB,18,,7/26/2016,2021,RCM,20,74,74,79,81,64,70,,,,,,,"Playmaker (AI), Technical Dribbler (AI), Takes Finesse Free Kicks",75,73,59,81,69,81,82,72,80,82,72,75,81,77,81,79,64,80,67,75,65,65,78,81,60,79,61,67,67,10,7,10,15,14,giovani lo celso,g. lo celso,Real Betis Balompié,Giovani Lo Celso,23,Attacking Midfield,AM,14000000,Paris SG,France,22000000,in,summer,Laliga,2019,FALSE,,giovani lo celso
226851,https://sofifa.com/player/226851/benjamin-pavard/190002,B. Pavard,Benjamin Pavard,22,3/28/1996,186,76,France,VfB Stuttgart,German 1. Bundesliga,1,80,86,17500000,30000,"CB, RB, CDM",Right,1,3,3,Medium/Medium,Lean,No,33300000,,RCB,21,,8/30/2016,2021,RB,2,71,46,71,70,81,75,,,,,,,,66,37,73,78,57,66,58,51,80,77,69,73,68,77,66,60,86,77,74,48,72,84,54,66,51,80,83,80,81,9,7,15,7,15,benjamin pavard,b. pavard,Bayern Munich,Benjamin Pavard,23,Centre-Back,CB,40000000,VfB Stuttgart,Germany,35000000,in,summer,1 Bundesliga,2019,FALSE,,benjamin pavard
211748,https://sofifa.com/player/211748/kerem-demirbay/190002,K. Demirbay,Kerem Demirbay,24,7/3/1993,182,72,Germany,TSG 1899 Hoffenheim,German 1. Bundesliga,1,80,84,19500000,40000,"CAM, CM",Left,2,4,4,Medium/Medium,Lean,No,34600000,,SUB,10,,7/13/2016,2022,,,67,73,80,82,59,69,,,,,,,"Selfish, Flair, Playmaker (AI), Technical Dribbler (AI), Takes Finesse Free Kicks",72,72,46,82,59,82,85,80,80,84,67,67,77,81,77,75,72,74,67,75,69,57,78,81,70,77,65,59,53,14,15,11,14,14,kerem demirbay,k. demirbay,Bayer 04 Leverkusen,Kerem Demirbay,25,Central Midfield,CM,6000000,TSG Hoffenheim,Germany,32000000,in,summer,1 Bundesliga,2019,FALSE,,kerem demirbay
216409,https://sofifa.com/player/216409/matteo-politano/190002,M. Politano,Matteo Politano,24,8/3/1993,171,67,Italy,Inter,Italian Serie A,1,80,83,19000000,70000,"LW, ST, RW",Left,2,4,3,High/Medium,Normal,No,,#Acrobat,RM,16,Sassuolo,,2019,RW,7,84,75,74,83,29,50,,,,,,,"Finesse Shot, Long Shot Taker (AI), Speed Dribbler (AI)",78,72,40,76,67,83,70,75,66,81,85,84,90,78,82,78,50,65,38,82,60,25,77,75,70,70,49,12,12,11,12,6,8,11,matteo politano,m. politano,Inter Milan,Matteo Politano,25,Right Winger,RW,15000000,Sassuolo,Italy,21100000,in,summer,Serie A,2019,FALSE,,matteo politano
188943,https://sofifa.com/player/188943/kevin-trapp/190002,K. Trapp,Kevin Trapp,27,7/8/1990,189,86,Germany,Paris Saint-Germain,French Ligue 1,1,80,81,11500000,60000,GK,Right,2,4,1,Medium/Medium,Normal,Yes,22100000,,SUB,30,,7/8/2015,2020,SUB,12,,,,,,,79,74,77,83,49,82,"Rushes Out Of Goal, Comes For Crosses",13,13,11,25,12,10,14,12,12,24,45,52,42,80,37,22,75,45,73,13,30,22,12,46,17,62,15,14,10,79,74,77,82,83,kevin trapp,k. trapp,Eintracht Frankfurt,Kevin Trapp,29,Goalkeeper,GK,8500000,Paris SG,France,7000000,in,summer,1 Bundesliga,2019,FALSE,,kevin trapp
190544,https://sofifa.com/player/190544/adem-ljajic/190002,A. Ljajić,Adem Ljajić,26,9/29/1991,182,74,Serbia,Torino,Italian Serie A,1,80,81,17500000,50000,"CAM, LW",Right,2,4,4,High/Low,Lean,No,31100000,#Dribbler,SUB,10,,7/19/2016,2020,,,79,73,76,85,37,56,,,,,,,"Finesse Shot, Long Shot Taker (AI), Technical Dribbler (AI), Backs Into Player, Takes Finesse Free Kicks",72,69,48,78,74,87,80,83,71,86,82,76,81,74,79,76,63,60,58,78,44,32,75,78,75,75,39,35,35,6,14,7,6,12,adem ljajic,a. ljajic,Besiktas JK,Adem Ljajic,27,Attacking Midfield,AM,,Torino,Italy,6500000,in,summer,Super Lig,2019,FALSE,,adem ljajic
199110,https://sofifa.com/player/199110/luis-muriel/190002,L. Muriel,Luis Fernando Muriel Fruto,27,4/16/1991,179,79,Colombia,Sevilla FC,Spain Primera Division,1,80,81,17500000,20000,ST,Right,2,4,4,High/Low,Stocky,Yes,38100000,,SUB,14,,7/11/2017,2022,,,88,75,68,84,27,72,,,,,,,"Beat Offside Trap, Flair, Speed Dribbler (AI)",62,77,65,75,75,85,77,60,55,83,86,90,85,79,80,80,62,74,80,65,50,16,81,73,74,75,26,24,22,8,10,10,14,6,luis muriel,l. muriel,Atalanta BC,Luis Muriel,28,Centre-Forward,CF,5000000,Sevilla FC,Spain,21200000,in,summer,Serie A,2019,FALSE,,luis muriel
152908,https://sofifa.com/player/152908/ashley-young/190002,A. Young,Ashley Young,32,7/9/1985,175,65,England,Manchester United,English Premier League,1,80,80,8000000,110000,"LB, LWB, RB",Right,2,3,4,High/Medium,Lean,Yes,14800000,#Crosser,LB,18,,7/1/2011,2019,LWB,18,75,68,79,78,74,70,,,,,,,"Diver, Dives Into Tackles (AI), Early Crosser",88,64,57,79,71,77,86,75,70,79,77,73,77,80,76,75,55,75,66,69,75,78,67,76,60,74,75,76,74,16,10,15,16,15,ashley young,a. young,Inter Milan,Ashley Young,34,Left-Back,LB,,Man Utd,England,1700000,in,winter,Serie A,2019,FALSE,,ashley young
163264,https://sofifa.com/player/163264/tom-heaton/190002,T. Heaton,Tom Heaton,32,4/15/1986,187,92,England,Burnley,English Premier League,1,80,80,8500000,50000,GK,Right,2,3,1,Medium/Medium,Normal,Yes,16200000,,SUB,1,,7/1/2013,2020,,,,,,,,,80,80,75,82,55,80,GK Long Throw,17,12,16,32,12,17,15,13,37,28,56,55,54,73,52,14,73,40,66,12,31,24,12,46,24,62,16,15,13,80,80,75,80,82,tom heaton,t. heaton,Aston Villa,Tom Heaton,33,Goalkeeper,GK,,Burnley,England,8800000,in,summer,Premier League,2019,FALSE,,tom heaton
183427,https://sofifa.com/player/183427/fabian-delph/190002,F. Delph,Fabian Delph,28,11/21/1989,174,78,England,Manchester City,English Premier League,1,80,80,11500000,120000,"LB, CM",Left,2,3,3,High/High,Lean,Yes,21300000,"#Engine, #Acrobat",SUB,18,,7/17/2015,2020,SUB,17,73,70,76,80,77,74,,,,,,,"Injury Prone, Long Shot Taker (AI)",74,64,60,82,59,77,72,53,76,82,75,72,87,81,86,82,67,87,65,75,84,80,72,73,65,76,77,81,79,10,9,14,11,6,fabian delph,f. delph,Everton FC,Fabian Delph,29,Central Midfield,CM,,Man City,England,9500000,in,summer,Premier League,2019,FALSE,,fabian delph
