height_cm,weight_kg,nationality,overall,potential,preferred_foot,contract_valid_until,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,age_y,position,fee,window,league,season
172,64,Guinea,83,88,Right,2020.0,62,74,42,88,59,90,63,47,78,88,82,66,90,84,90,76,56,88,59,66,77,79,74,81,58,79,55,63,61,7,14,15,14,9,23.0,Central Midfield,60000000,summer,Premier League,2018
179,67,Algeria,83,84,Left,2020.0,81,74,45,78,71,88,79,75,74,88,85,80,92,75,85,76,62,75,51,72,40,38,79,79,72,82,25,23,19,15,9,13,11,6,27.0,Right Winger,67800000,summer,Premier League,2018
173,70,France,83,83,Right,2020.0,70,86,67,79,78,76,76,70,72,80,88,86,82,85,77,84,84,76,64,76,66,38,86,76,85,85,23,33,39,6,10,8,8,6,31.0,Centre-Forward,16000000,summer,Laliga,2018
187,82,Germany,83,83,Right,2018.0,58,48,84,73,38,60,38,52,64,68,62,65,63,82,61,62,82,68,81,31,79,83,51,57,56,82,84,83,83,14,6,9,10,7,30.0,Centre-Back,5000000,summer,Premier Liga,2018
190,75,France,83,83,Right,2020.0,59,64,79,82,55,72,73,42,78,82,52,61,43,82,31,79,75,86,91,66,87,85,70,77,57,85,75,83,78,7,16,16,16,13,29.0,Defensive Midfield,26650000,summer,Serie A,2018
187,78,Argentina,83,83,Right,2019.0,77,73,63,87,78,88,83,69,83,87,69,72,79,83,58,78,49,67,64,76,65,69,78,86,75,79,49,59,51,14,9,6,10,12,29.0,Attacking Midfield,24700000,summer,Serie A,2018
169,72,Switzerland,82,85,Left,2020.0,74,72,37,80,76,85,82,78,76,83,87,79,88,80,92,85,63,74,62,81,64,65,78,79,65,79,40,41,48,13,12,12,11,11,26.0,Attacking Midfield,14700000,summer,Premier League,2018
179,70,Netherlands,82,85,Right,2022.0,63,82,74,83,82,72,62,44,75,81,73,73,67,84,64,78,74,92,74,78,76,68,84,78,75,80,59,74,62,12,6,13,16,10,25.0,Central Midfield,13500000,summer,1 Bundesliga,2018
174,72,Netherlands,82,85,Right,2021.0,75,82,60,76,68,83,75,76,69,82,86,91,87,81,78,82,82,81,61,83,60,27,79,81,72,78,25,24,27,10,13,6,7,13,26.0,Left Winger,21000000,summer,Laliga,2018
196,91,England,82,82,Right,2018.0,14,14,10,32,19,23,17,13,35,20,59,60,50,77,32,65,72,28,61,19,28,25,14,42,48,68,14,14,13,83,78,75,81,83,31.0,Goalkeeper,3900000,summer,Premier League,2018
172,74,Germany,82,82,Right,2020.0,82,69,52,84,65,80,80,74,83,82,73,69,83,84,83,77,73,78,65,78,64,78,76,83,58,83,72,70,81,14,8,13,10,15,31.0,Central Midfield,5000000,summer,1 Bundesliga,2018
195,90,Italy,82,82,Left,2021.0,12,17,13,36,13,18,14,16,37,22,30,33,35,77,32,21,66,29,58,18,18,10,10,60,21,64,19,10,12,81,84,79,78,83,32.0,Goalkeeper,1900000,summer,Liga Portugal,2018
186,73,Belgium,82,82,Right,,69,71,77,83,67,83,69,68,78,85,67,74,82,81,60,78,72,85,79,74,78,80,75,78,81,86,69,73,71,5,7,7,10,7,29.0,Centre-Back,20000000,summer,1 Bundesliga,2018
192,88,Italy,82,82,Left,2022.0,25,37,77,70,39,57,62,56,75,67,65,60,33,83,35,75,68,69,84,60,73,84,20,59,72,83,86,86,85,11,9,9,13,11,30.0,Centre-Back,12000000,summer,Serie A,2018
181,77,Colombia,82,82,Right,2018.0,60,87,76,72,80,79,72,58,50,81,76,78,76,80,77,76,77,67,74,60,62,34,87,66,80,80,12,16,14,12,12,8,5,8,31.0,Centre-Forward,7000000,summer,Laliga,2018
180,74,Germany,81,82,Right,2020.0,73,63,59,84,66,78,82,79,81,84,74,68,79,84,73,71,65,79,65,72,58,84,72,80,71,81,72,73,74,13,8,13,12,10,28.0,Defensive Midfield,16000000,summer,1 Bundesliga,2018
187,80,Croatia,81,81,Right,2018.0,60,85,80,72,80,74,64,54,48,79,69,77,69,85,58,78,68,79,78,68,70,42,90,66,70,78,22,32,28,9,11,9,11,7,30.0,Centre-Forward,14500000,summer,Laliga,2018
189,81,Ukraine,81,81,Left,2021.0,82,78,69,83,74,86,80,75,76,84,81,81,76,78,69,77,68,82,77,82,67,54,78,79,69,71,36,21,23,9,5,6,5,14,28.0,Right Winger,20000000,summer,Premier League,2018
188,83,Spain,80,87,Right,2018.0,25,11,17,32,18,10,25,19,36,16,34,33,41,74,39,25,71,37,51,14,18,21,15,55,24,26,19,18,16,78,81,75,76,83,23.0,Goalkeeper,80000000,summer,Premier League,2018
180,70,Ukraine,80,82,Left,2022.0,68,57,69,78,53,69,75,77,84,77,69,74,72,77,73,87,74,82,75,84,82,82,53,75,50,78,82,83,81,12,16,7,12,6,29.0,Centre-Back,10000000,winter,Premier Liga,2018
187,80,Russia,80,81,Right,2019.0,56,82,70,77,79,77,78,64,62,78,89,85,75,74,66,80,67,74,75,74,67,32,83,75,74,73,26,28,24,16,9,16,15,10,28.0,Centre-Forward,9000000,summer,Premier Liga,2018
180,72,Netherlands,80,81,Left,2018.0,80,46,71,81,62,73,84,62,80,80,63,58,72,84,75,68,71,86,74,62,70,82,68,76,56,83,80,83,76,12,9,10,14,10,28.0,Centre-Back,16000000,summer,Eredivisie,2018
193,79,Italy,80,80,Right,2018.0,10,17,13,35,15,15,17,13,35,21,44,43,50,77,50,23,62,33,55,15,32,17,10,43,21,65,18,12,12,82,80,64,78,82,34.0,Goalkeeper,4000000,summer,Serie A,2018
193,90,England,80,80,Left,2019.0,15,18,14,36,14,14,15,17,32,25,50,48,45,72,50,27,75,32,57,14,15,23,14,42,41,67,15,15,14,79,79,73,77,84,35.0,Goalkeeper,2800000,summer,Premier League,2018
190,83,Poland,80,80,Right,2019.0,14,13,11,20,17,14,18,12,32,22,50,47,52,71,44,14,68,25,65,20,43,16,15,52,22,63,11,12,13,77,84,70,78,84,33.0,Goalkeeper,8000000,summer,Premier League,2018
181,74,Denmark,80,80,Right,2019.0,78,69,67,82,69,80,79,83,77,81,73,76,78,82,59,86,59,90,68,70,59,74,74,80,64,71,59,67,68,11,9,10,13,13,29.0,Central Midfield,6000000,summer,Laliga,2018
178,73,Netherlands,80,80,Right,2018.0,82,75,63,79,85,83,71,68,63,81,87,90,75,80,81,80,73,76,76,75,53,23,71,77,67,76,22,39,32,16,16,14,15,6,30.0,Right Winger,4090000,summer,Super Lig,2018
171,70,Chile,80,80,Right,2019.0,78,75,69,77,61,85,81,79,68,83,82,78,85,80,66,64,69,60,42,80,54,31,75,77,75,75,18,37,25,12,7,15,16,15,32.0,Right Winger,2000000,summer,Laliga,2018
181,76,Serbia,80,80,Left,2020.0,79,65,63,81,73,83,83,76,77,85,70,70,81,78,80,69,64,69,62,66,56,31,73,84,75,77,40,34,26,11,11,14,9,16,29.0,Left Winger,13700000,summer,Eredivisie,2018
181,79,France,79,86,Right,2021.0,76,80,72,76,81,76,77,74,69,76,79,82,77,72,78,83,73,81,78,80,59,36,77,76,63,74,40,38,30,11,15,16,12,15,25.0,Centre-Forward,23000000,summer,1 Bundesliga,2018
178,74,France,79,84,Left,2021.0,78,52,64,80,45,73,68,57,69,79,79,81,71,76,80,77,75,80,72,69,75,77,67,72,58,71,74,77,81,6,12,9,6,13,25.0,Left-Back,20200000,summer,Premier League,2018
199,98,Denmark,79,84,Right,2021.0,46,34,86,69,39,49,41,40,80,56,47,46,30,74,28,81,36,63,94,47,81,81,43,50,75,70,74,82,77,16,11,11,15,10,25.0,Centre-Back,25000000,summer,Premier League,2018
186,81,France,79,84,Left,2021.0,36,23,70,74,24,60,25,27,69,75,72,73,50,78,53,58,72,70,80,35,80,78,42,43,43,74,78,81,79,10,10,9,12,7,23.0,Centre-Back,35900000,summer,Laliga,2018
180,78,Romania,79,84,Right,2021.0,62,79,76,64,77,73,58,55,53,76,79,78,78,84,69,79,79,87,75,74,83,51,84,67,74,86,27,52,38,8,6,11,15,6,25.0,Centre-Forward,6000000,summer,Premier League,2018
186,81,Italy,79,83,Left,2021.0,70,82,71,72,72,80,78,82,64,82,74,74,73,75,56,84,76,69,75,81,57,18,78,72,72,71,18,24,20,12,11,11,5,5,27.0,Centre-Forward,11900000,winter,Serie A,2018
182,78,Colombia,79,83,Right,2019.0,56,37,77,61,44,58,38,26,62,64,73,76,78,73,69,68,86,71,76,13,88,78,45,54,46,73,80,81,84,14,13,8,11,14,26.0,Centre-Back,12000000,summer,Laliga,2018
175,63,Paraguay,79,83,Left,2019.0,68,73,43,79,75,79,72,70,70,78,90,88,87,79,74,78,49,81,50,72,55,60,74,78,58,69,45,66,59,6,9,13,13,12,24.0,Right Winger,24000000,winter,Premier League,2018
184,73,Italy,79,82,Right,2018.0,76,64,58,82,64,83,80,70,76,85,71,78,71,70,71,72,64,72,69,66,52,30,78,83,68,76,26,34,30,5,3,5,5,3,26.0,Attacking Midfield,9000000,summer,Serie A,2018
196,85,Senegal,79,81,Right,2020.0,57,36,88,70,26,67,33,58,65,68,62,68,60,76,37,76,51,75,86,53,84,80,48,61,43,74,72,80,73,14,7,10,13,16,27.0,Centre-Back,7000000,summer,1 Bundesliga,2018
188,77,Northern Ireland,79,79,Right,2019.0,52,28,81,72,46,39,32,25,62,70,65,65,50,78,57,42,80,69,75,24,78,81,28,55,44,72,78,81,82,12,16,16,15,8,30.0,Centre-Back,4000000,summer,Premier League,2018
180,73,Turkey,79,79,Left,2019.0,80,61,65,84,80,80,83,81,87,81,58,50,76,81,74,72,71,61,71,77,68,81,67,82,39,84,65,75,76,13,10,13,12,11,29.0,Defensive Midfield,1000000,summer,1 Bundesliga,2018
186,84,Slovakia,79,79,Right,2018.0,68,65,77,78,68,77,68,70,78,77,69,69,75,81,54,86,90,88,90,79,86,80,76,74,71,78,72,80,78,14,8,9,15,8,31.0,Central Midfield,6400000,winter,Serie A,2018
189,83,Argentina,79,79,Right,2020.0,23,26,80,70,21,39,49,42,56,66,48,48,48,72,48,27,76,68,79,29,78,82,36,44,42,71,82,79,78,12,12,13,14,12,29.0,Centre-Back,6700000,summer,Premier League,2018
172,69,United States,78,89,Right,2020.0,65,71,49,76,70,86,69,58,59,79,93,90,91,77,92,72,86,68,51,58,44,30,73,76,48,64,28,32,37,8,12,13,16,14,20.0,Right Winger,64000000,winter,Premier League,2018
176,67,Germany,78,85,Right,2020.0,78,63,65,79,59,85,69,52,68,83,85,84,85,78,78,58,67,79,66,61,69,75,74,79,58,77,68,74,74,13,15,10,13,9,24.0,Right-Back,12000000,summer,1 Bundesliga,2018
178,70,Norway,78,84,Right,2021.0,75,69,65,82,74,80,73,59,75,78,88,82,86,72,83,76,83,82,61,70,49,36,70,73,64,71,39,31,44,12,7,8,7,13,23.0,Left Winger,18000000,summer,Premier League,2018
186,81,Argentina,78,83,Right,2018.0,43,53,83,60,32,47,46,25,54,66,47,47,31,77,48,54,84,62,78,51,81,79,58,22,35,69,78,77,76,7,9,13,10,15,27.0,Centre-Back,9750000,summer,Serie A,2018
185,79,Sweden,78,82,Right,2020.0,67,79,67,70,77,76,68,80,53,83,65,65,65,76,58,85,68,62,82,80,75,34,78,60,81,78,20,26,25,12,13,14,6,11,26.0,Centre-Forward,4000000,summer,Laliga,2018
171,63,Germany,78,82,Right,2021.0,73,65,45,79,66,82,77,70,71,78,89,79,92,76,89,70,72,78,48,62,72,52,69,74,61,72,54,55,55,15,11,6,14,16,24.0,Attacking Midfield,6000000,summer,1 Bundesliga,2018
189,87,Germany,78,82,Left,2021.0,51,23,79,75,26,46,48,32,70,59,55,68,53,77,49,49,67,69,84,28,70,76,26,65,41,69,78,83,77,14,15,7,9,15,24.0,Centre-Back,3000000,summer,1 Bundesliga,2018
178,68,Uruguay,78,82,Left,2018.0,77,64,43,78,49,77,61,60,74,78,86,90,82,70,77,70,65,92,60,66,65,42,68,68,49,76,53,53,57,10,12,10,9,8,25.0,Left-Back,19000000,summer,Serie A,2018
182,77,Denmark,78,81,Left,2021.0,67,72,75,80,66,72,71,68,76,77,71,74,70,77,73,78,82,90,78,70,78,74,75,76,60,82,72,77,74,8,12,11,14,15,26.0,Central Midfield,20000000,summer,1 Bundesliga,2018
189,88,Colombia,78,81,Right,2018.0,44,81,78,64,76,72,46,64,38,76,69,76,64,74,58,86,79,69,90,64,58,20,78,47,64,73,20,24,22,9,9,8,6,8,27.0,Centre-Forward,18500000,summer,Serie A,2018
171,61,Italy,78,80,Left,2021.0,77,56,42,77,74,84,80,60,73,84,90,86,92,76,90,78,51,77,48,76,48,36,74,76,60,76,20,40,60,12,10,7,15,9,25.0,Attacking Midfield,24500000,summer,Serie A,2018
188,86,Poland,78,80,Right,2019.0,58,82,84,69,76,67,50,49,64,72,66,74,63,79,58,77,75,80,81,69,77,24,84,65,65,79,13,22,20,15,11,7,7,14,27.0,Centre-Forward,7000000,summer,Serie A,2018
185,85,France,78,80,Right,2021.0,15,17,14,33,19,11,10,14,32,21,41,45,43,75,24,18,62,34,68,15,36,16,12,16,19,39,14,12,10,77,76,74,77,81,27.0,Goalkeeper,4000000,summer,Ligue 1,2018
187,75,Argentina,78,80,Right,2020.0,57,79,79,74,75,73,68,41,64,79,56,67,63,78,55,79,74,92,82,72,74,61,79,58,68,80,28,48,38,7,11,7,9,7,,Centre-Forward,17000000,winter,Premier League,2018
182,76,Tunisia,78,79,Right,2018.0,79,77,52,76,65,79,80,83,69,80,74,77,80,75,67,81,44,68,68,84,74,61,77,77,75,72,26,49,30,6,7,11,11,6,27.0,Centre-Forward,7000000,summer,Ligue 1,2018
188,77,Turkey,78,78,Right,2020.0,68,82,72,66,77,69,66,75,60,62,83,81,72,81,48,85,66,67,77,73,85,33,86,62,79,65,20,29,26,14,15,11,8,12,33.0,Centre-Forward,1360000,winter,Super Lig,2018
187,85,Estonia,78,78,Left,2019.0,52,38,78,72,34,56,48,34,73,70,54,59,61,75,54,67,76,70,78,56,77,75,38,60,44,70,78,81,77,11,15,11,10,12,32.0,Centre-Back,1520000,summer,Serie A,2018
179,69,Mexico,78,78,Right,2020.0,80,67,63,76,66,75,68,74,74,76,77,78,74,74,78,80,75,78,66,76,72,78,73,71,74,79,72,77,76,7,16,6,12,11,30.0,Right-Back,4000000,summer,Laliga,2018
182,76,Costa Rica,78,78,Right,2019.0,62,75,68,78,72,71,68,69,79,78,59,62,64,77,59,80,65,76,76,79,68,77,76,73,75,81,76,77,75,9,16,7,9,13,30.0,Central Midfield,1500000,summer,Super Lig,2018
187,80,Belgium,78,78,Right,2020.0,75,76,67,77,73,83,77,78,68,80,74,78,65,75,54,81,71,77,83,76,59,43,77,76,76,79,37,48,44,12,11,12,10,13,29.0,Left Winger,12000000,summer,Ligue 1,2018
180,80,Argentina,78,78,Right,2020.0,78,58,58,80,67,80,76,68,76,82,78,78,78,76,78,77,66,77,68,74,59,73,75,77,68,77,58,68,68,6,7,9,15,5,29.0,Attacking Midfield,5900000,summer,Serie A,2018
193,82,France,77,89,Right,2020.0,13,6,13,52,9,14,13,12,38,10,48,45,55,64,53,23,73,40,70,9,20,17,4,45,16,45,5,14,12,78,77,71,76,79,19.0,Goalkeeper,8000000,summer,Serie A,2018
186,73,Czech Republic,77,87,Left,2018.0,64,79,74,74,67,80,78,56,59,80,75,77,83,74,68,72,69,68,71,73,59,22,78,73,58,79,17,24,19,11,15,8,9,14,22.0,Centre-Forward,42000000,summer,Serie A,2018
186,79,Iran,77,85,Right,2021.0,64,78,84,69,69,74,66,50,64,75,83,82,77,74,77,75,90,58,72,76,67,34,75,60,55,73,39,33,32,6,10,14,9,15,24.0,Centre-Forward,12000000,winter,Premier Liga,2018
180,75,Argentina,77,84,Right,2021.0,74,55,60,83,73,77,79,76,80,82,75,69,77,74,77,80,61,79,69,77,79,72,64,82,57,74,64,75,72,9,14,6,9,10,24.0,Defensive Midfield,40000000,winter,Ligue 1,2018
188,70,Netherlands,77,82,Left,2022.0,67,27,74,72,40,65,63,44,65,69,81,81,75,70,63,67,86,77,77,52,72,77,49,49,42,73,75,82,84,8,14,12,11,12,24.0,Centre-Back,20000000,summer,Premier League,2018
182,79,Switzerland,77,82,Right,2020.0,82,58,68,75,48,77,67,56,73,76,78,84,76,78,64,76,82,88,77,66,68,67,68,68,58,72,72,73,71,10,8,7,5,14,25.0,Right-Back,4500000,summer,Super League,2018
186,78,Argentina,77,81,Left,2020.0,73,40,80,67,25,63,49,58,55,68,66,70,65,71,61,69,78,72,79,56,83,74,49,47,52,64,75,78,76,9,9,13,10,7,27.0,Centre-Back,9000000,summer,Laliga,2018
175,72,Colombia,77,80,Right,2019.0,75,35,62,72,43,74,31,41,72,74,84,84,78,75,76,56,82,88,62,50,75,70,65,52,56,75,75,74,76,14,7,14,15,16,26.0,Right-Back,11000000,summer,Laliga,2018
178,72,Costa Rica,77,80,Left,2018.0,76,70,52,74,64,79,72,69,68,77,86,85,85,72,76,82,78,66,74,74,70,45,75,75,75,74,38,40,42,8,15,14,15,14,26.0,Right Winger,1500000,summer,Serie A,2018
180,72,Italy,77,80,Right,2021.0,82,71,47,73,69,84,83,80,60,85,78,72,83,72,79,80,52,73,64,75,52,45,74,70,63,72,23,31,30,10,12,8,8,14,25.0,Left Winger,5500000,summer,1 Bundesliga,2018
185,79,Switzerland,77,79,Right,2019.0,80,68,80,74,74,60,45,55,73,75,72,75,65,64,57,74,80,85,80,68,69,74,65,48,59,71,78,79,77,12,8,9,10,11,27.0,Right-Back,2800000,summer,1 Bundesliga,2018
189,83,Senegal,77,79,Right,2018.0,54,65,79,68,50,68,39,47,64,73,71,77,65,79,58,74,78,92,88,63,84,81,72,63,52,72,70,81,75,15,8,9,12,9,28.0,Defensive Midfield,10700000,summer,Premier League,2018
180,79,France,77,79,Left,2022.0,70,78,61,67,71,84,63,69,60,83,91,87,82,74,72,78,41,65,52,75,49,37,80,73,69,73,18,15,18,14,15,11,12,7,27.0,Centre-Forward,15000000,summer,Serie A,2018
182,71,Japan,77,78,Right,2020.0,42,72,70,79,74,80,72,53,59,80,77,76,80,78,78,75,78,68,64,69,65,31,79,79,70,77,28,39,32,14,9,6,6,16,28.0,Centre-Forward,4500000,summer,1 Bundesliga,2018
188,85,Czech Republic,77,78,Right,2021.0,15,14,19,17,13,14,17,16,38,20,34,35,32,68,53,20,70,35,73,16,29,22,15,68,13,60,19,18,18,79,75,74,77,80,29.0,Goalkeeper,6000000,summer,Laliga,2018
185,80,France,77,77,Right,2019.0,60,78,76,68,70,73,66,51,60,72,74,77,75,77,64,76,83,66,74,74,59,48,81,71,76,76,23,24,21,9,10,15,14,12,31.0,Centre-Forward,1400000,summer,Ligue 1,2018
187,80,Serbia,77,77,Right,2022.0,62,40,72,78,56,67,65,58,78,75,50,68,58,73,58,84,72,77,82,79,79,79,61,75,58,75,72,76,66,5,6,6,5,5,30.0,Defensive Midfield,5000000,winter,Serie A,2018
185,71,Italy,77,77,Right,2019.0,76,46,65,84,59,73,72,74,86,79,64,62,68,76,62,70,67,77,66,68,79,75,53,82,52,75,62,74,66,13,6,10,10,10,32.0,Defensive Midfield,1000000,summer,Serie A,2018
177,76,Venezuela,77,77,Right,2018.0,69,45,58,79,60,76,52,52,77,77,76,72,75,76,83,77,91,87,75,70,82,80,66,72,46,74,74,82,78,12,12,11,8,12,30.0,Defensive Midfield,5900000,summer,Serie A,2018
165,65,Argentina,77,77,Right,2018.0,68,71,71,74,60,83,77,62,66,80,87,75,93,76,95,75,92,77,47,73,72,28,72,71,77,74,37,39,37,13,11,8,8,8,30.0,Attacking Midfield,2000000,summer,Laliga,2018
194,92,France,76,87,Right,2020.0,37,29,72,64,48,39,32,34,59,60,66,60,49,68,50,39,75,74,86,21,77,75,35,40,44,72,78,78,78,10,7,6,14,9,21.0,Centre-Back,25000000,summer,Premier League,2018
183,77,Germany,76,86,Right,2022.0,77,50,58,77,53,76,72,49,66,77,78,80,75,77,71,62,65,74,68,46,61,74,58,65,59,74,76,77,70,8,9,13,12,14,21.0,Right-Back,20000000,summer,Ligue 1,2018
187,80,Italy,76,85,Right,2018.0,31,34,74,55,40,36,20,24,50,60,59,64,59,73,70,37,71,68,75,19,72,80,33,22,30,73,78,79,76,14,9,6,9,5,24.0,Centre-Back,37740000,summer,Serie A,2018
176,70,Mexico,76,84,Left,2022.0,69,68,52,79,65,74,73,51,76,77,78,77,69,68,73,77,53,83,62,74,60,77,67,76,67,76,67,69,57,7,14,10,8,16,23.0,Central Midfield,6000000,summer,Eredivisie,2018
189,79,Italy,76,82,Right,2022.0,74,22,63,71,29,75,64,37,59,74,74,75,60,70,60,68,68,75,78,35,68,77,64,55,27,75,77,76,79,8,9,5,7,11,25.0,Centre-Back,8000000,summer,Laliga,2018
182,82,DR Congo,76,82,Right,2020.0,47,52,74,64,37,64,29,28,65,69,72,76,68,69,63,79,88,74,84,42,74,72,52,43,31,68,74,79,77,9,14,16,7,7,23.0,Centre-Back,4660000,summer,Liga Portugal,2018
185,76,Senegal,76,81,Right,2019.0,50,79,74,64,76,72,64,60,46,76,73,78,71,70,60,82,76,69,80,62,58,20,77,48,70,70,20,26,24,12,6,10,8,14,25.0,Centre-Forward,7000000,summer,Serie A,2018
187,80,France,76,81,Right,2022.0,67,38,75,77,37,72,43,48,78,76,66,69,67,72,52,73,72,83,85,72,76,73,66,68,51,71,70,77,71,13,7,7,13,11,24.0,Central Midfield,11500000,summer,Serie A,2018
179,74,Chile,76,81,Right,2022.0,49,79,77,65,69,68,59,59,59,75,68,64,62,74,79,78,79,69,88,70,67,37,78,58,86,72,27,30,19,13,8,9,10,15,25.0,Centre-Forward,7870000,summer,Liga Portugal,2018
179,72,Japan,76,81,Right,2019.0,70,79,67,76,74,81,65,46,59,77,79,77,78,80,79,73,75,79,50,68,50,39,80,70,56,76,36,33,30,7,15,15,8,14,26.0,Centre-Forward,10700000,summer,Premier League,2018
179,73,France,76,80,Right,2020.0,75,44,64,78,39,71,62,46,72,77,74,73,66,71,64,56,65,72,67,41,66,73,74,69,49,72,78,79,77,15,10,8,13,11,26.0,Right-Back,3000000,summer,Jupiler Pro League,2018
180,75,Italy,76,80,Right,2018.0,72,58,60,78,68,78,74,74,76,78,74,75,76,70,78,80,68,78,72,78,60,70,63,76,68,67,64,68,68,5,13,14,8,13,26.0,Defensive Midfield,3300000,summer,Serie A,2018
187,84,Poland,76,79,Right,2021.0,19,11,10,29,17,18,12,19,26,22,51,51,48,68,38,23,58,31,58,15,33,17,13,32,22,58,10,12,12,80,75,54,75,81,27.0,Goalkeeper,9000000,summer,Serie A,2018
185,77,France,76,79,Left,2018.0,54,32,69,77,38,62,42,40,78,68,75,77,67,73,64,56,78,79,78,33,79,77,27,67,42,73,75,76,75,13,13,15,7,15,28.0,Centre-Back,4000000,summer,Premier League,2018
188,80,Italy,76,79,Right,2018.0,18,10,11,31,17,13,14,19,31,12,51,46,54,74,33,23,76,29,54,18,21,10,11,34,21,22,12,11,10,79,77,62,70,77,26.0,Goalkeeper,1000000,summer,Serie A,2018
182,65,Algeria,76,79,Left,2021.0,74,71,56,76,59,81,80,74,71,80,77,76,78,63,76,74,62,69,61,75,50,27,73,77,68,74,28,24,23,12,6,15,7,15,26.0,Right Winger,14000000,summer,Premier League,2018
177,79,Serbia,76,79,Right,2019.0,77,72,54,78,75,77,78,75,76,78,75,72,77,74,75,78,63,77,65,75,65,66,75,76,67,67,39,52,45,10,11,10,9,12,26.0,Central Midfield,2000000,summer,Super Lig,2018
183,70,Cameroon,76,79,Right,2020.0,77,78,68,68,67,78,54,58,56,73,77,72,76,74,66,74,68,67,75,69,43,21,82,52,67,71,13,14,18,10,12,12,8,14,25.0,Centre-Forward,18000000,summer,Laliga,2018
186,83,Italy,76,78,Right,2018.0,76,46,65,73,57,74,74,43,69,74,73,78,66,74,57,74,74,76,74,68,69,73,63,64,57,74,74,77,76,15,10,15,14,8,27.0,Left-Back,9500000,summer,Serie A,2018
168,65,South Africa,76,78,Right,,75,82,49,72,68,76,68,45,53,77,79,77,75,70,88,67,45,67,41,67,43,29,77,75,65,74,26,35,25,6,13,13,15,11,24.0,Right Winger,3200000,summer,Premier League,2018
180,74,Italy,76,77,Right,2018.0,72,76,75,75,75,77,65,61,62,75,77,77,78,77,64,76,71,73,66,66,70,30,78,71,81,74,13,26,24,11,6,8,12,6,27.0,Left Winger,5500000,summer,Serie A,2018
