height_cm,weight_kg,nationality,overall,potential,preferred_foot,contract_valid_until,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,age_y,position,fee,window,league,season
188,89,Netherlands,80,91,Right,2021.0,57,53,80,75,40,64,48,55,72,70,62,72,56,75,59,79,80,74,87,61,78,78,44,63,40,74,81,82,77,12,11,11,12,10,19,Centre-Back,85500000,summer,Serie A,2019
175,70,Mexico,80,86,Right,2023.0,75,76,60,74,74,83,71,65,65,80,94,93,91,77,76,75,75,78,57,74,59,45,77,74,64,77,42,35,29,11,10,14,14,10,24,Right Winger,45000000,summer,Serie A,2019
186,72,Germany,80,86,Right,2021.0,58,41,63,85,56,74,63,46,81,80,72,64,77,83,65,48,67,81,63,52,64,86,56,77,50,80,76,78,75,6,14,16,11,7,24,Defensive Midfield,20000000,winter,Liga Portugal,2019
175,70,Argentina,80,86,Left,2021.0,75,73,59,81,69,81,82,72,80,82,72,75,81,77,81,79,64,80,67,75,65,65,78,81,60,79,61,67,67,10,7,10,15,14,23,Attacking Midfield,22000000,summer,Laliga,2019
186,76,France,80,86,Right,2021.0,66,37,73,78,57,66,58,51,80,77,69,73,68,77,66,60,86,77,74,48,72,84,54,66,51,80,83,80,81,9,7,15,7,15,23,Centre-Back,35000000,summer,1 Bundesliga,2019
182,72,Germany,80,84,Left,2022.0,72,72,46,82,59,82,85,80,80,84,67,67,77,81,77,75,72,74,67,75,69,57,78,81,70,77,65,59,53,14,15,11,14,14,25,Central Midfield,32000000,summer,1 Bundesliga,2019
171,67,Italy,80,83,Left,2019.0,78,72,40,76,67,83,70,75,66,81,85,84,90,78,82,78,50,65,38,82,60,25,77,75,70,70,49,12,12,11,12,6,8,11,25,Right Winger,21100000,summer,Serie A,2019
189,86,Germany,80,81,Right,2020.0,13,13,11,25,12,10,14,12,12,24,45,52,42,80,37,22,75,45,73,13,30,22,12,46,17,62,15,14,10,79,74,77,82,83,29,Goalkeeper,7000000,summer,1 Bundesliga,2019
182,74,Serbia,80,81,Right,2020.0,72,69,48,78,74,87,80,83,71,86,82,76,81,74,79,76,63,60,58,78,44,32,75,78,75,75,39,35,35,6,14,7,6,12,27,Attacking Midfield,6500000,summer,Super Lig,2019
179,79,Colombia,80,81,Right,2022.0,62,77,65,75,75,85,77,60,55,83,86,90,85,79,80,80,62,74,80,65,50,16,81,73,74,75,26,24,22,8,10,10,14,6,28,Centre-Forward,21200000,summer,Serie A,2019
175,65,England,80,80,Right,2019.0,88,64,57,79,71,77,86,75,70,79,77,73,77,80,76,75,55,75,66,69,75,78,67,76,60,74,75,76,74,16,10,15,16,15,34,Left-Back,1700000,winter,Serie A,2019
187,92,England,80,80,Right,2020.0,17,12,16,32,12,17,15,13,37,28,56,55,54,73,52,14,73,40,66,12,31,24,12,46,24,62,16,15,13,80,80,75,80,82,33,Goalkeeper,8800000,summer,Premier League,2019
174,78,England,80,80,Left,2020.0,74,64,60,82,59,77,72,53,76,82,75,72,87,81,86,82,67,87,65,75,84,80,72,73,65,76,77,81,79,10,9,14,11,6,29,Central Midfield,9500000,summer,Premier League,2019
177,74,Algeria,80,80,Left,2021.0,82,77,45,81,73,81,83,82,76,80,75,73,78,74,78,78,61,68,61,76,58,32,75,85,90,79,55,35,30,10,12,16,10,14,29,Attacking Midfield,3500000,summer,Ligue 1,2019
169,63,Japan,80,80,Right,2021.0,74,70,41,76,68,90,85,65,70,82,88,77,94,76,93,72,63,76,51,77,49,44,75,74,51,76,65,39,31,11,12,11,15,8,31,Left Winger,2000000,summer,Laliga,2019
176,72,Belgium,79,89,Right,2022.0,76,73,57,80,78,76,84,74,80,81,52,53,67,75,76,88,65,73,71,88,70,71,74,83,76,81,66,72,69,6,8,10,14,12,22,Central Midfield,45000000,summer,Premier League,2019
185,83,France,79,85,Right,2022.0,60,42,75,76,43,69,36,45,69,73,71,72,64,76,68,78,81,85,84,64,86,82,62,67,48,71,77,82,76,11,15,16,10,15,22,Defensive Midfield,25000000,winter,1 Bundesliga,2019
183,79,Germany,79,84,Right,2022.0,66,81,54,78,79,85,68,65,62,82,82,80,83,79,75,82,59,68,68,77,55,39,81,75,75,67,39,48,39,8,12,10,10,9,25,Second Striker,20000000,summer,Premier Liga,2019
173,72,Australia,79,80,Right,2020.0,73,69,50,82,65,74,73,72,80,80,64,62,69,74,74,71,70,77,74,75,75,71,74,81,73,78,72,74,66,11,8,12,11,12,29,Central Midfield,3300000,winter,Premier League,2019
170,68,Germany,79,80,Right,2021.0,71,26,57,82,48,73,65,62,79,77,68,53,88,76,85,64,79,93,67,30,82,79,67,70,58,74,74,77,73,14,10,14,12,9,28,Defensive Midfield,10250000,winter,Serie A,2019
184,82,Italy,79,79,Right,2023.0,60,23,76,66,52,54,47,35,68,62,58,55,60,79,56,63,79,63,75,41,76,84,30,36,31,74,78,83,80,14,7,12,12,12,33,Centre-Back,100,winter,Serie A,2019
193,87,Belgium,79,79,Right,2021.0,11,11,16,37,16,14,16,12,34,26,50,52,34,74,52,45,69,31,72,16,34,21,14,43,41,61,7,14,16,80,74,64,76,83,31,Goalkeeper,7000000,summer,Jupiler Pro League,2019
190,81,Greece,79,79,Right,2021.0,19,16,24,22,14,15,11,11,36,23,44,34,45,75,49,22,64,33,66,18,18,23,10,47,21,60,20,15,24,80,78,72,77,81,33,Goalkeeper,1500000,summer,Serie A,2019
175,75,Argentina,79,79,Right,2021.0,61,86,76,67,71,71,67,60,65,74,78,84,77,74,71,81,87,77,76,80,66,28,82,69,72,78,50,25,25,10,14,12,8,11,29,Centre-Forward,14000000,summer,Ligue 1,2019
181,76,France,78,87,Right,2020.0,69,59,56,79,59,84,67,63,76,84,84,76,83,74,82,80,63,75,78,71,81,73,62,79,60,84,69,73,69,8,10,13,8,7,22,Central Midfield,62000000,summer,Premier League,2019
186,78,Italy,78,86,Right,2019.0,68,68,70,83,67,78,65,64,78,81,63,58,64,74,54,74,58,71,70,74,64,66,76,76,58,70,70,69,66,3,5,3,3,5,24,Defensive Midfield,22000000,summer,Serie A,2019
180,73,Germany,78,85,Right,2020.0,73,65,43,79,65,85,76,71,73,81,77,68,83,75,76,70,66,77,66,70,48,62,69,78,65,69,53,57,46,12,12,14,12,10,22,Central Midfield,9000000,summer,1 Bundesliga,2019
189,88,Belgium,78,84,Right,2019.0,75,66,78,78,71,68,72,71,78,73,61,68,57,73,53,86,66,91,87,76,73,78,71,76,44,74,76,78,76,14,8,14,14,6,24,Defensive Midfield,13800000,summer,Premier League,2019
170,64,Slovakia,78,84,Right,2023.0,63,59,41,84,43,77,68,55,76,82,70,63,78,74,84,62,82,86,52,65,57,72,65,76,56,74,65,74,65,10,7,16,13,14,25,Defensive Midfield,21000000,winter,Serie A,2019
173,70,France,78,84,Right,2022.0,62,70,41,81,75,79,76,64,79,81,69,55,78,72,90,74,73,71,55,79,51,72,74,77,65,77,75,84,70,11,8,12,7,11,24,Central Midfield,13000000,summer,Ligue 1,2019
168,70,Argentina,78,84,Right,2023.0,51,39,55,80,38,62,47,41,71,65,75,71,78,74,87,53,82,92,61,67,90,85,31,60,48,67,76,80,77,6,10,5,14,9,22,Defensive Midfield,10000000,winter,1 Bundesliga,2019
176,79,Zimbabwe,78,83,Left,2022.0,46,36,55,73,41,71,45,37,73,73,78,75,78,76,78,80,78,90,80,54,86,78,55,68,38,71,80,80,78,9,15,10,15,8,25,Defensive Midfield,12000000,summer,Premier League,2019
197,95,Czech Republic,78,81,Right,2021.0,13,12,13,14,19,17,18,16,20,20,22,27,25,73,29,22,53,28,66,17,31,11,12,39,20,61,14,12,16,78,76,71,77,79,26,Goalkeeper,7500000,summer,1 Bundesliga,2019
180,78,Germany,78,80,Left,2020.0,80,48,54,77,49,79,59,42,70,76,88,87,76,76,73,63,60,76,73,40,68,73,72,67,56,73,72,75,75,13,9,15,7,14,26,Left-Back,25500000,summer,1 Bundesliga,2019
188,86,Netherlands,78,79,Right,2021.0,66,77,92,75,79,65,63,65,61,74,51,55,58,80,55,82,81,75,82,69,49,25,82,68,60,75,42,40,37,16,10,8,8,11,28,Centre-Forward,12500000,summer,Laliga,2019
186,85,Poland,78,79,Right,2021.0,59,42,75,79,40,63,52,62,80,77,61,68,59,74,52,81,74,75,83,69,80,76,52,68,78,80,72,77,71,15,14,8,6,7,29,Defensive Midfield,12000000,summer,Premier Liga,2019
188,81,Mexico,78,79,Right,2019.0,69,76,81,71,77,74,71,45,67,74,69,76,73,76,49,79,68,76,78,68,80,51,83,71,90,74,46,36,28,7,11,13,14,10,28,Centre-Forward,38000000,summer,Premier League,2019
189,83,Germany,78,79,Right,2020.0,63,81,79,66,71,72,69,69,48,76,67,67,66,75,52,79,69,73,84,72,67,24,80,61,77,72,47,30,17,15,9,10,13,9,26,Centre-Forward,6500000,summer,1 Bundesliga,2019
189,88,Colombia,78,79,Right,2020.0,44,81,78,64,76,72,48,62,38,76,68,75,64,74,58,86,79,66,91,64,60,20,78,46,68,76,52,24,22,9,9,8,6,8,28,Centre-Forward,12000000,winter,Serie A,2019
181,76,Argentina,78,78,Left,2019.0,78,57,63,77,51,80,77,45,76,79,77,78,79,79,66,60,70,78,67,66,78,75,65,73,52,81,71,79,80,15,15,11,8,8,32,Left-Back,2500000,summer,Serie A,2019
183,80,Colombia,78,78,Right,2019.0,11,10,15,36,12,12,10,13,32,32,34,34,44,70,50,35,75,29,38,12,20,25,16,48,26,60,11,13,12,83,70,78,75,84,30,Goalkeeper,3500000,summer,Serie A,2019
182,76,Italy,78,78,Right,2019.0,77,75,65,80,73,79,80,56,78,80,75,75,79,73,72,80,66,65,69,80,74,69,74,78,62,75,67,69,67,15,10,9,14,13,28,Attacking Midfield,8000000,summer,Serie A,2019
171,71,France,78,78,Right,2022.0,73,70,58,79,70,82,75,78,74,80,83,77,91,72,80,73,41,73,50,73,47,56,69,74,72,72,31,34,32,12,16,12,13,7,29,Attacking Midfield,12000000,summer,Premier Liga,2019
178,71,Morocco,78,78,Right,2021.0,77,72,49,80,62,76,81,77,79,79,67,61,74,74,71,74,37,66,67,78,70,76,69,79,72,63,70,77,78,15,12,14,15,6,31,Central Midfield,1500000,summer,Laliga,2019
183,78,Italy,77,89,Right,2023.0,48,80,76,70,72,74,68,42,34,76,75,77,69,74,76,74,75,72,74,62,60,14,80,56,68,72,36,20,18,10,7,7,10,5,21,Centre-Forward,18000000,summer,Premier League,2019
184,74,Guinea,77,87,Right,2021.0,64,39,59,82,46,76,62,37,76,80,70,70,78,76,69,66,58,84,70,56,82,77,54,78,52,75,73,76,72,11,14,5,11,11,21,Defensive Midfield,21000000,summer,Serie A,2019
180,70,Netherlands,77,86,Right,2022.0,74,52,63,83,64,87,74,61,75,85,72,74,83,68,77,68,64,69,67,55,55,74,58,84,45,80,69,62,55,7,13,10,10,9,22,Central Midfield,86000000,summer,Laliga,2019
178,78,Netherlands,77,85,Right,2022.0,70,69,55,75,65,85,76,66,53,81,87,88,78,71,89,77,70,71,73,74,44,21,72,69,59,75,32,31,26,11,14,12,14,13,22,Left Winger,30000000,winter,Premier League,2019
178,73,France,77,85,Left,2023.0,74,62,69,76,43,80,71,35,71,78,88,86,78,75,78,69,78,79,76,64,77,74,75,73,49,78,67,74,74,7,16,9,10,9,24,Left-Back,48000000,summer,Laliga,2019
164,64,Japan,77,84,Right,2020.0,67,73,40,75,72,79,80,64,68,77,91,91,93,75,91,74,70,88,34,71,55,43,75,75,62,81,28,41,36,7,10,10,8,6,24,Attacking Midfield,12000000,summer,Liga Portugal,2019
187,84,Argentina,77,82,Right,2020.0,76,75,75,75,75,74,70,68,72,76,77,79,78,80,58,78,76,82,78,72,82,67,73,73,70,74,58,44,44,11,8,15,12,7,24,Left Winger,15000000,summer,Laliga,2019
178,75,Austria,77,82,Right,2021.0,80,69,47,77,67,81,77,64,75,81,87,86,83,64,77,72,56,65,64,70,57,56,62,75,67,72,68,54,49,8,13,11,8,8,23,Right Midfield,22400000,summer,Serie A,2019
186,83,Chile,77,82,Right,2019.0,58,44,69,78,54,74,58,58,72,78,67,67,68,72,68,72,79,84,77,66,76,72,58,74,60,74,80,78,74,12,12,11,15,11,25,Defensive Midfield,12300000,summer,Serie A,2019
188,76,Uruguay,77,82,Left,2020.0,73,72,73,72,68,79,72,73,62,83,72,75,74,74,56,81,70,67,75,76,57,30,75,77,67,76,36,40,36,7,15,10,10,12,24,Attacking Midfield,4600000,winter,Serie A,2019
175,75,Netherlands,77,81,Left,2020.0,75,70,67,77,68,77,74,69,76,80,75,72,75,76,83,80,76,85,75,77,84,75,70,74,53,80,66,72,68,12,8,16,12,12,24,Central Midfield,9000000,summer,Premier Liga,2019
183,79,Germany,77,81,Right,2021.0,42,57,72,76,45,70,51,46,69,77,66,66,66,75,71,60,82,79,76,63,90,81,46,69,47,69,76,77,69,6,11,9,10,7,25,Defensive Midfield,8500000,summer,1 Bundesliga,2019
172,71,France,77,81,Right,2022.0,75,35,53,71,45,76,54,33,68,75,85,82,79,74,78,60,73,83,58,26,65,72,59,46,38,65,70,77,74,15,8,16,10,13,26,Right-Back,8000000,summer,Ligue 1,2019
184,83,Austria,77,80,Left,2021.0,53,48,77,63,49,55,58,63,81,62,63,71,62,68,62,83,85,72,83,71,82,76,61,65,64,65,77,78,77,14,14,9,13,10,26,Centre-Back,9000000,summer,1 Bundesliga,2019
186,75,Italy,77,80,Right,2022.0,76,60,62,74,59,81,62,41,70,80,77,83,74,74,61,68,76,89,72,68,68,74,70,68,59,74,77,76,76,11,13,12,15,14,26,Left-Back,29500000,summer,Serie A,2019
179,73,France,77,79,Right,2020.0,75,59,70,78,39,75,62,46,74,77,75,74,68,72,65,59,67,75,70,41,66,73,74,69,49,72,76,79,78,15,10,8,13,11,27,Right-Back,2800000,summer,Ligue 1,2019
180,75,Italy,77,79,Right,2022.0,82,72,47,73,70,83,84,80,63,84,74,66,78,72,79,81,52,72,62,76,52,45,73,70,63,72,50,31,30,10,12,8,8,14,26,Left Winger,7000000,summer,1 Bundesliga,2019
182,81,Ghana,77,78,Right,2019.0,70,75,76,74,74,80,77,71,60,78,76,77,79,76,75,76,70,79,72,74,75,40,73,70,74,70,36,52,35,6,8,7,16,8,27,Centre-Forward,2800000,summer,Premier League,2019
179,75,Germany,77,78,Right,2020.0,66,55,66,75,55,72,51,52,72,73,69,64,70,75,74,75,76,78,74,65,84,80,69,71,51,74,78,78,78,9,8,14,7,11,28,Central Midfield,4000000,summer,1 Bundesliga,2019
185,84,England,77,77,Right,2021.0,68,77,76,75,73,75,69,29,66,75,75,77,75,76,64,74,81,76,71,72,41,44,78,69,77,75,47,28,21,12,12,16,14,9,29,Centre-Forward,10000000,summer,Premier League,2019
175,70,Venezuela,77,77,Right,2019.0,76,51,60,74,54,74,74,54,68,75,75,75,85,78,79,73,73,85,65,63,73,76,69,63,48,74,76,76,75,11,12,11,16,8,30,Right-Back,1200000,summer,Laliga,2019
180,76,France,77,77,Right,2022.0,72,61,74,80,56,75,68,46,79,76,68,73,73,76,72,69,85,81,77,65,75,73,70,76,66,76,74,78,71,8,14,15,7,10,28,Defensive Midfield,7000000,summer,Ligue 1,2019
188,85,Argentina,77,77,Right,2020.0,18,14,11,37,15,24,16,15,34,20,49,52,68,75,60,12,75,38,59,12,27,15,18,65,14,64,22,15,15,73,74,74,79,81,31,Goalkeeper,7700000,summer,Liga Portugal,2019
179,74,Russia,77,77,Left,2019.0,80,78,54,72,68,80,74,61,68,76,77,79,77,78,74,81,75,65,67,84,62,61,74,74,64,66,44,55,52,16,7,14,7,8,28,Left Winger,6000000,summer,Laliga,2019
185,76,Senegal,76,87,Right,2021.0,68,69,44,69,68,79,66,55,59,77,92,93,79,72,74,75,48,72,66,66,53,17,71,69,58,75,25,16,21,14,13,7,6,9,21,Right Winger,30000000,summer,Premier League,2019
185,86,Switzerland,76,86,Right,2021.0,59,74,69,72,64,78,65,51,70,74,76,79,69,73,73,76,73,71,83,62,63,41,78,69,66,73,26,28,22,13,6,7,7,12,22,Centre-Forward,11000000,summer,1 Bundesliga,2019
178,70,Scotland,76,86,Left,2023.0,77,41,59,71,27,75,72,33,64,71,87,91,73,72,74,76,65,87,75,66,82,71,64,70,36,74,72,73,74,13,16,8,12,13,22,Left-Back,27000000,summer,Premier League,2019
175,59,Nigeria,76,86,Right,2019.0,69,78,57,67,69,83,58,45,63,76,90,90,91,69,81,71,91,70,44,73,53,18,70,67,65,68,37,38,25,12,9,9,6,11,22,Left Winger,13500000,summer,Ligue 1,2019
180,74,Czech Republic,76,85,Left,2019.0,70,66,68,78,60,76,71,50,75,78,80,79,76,76,74,79,62,73,64,74,68,64,78,75,50,75,68,70,66,7,16,9,14,15,23,Left Midfield,14500000,summer,Serie A,2019
187,83,Denmark,76,85,Right,2021.0,42,76,70,69,74,75,67,70,54,78,72,77,75,72,67,87,71,70,76,77,38,21,72,69,75,77,28,24,19,7,15,13,9,7,21,Centre-Forward,20500000,summer,Ligue 1,2019
184,83,Switzerland,76,84,Right,2020.0,74,39,65,71,39,67,59,38,64,72,90,92,76,69,71,66,78,89,80,43,74,69,72,66,35,71,69,73,72,8,7,7,14,14,24,Right-Back,9200000,summer,1 Bundesliga,2019
180,75,Nigeria,76,84,Right,2020.0,60,64,42,81,48,82,50,40,63,83,78,77,74,74,75,67,47,73,68,54,46,24,68,76,59,70,30,26,23,14,7,12,14,11,23,Attacking Midfield,30400000,summer,Premier League,2019
179,72,France,76,84,Right,2020.0,69,76,59,79,59,82,77,69,72,80,76,75,78,70,79,79,59,71,63,74,62,69,73,73,65,72,69,72,70,5,6,10,15,7,21,Attacking Midfield,19500000,summer,1 Bundesliga,2019
184,82,France,76,84,Left,2019.0,73,50,72,76,62,78,63,64,52,71,90,93,74,66,61,74,62,74,81,54,75,69,58,47,41,65,72,76,79,12,10,7,7,7,21,Left-Back,22800000,summer,Serie A,2019
183,74,Turkey,76,83,Left,2022.0,77,71,68,76,68,78,79,76,70,77,70,75,76,68,69,78,55,80,69,75,68,40,74,76,60,73,38,54,45,10,12,5,13,7,22,Attacking Midfield,18500000,summer,Ligue 1,2019
173,70,Argentina,76,82,Right,2019.0,66,76,68,72,79,78,76,70,59,80,72,72,76,79,83,72,74,66,57,77,66,35,82,73,69,71,47,40,32,14,14,8,8,12,25,Centre-Forward,11000000,summer,Liga Portugal,2019
181,84,Colombia,76,82,Left,2020.0,50,36,75,68,35,65,35,42,76,70,69,75,60,72,48,55,70,80,86,34,82,73,45,46,43,73,71,75,72,9,14,11,12,10,26,Defensive Midfield,2400000,summer,Jupiler Pro League,2019
181,78,Belgium,76,81,Right,2021.0,74,66,62,81,70,78,74,67,77,78,73,69,76,72,71,72,66,71,64,75,64,60,75,75,56,74,56,62,58,6,6,10,14,10,25,Central Midfield,19200000,summer,Premier League,2019
172,67,Belgium,76,81,Right,2021.0,71,79,64,73,71,82,78,69,66,75,92,76,93,69,87,76,89,73,60,79,47,18,72,71,76,84,40,16,18,14,8,11,7,7,24,Left Winger,15560000,summer,Premier League,2019
183,77,Togo,76,81,Right,2021.0,66,74,55,72,63,81,63,46,53,77,91,95,84,73,75,66,69,76,60,64,43,31,71,65,65,66,26,35,33,10,11,12,11,11,25,Centre-Forward,8500000,summer,1 Bundesliga,2019
190,89,Germany,76,81,Right,2022.0,33,26,74,71,26,44,31,28,69,63,62,54,54,66,56,60,71,64,84,27,73,74,32,55,34,59,73,79,78,13,15,14,16,11,23,Centre-Back,12000000,summer,Eredivisie,2019
185,69,Tunisia,76,81,Right,2020.0,71,62,73,75,57,74,70,55,74,73,63,69,74,67,64,78,75,76,68,76,72,81,56,67,58,68,76,78,72,15,14,8,14,14,24,Defensive Midfield,6000000,summer,1 Bundesliga,2019
174,72,Nigeria,76,81,Right,2020.0,66,65,45,74,54,79,59,47,64,78,90,88,89,70,83,75,62,72,69,71,74,66,70,72,53,75,50,60,54,6,9,15,6,7,24,Left Winger,1200000,summer,Super Lig,2019
174,67,Italy,76,81,Right,2021.0,78,61,44,78,51,76,62,47,72,76,79,79,75,72,70,51,36,74,49,53,50,50,73,72,58,72,55,51,42,14,6,11,5,11,25,Right Midfield,15000000,summer,Serie A,2019
181,85,Ukraine,76,80,Left,2022.0,79,69,69,80,70,73,83,87,76,76,69,73,67,74,65,88,68,78,69,83,72,59,69,76,66,75,54,63,58,6,6,12,15,13,26,Attacking Midfield,13600000,summer,Serie A,2019
181,80,Italy,76,79,Right,2019.0,68,55,68,77,74,76,64,64,75,77,75,75,75,70,77,78,67,89,75,78,86,76,74,70,68,74,77,78,78,15,10,5,14,11,26,Central Midfield,16500000,summer,Serie A,2019
181,77,Israel,76,79,Right,2021.0,50,79,75,74,62,75,74,35,63,73,74,80,80,68,71,75,89,81,78,65,33,19,77,68,67,59,22,37,27,13,12,10,15,11,27,Centre-Forward,12000000,winter,1 Bundesliga,2019
178,73,England,76,78,Right,2019.0,62,76,71,69,66,77,57,36,61,76,79,76,74,74,77,74,79,70,70,67,60,39,79,68,68,70,22,24,27,10,13,12,16,6,26,Centre-Forward,25100000,summer,Premier League,2019
175,68,Italy,76,78,Right,2021.0,68,77,65,75,73,79,76,69,65,76,82,81,83,74,83,80,66,59,65,75,68,38,76,77,66,75,46,44,33,11,7,14,9,14,27,Left Winger,8000000,summer,Serie A,2019
