height_cm,weight_kg,nationality,overall,potential,preferred_foot,contract_valid_until,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,age_y,position,fee,window,league,season
173,64,DR Congo,75,75,Left,2021,73,69,67,75,62,78,77,78,69,79,75,72,91,70,85,77,87,68,66,67,42,46,70,75,62,74,28,41,25,7,12,7,14,13,30,Attacking Midfield,5000000,summer,Ligue 1,2021
185,73,Colombia,75,75,Left,2021,75,62,55,73,43,73,74,68,69,74,90,90,73,69,61,80,75,71,71,61,75,71,69,65,67,70,70,73,74,13,8,14,9,15,28,Left-Back,1200000,summer,Laliga,2021
175,70,England,74,80,Left,2021,71,66,45,67,60,76,69,56,62,76,84,79,83,69,83,69,63,85,64,57,57,36,68,69,64,63,69,43,44,11,8,10,6,11,24,Right Winger,12800000,summer,Premier League,2021
178,70,Romania,74,78,Right,2021,76,67,55,79,73,73,78,76,80,76,69,66,73,69,70,84,65,75,65,78,71,67,68,76,76,71,13,61,58,11,14,6,8,8,25,Central Midfield,10000000,summer,Serie A,2021
180,75,Sweden,74,74,Left,2021,66,44,68,66,40,56,28,22,57,68,75,73,72,71,78,71,87,74,70,57,70,72,36,26,38,71,27,76,75,7,9,12,8,14,31,Centre-Back,2000000,summer,Serie A,2021
189,78,Nigeria,73,80,Right,2021,30,36,70,63,30,57,33,25,54,63,64,66,63,73,51,53,72,67,76,37,77,73,28,30,40,69,29,75,73,12,5,11,14,13,24,Centre-Back,5000000,summer,Liga Portugal,2021
171,63,South Africa,73,80,Right,2021,65,69,54,64,59,76,71,67,48,72,89,85,89,72,93,73,46,66,34,64,32,23,72,62,68,73,39,31,31,10,6,7,9,7,24,Left Winger,1410000,summer,Superliga,2021
182,73,Germany,73,76,Right,2021,75,39,49,70,41,68,39,32,63,71,87,86,73,67,70,49,80,72,65,38,62,68,56,48,39,58,67,72,71,10,13,10,11,12,26,Right-Back,3500000,summer,Serie A,2021
179,68,Austria,72,82,Left,2021,62,68,56,71,60,79,72,63,63,76,81,76,77,70,74,67,73,68,57,65,54,38,70,69,65,72,31,36,35,13,10,13,6,8,22,Left Winger,9500000,summer,1 Bundesliga,2021
193,90,Netherlands,72,79,Right,2021,12,13,21,44,12,25,21,21,39,32,50,52,62,67,49,53,75,40,70,16,22,10,10,50,32,36,67,20,19,73,69,70,70,73,24,Goalkeeper,3500000,summer,Eredivisie,2021
179,69,Netherlands,72,79,Right,2021,69,67,58,68,66,76,65,57,57,73,83,78,83,68,75,68,66,72,63,65,72,55,67,74,68,71,29,50,49,13,7,13,12,12,22,Left Winger,6000000,summer,Jupiler Pro League,2021
175,61,Belgium,72,76,Right,2021,69,48,67,72,44,66,59,69,73,70,72,65,75,68,75,75,80,78,64,64,78,73,54,69,81,69,69,70,70,11,14,14,10,12,27,Defensive Midfield,2000000,summer,Jupiler Pro League,2021
185,78,England,71,73,Left,2021,29,28,73,65,20,40,38,22,57,62,55,52,57,70,63,35,75,52,76,28,67,72,32,37,31,55,66,73,72,12,8,16,16,11,28,Centre-Back,9300000,summer,Premier League,2021
170,63,Japan,71,73,Right,2021,66,73,52,68,71,67,68,59,75,69,75,77,75,68,80,69,67,77,49,70,72,36,71,64,68,66,61,47,41,8,7,8,13,14,26,Centre-Forward,5400000,summer,Scottish Premiership,2021
178,70,Norway,70,79,Right,2021,53,57,45,74,50,68,64,61,70,69,76,77,72,69,78,67,58,87,67,58,61,65,66,69,52,71,16,64,57,14,11,16,10,8,24,Defensive Midfield,4500000,winter,Ligue 1,2021
178,74,Curacao,70,79,Right,2021,71,65,61,70,61,74,68,64,71,73,72,69,71,67,68,80,75,73,74,72,84,65,65,69,59,65,24,66,56,6,11,8,14,10,24,Central Midfield,2300000,summer,Scottish Premiership,2021
184,84,Nigeria,70,78,Right,2021,56,74,68,66,63,68,54,35,52,62,76,77,68,67,70,76,79,66,77,61,64,14,69,53,68,58,73,27,18,10,7,9,8,10,23,Centre-Forward,8550000,summer,1 Bundesliga,2021
190,87,Austria,70,77,Right,2021,39,26,74,49,31,47,35,31,44,56,53,66,63,62,51,49,67,55,84,25,77,62,28,35,42,59,70,73,71,12,13,6,11,15,22,Centre-Back,5500000,summer,Ligue 1,2021
176,75,Chile,70,70,Left,2021,60,61,37,69,43,73,74,73,68,72,80,82,78,62,72,76,61,75,74,72,36,57,73,69,63,68,32,25,35,7,10,10,15,8,30,Attacking Midfield,1500000,summer,Super Lig,2021
186,81,Germany,69,77,Right,2021,47,72,61,62,64,66,47,34,43,70,84,85,70,68,68,68,65,72,71,61,63,14,70,58,63,57,66,15,23,10,9,6,7,8,22,Centre-Forward,1000000,summer,1 Bundesliga,2021
191,87,Italy,69,76,Left,2021,40,33,73,54,35,40,30,30,55,60,51,54,54,61,52,52,71,60,72,25,65,63,21,34,38,60,68,73,73,13,10,10,5,7,25,Centre-Back,4000000,summer,Serie A,2021
183,80,Argentina,69,74,Right,2021,60,63,69,63,65,80,65,36,57,77,74,74,72,65,66,70,56,66,82,61,78,30,63,64,66,67,67,45,38,14,7,11,15,7,25,Centre-Forward,3000000,summer,Laliga,2021
177,73,Denmark,69,71,Right,2021,58,67,39,67,59,72,67,55,62,70,75,72,73,65,73,58,78,59,66,64,62,61,70,70,53,69,67,58,49,9,15,14,9,9,26,Attacking Midfield,1800000,summer,Jupiler Pro League,2021
179,75,Poland,69,70,Right,2021,37,72,68,58,57,66,55,38,35,67,74,73,75,70,74,67,66,63,74,58,64,24,70,47,69,71,71,26,22,12,10,7,7,14,28,Centre-Forward,1000000,summer,Pko Bp Ekstraklasa,2021
179,79,Germany,69,69,Left,2021,63,70,53,66,68,69,66,59,53,69,78,75,74,72,73,76,73,76,68,65,68,20,72,58,65,67,32,25,22,11,11,11,7,11,31,Centre-Forward,2500000,winter,1 Bundesliga,2021
185,72,Mexico,68,82,Left,2021,55,30,67,66,28,51,40,40,58,64,61,68,46,62,64,38,65,65,72,25,58,68,40,47,45,48,49,73,70,9,12,7,12,10,23,Centre-Back,3500000,winter,Serie A,2021
187,76,Argentina,68,81,Right,2021,36,26,64,68,29,53,35,30,62,64,68,75,66,67,58,45,73,64,74,20,59,67,33,43,40,62,7,70,66,6,8,15,15,14,22,Centre-Back,11000000,summer,Ligue 1,2021
179,73,Norway,68,78,Left,2021,60,59,37,61,47,72,67,59,54,72,84,81,78,61,75,64,71,72,68,54,68,40,65,63,44,61,29,43,36,8,14,12,6,9,23,Right Winger,1500000,summer,Jupiler Pro League,2021
174,67,Italy,68,77,Right,2021,65,50,54,68,62,72,67,63,62,72,74,73,77,68,75,62,60,62,58,60,50,29,67,68,60,59,52,29,28,15,10,6,7,9,23,Central Midfield,1000000,summer,Serie A,2021
185,80,Germany,67,78,Right,2021,39,67,63,62,48,66,42,33,31,71,77,83,70,60,65,72,73,67,76,52,64,22,67,63,66,61,72,15,17,9,11,11,8,6,22,Centre-Forward,8000000,summer,1 Bundesliga,2021
177,73,Argentina,67,78,Right,2021,56,52,52,73,50,64,58,45,71,68,70,74,71,67,70,65,60,76,70,52,62,56,61,66,60,69,60,66,67,8,6,13,12,11,22,Central Midfield,4500000,summer,Bundesliga,2021
177,68,Mali,67,75,Left,2021,59,46,57,72,37,66,54,40,69,67,64,68,74,64,72,65,70,80,68,52,70,69,61,65,50,64,62,66,62,8,6,6,11,11,24,Central Midfield,2500000,summer,Ligue 1,2021
178,71,Japan,67,74,Right,2021,60,71,42,62,65,72,60,58,58,70,77,72,82,61,78,62,65,62,60,62,61,53,64,63,57,72,11,46,44,10,13,10,14,9,24,Left Winger,3000000,summer,Premier League,2021
181,80,France,66,81,Right,2021,59,24,58,61,34,62,52,32,53,61,78,83,76,59,75,61,74,69,74,43,65,63,59,54,49,57,62,64,62,7,12,12,10,11,19,Right Midfield,2000000,summer,Serie A,2021
179,66,Ghana,66,78,Left,2021,59,59,40,64,60,68,62,61,59,70,80,82,71,54,75,68,67,81,59,63,40,46,57,53,59,54,51,46,45,10,13,10,9,7,21,Right Winger,9000000,summer,Jupiler Pro League,2021
189,82,Cameroon,66,75,Right,2021,52,49,58,68,44,58,51,50,64,66,47,47,52,59,53,70,62,65,83,60,66,63,52,62,54,60,18,65,59,9,14,15,12,9,21,Defensive Midfield,2000000,summer,Ligue 1,2021
182,65,Czech Republic,66,72,Left,2021,54,56,42,58,60,71,73,54,48,74,82,83,87,63,64,63,33,57,40,59,54,35,58,60,50,57,58,20,19,11,10,10,11,11,23,Right Winger,1000000,summer,Eredivisie,2021
192,76,Scotland,66,70,Right,2021,48,26,68,64,26,59,38,28,54,65,69,69,62,55,60,50,77,72,75,35,68,60,42,45,37,63,68,66,65,13,11,13,8,13,26,Centre-Back,4500000,summer,Jupiler Pro League,2021
181,72,Sweden,65,72,Left,2021,62,59,40,61,56,65,55,43,49,63,83,85,76,62,68,74,57,76,69,68,52,30,59,55,46,59,16,28,28,12,10,7,6,8,22,Left-Back,6000000,summer,Ligue 1,2021
178,69,Germany,65,72,Right,2021,52,55,65,72,45,67,56,50,66,65,74,68,78,66,76,60,63,60,46,46,58,43,64,59,52,62,44,59,55,6,7,12,12,6,23,Left Winger,2500000,summer,1 Bundesliga,2021
185,75,England,64,80,Right,2021,33,24,61,57,32,49,29,32,45,50,62,64,56,63,58,49,67,56,68,21,55,68,29,27,38,44,54,65,64,8,9,11,12,12,21,Centre-Back,23340000,summer,Premier League,2021
189,75,Norway,64,76,Right,2021,28,24,61,63,23,41,37,28,48,52,56,66,49,60,57,45,65,62,77,26,59,62,37,38,36,56,63,68,63,14,14,6,9,9,21,Centre-Back,1000000,summer,Jupiler Pro League,2021
188,74,Germany,63,86,Left,2021,66,38,53,41,30,68,39,37,32,43,70,69,60,65,60,32,63,61,62,29,59,55,58,39,49,43,40,77,68,7,11,12,9,13,18,Left-Back,2000000,summer,1 Bundesliga,2021
190,83,Mali,59,70,Left,2021,31,59,56,48,53,55,46,28,28,55,72,69,66,54,66,59,73,66,72,52,60,10,60,47,44,49,47,26,15,7,10,6,8,7,22,Centre-Forward,4000000,winter,Ligue 1,2021
186,80,Senegal,59,66,Right,2021,48,58,58,53,48,61,41,29,28,53,63,69,48,53,58,65,61,53,73,53,33,11,58,45,58,51,60,16,14,13,6,13,7,7,25,Centre-Forward,1150000,summer,Super Lig,2021
180,73,Turkey,52,72,Right,2021,14,7,12,16,8,13,10,10,24,16,27,22,33,48,42,41,56,26,32,5,16,6,8,24,10,29,25,11,14,50,56,54,47,50,18,Goalkeeper,3500000,summer,Ligue 1,2021
187,75,Denmark,51,66,Left,2021,50,45,34,43,50,53,52,31,34,52,69,65,64,32,67,56,54,44,56,45,38,22,48,58,48,44,32,23,24,11,12,14,5,12,21,Central Midfield,1130000,summer,Serie A,2021
175,69,Spain,80,85,Left,2021,86,59,59,79,62,82,83,76,78,81,86,63,76,78,85,80,73,87,62,67,78,79,75,79,55,69,20,77,74,13,6,13,13,13,24,Left-Back,18000000,summer,1 Bundesliga,2021
178,75,Spain,72,81,Right,2021,65,60,55,78,59,72,64,71,73,77,67,61,68,72,70,63,60,62,62,62,58,67,65,74,68,67,12,59,57,5,9,14,11,14,22,Central Midfield,4000000,summer,Laliga,2021
191,87,Spain,70,77,Right,2021,67,72,77,64,69,67,57,59,52,70,70,74,64,65,62,72,78,67,73,65,51,39,67,59,74,64,68,41,35,12,11,15,10,6,24,Centre-Forward,16000000,summer,Laliga,2021
174,65,Portugal,69,76,Right,2021,63,58,46,75,55,71,67,55,73,74,72,63,75,66,77,74,46,67,57,66,65,51,64,70,57,66,12,52,49,12,9,12,12,5,24,Central Midfield,2500000,summer,Liga Portugal,2021
170,70,Spain,69,70,Left,2021,64,25,58,60,34,61,55,42,51,62,77,78,83,66,80,52,74,81,62,30,60,70,48,51,44,54,42,61,66,7,15,14,9,16,21,Left-Back,2000000,summer,Laliga,2021
171,68,Spain,68,84,Left,2021,66,64,43,75,64,74,74,68,68,71,73,68,82,56,84,66,52,49,32,62,39,28,54,60,60,58,66,37,38,11,7,9,11,10,20,Left-Back,3500000,summer,Jupiler Pro League,2021
184,76,Spain,64,69,Right,2021,66,66,49,62,48,69,42,38,48,69,64,68,69,60,68,52,64,33,60,54,39,16,66,64,39,63,38,15,18,5,15,15,6,13,25,Centre-Forward,1470000,summer,Liga Portugal,2021
191,81,France,86,88,Right,2022,42,46,85,78,42,55,46,52,77,79,79,85,62,86,39,52,81,75,86,53,80,87,52,59,43,83,50,87,86,11,11,9,5,14,28,Centre-Back,40000000,summer,Premier League,2021
173,62,Mexico,84,84,Right,2022,84,69,71,79,75,89,85,67,68,86,88,81,91,84,87,66,71,89,39,63,73,78,79,78,68,85,80,77,76,11,6,10,14,9,29,Right Winger,3000000,winter,Laliga,2021
190,80,Switzerland,83,87,Right,2022,68,66,67,83,35,78,64,46,76,80,81,85,68,84,64,74,65,80,87,63,89,81,65,76,38,84,80,84,80,12,12,7,13,11,25,Defensive Midfield,10880000,winter,Serie A,2021
178,76,Austria,83,85,Right,2022,74,81,60,83,82,79,75,78,79,82,76,83,75,86,80,88,71,84,76,88,77,64,83,83,65,80,58,64,59,11,13,14,15,13,27,Central Midfield,15000000,summer,1 Bundesliga,2021
173,71,England,83,83,Right,2022,86,48,74,80,58,74,86,82,79,83,74,72,73,81,77,75,76,88,64,70,70,79,73,80,66,77,70,83,81,11,14,8,11,10,31,Right-Back,14000000,winter,Premier League,2021
191,91,France,82,86,Right,2022,18,13,17,36,16,22,14,16,27,24,47,46,39,80,55,62,72,39,78,20,17,24,14,50,15,55,43,12,19,80,80,82,82,83,25,Goalkeeper,15400000,summer,Serie A,2021
192,83,Austria,82,82,Right,2022,78,81,79,82,79,78,79,72,74,83,77,82,72,78,80,85,76,76,85,82,77,38,79,81,79,82,18,42,39,14,15,10,10,15,32,Centre-Forward,6000000,summer,Serie A,2021
182,79,Denmark,81,81,Left,2022,67,72,83,76,66,74,71,68,79,75,77,77,73,80,72,78,91,89,77,74,84,86,75,73,60,78,82,81,84,8,12,11,14,15,29,Central Midfield,6000000,summer,Laliga,2021
182,75,Netherlands,81,81,Left,2022,83,78,48,82,75,81,86,76,82,85,83,77,85,78,75,82,55,77,58,84,63,37,78,84,82,80,19,36,30,9,11,7,7,15,29,Right Winger,5500000,summer,Eredivisie,2021
181,74,Denmark,80,80,Right,2022,79,75,69,80,71,76,80,84,81,80,74,76,74,80,71,85,67,86,73,79,74,78,75,78,64,75,69,78,77,11,9,10,13,13,32,Central Midfield,2700000,winter,Laliga,2021
178,73,England,80,80,Right,2022,64,85,79,74,74,79,57,36,61,78,78,74,76,82,77,79,79,70,68,78,67,39,83,70,79,76,45,24,27,10,13,12,16,6,29,Centre-Forward,29400000,summer,Premier League,2021
187,84,Poland,80,80,Right,2022,63,72,75,79,74,70,52,62,81,79,67,69,59,81,53,82,74,78,83,78,80,77,72,69,78,80,16,77,72,15,14,8,6,7,31,Defensive Midfield,4000000,summer,Premier Liga,2021
177,73,Kosovo,79,85,Right,2022,76,76,53,76,77,85,78,69,69,81,93,84,90,78,82,86,47,76,61,81,67,47,75,74,73,78,38,37,36,7,14,7,14,6,25,Right Winger,11000000,summer,Premier League,2021
193,85,Netherlands,79,80,Right,2022,20,15,16,28,13,12,20,15,33,32,45,47,50,78,40,50,67,32,64,14,39,17,13,47,36,60,51,12,14,82,76,67,76,79,30,Goalkeeper,5000000,summer,Ligue 1,2021
184,75,Germany,78,84,Right,2022,62,72,70,82,55,83,75,52,73,80,69,69,69,77,68,75,84,80,76,77,85,78,68,76,53,70,52,78,73,15,8,5,13,10,24,Central Midfield,8000000,summer,1 Bundesliga,2021
183,82,Ecuador,78,78,Left,2022,59,76,75,79,75,77,66,68,66,79,72,74,59,78,67,84,75,59,91,68,80,43,82,75,73,70,78,44,47,7,13,7,8,10,32,Centre-Forward,2000000,summer,Serie A,2021
186,81,Argentina,78,78,Right,2022,40,48,82,64,40,54,46,25,56,66,55,53,33,77,48,54,82,57,78,50,82,80,47,22,35,72,59,82,78,7,9,13,10,15,30,Centre-Back,3250000,summer,Laliga,2021
183,75,Netherlands,77,88,Left,2022,73,68,52,75,66,84,75,72,73,86,76,74,77,69,72,73,62,68,67,63,54,34,66,84,70,74,82,42,36,9,9,9,13,6,19,Attacking Midfield,1900000,summer,Serie A,2021
170,73,France,77,81,Left,2022,74,68,60,73,48,76,79,58,69,74,83,81,75,74,81,80,74,80,73,69,72,72,71,65,42,70,30,74,75,14,8,5,6,9,23,Left-Back,4000000,summer,Jupiler Pro League,2021
199,96,Denmark,77,78,Right,2022,46,34,84,67,28,45,41,52,73,57,32,34,29,73,28,83,60,54,90,47,84,78,46,60,59,70,79,78,75,16,11,11,15,10,29,Centre-Back,17600000,summer,Premier League,2021
178,66,France,77,77,Left,2022,68,60,55,80,59,71,70,72,75,76,61,64,67,74,76,75,47,90,70,64,72,78,60,74,63,66,76,73,68,11,15,6,14,7,30,Central Midfield,1000000,summer,Ligue 1,2021
178,71,Uruguay,77,77,Left,2022,78,60,43,78,49,77,61,60,72,77,84,89,84,72,76,74,63,91,55,66,72,66,68,68,49,76,28,70,68,10,12,10,9,8,28,Left-Back,3500000,summer,Premier Liga,2021
182,68,France,76,88,Left,2022,69,58,64,79,51,77,72,59,75,78,72,70,77,75,76,72,68,79,75,63,74,75,72,75,59,79,12,78,76,12,6,8,12,12,18,Central Midfield,31000000,summer,Laliga,2021
188,82,France,76,85,Right,2022,59,51,60,77,53,76,64,53,76,78,69,69,71,75,69,64,69,77,77,58,76,74,66,75,52,75,78,73,69,11,6,13,5,10,22,Defensive Midfield,20000000,summer,Premier League,2021
175,66,Nigeria,76,83,Right,2022,65,75,74,66,66,78,62,41,58,76,93,92,88,78,79,78,94,78,63,68,68,13,74,58,56,67,38,45,27,13,7,11,11,13,23,Left Winger,4000000,summer,Premier League,2021
173,63,Senegal,76,82,Right,2022,66,75,65,69,72,83,69,65,61,76,93,92,82,68,74,76,78,65,65,60,75,41,74,67,49,75,60,52,35,6,7,14,8,9,24,Left Winger,3000000,summer,Laliga,2021
185,73,England,76,79,Left,2022,76,68,58,80,50,78,67,62,76,79,68,60,71,78,73,60,49,76,58,62,70,65,73,81,66,79,76,72,69,7,15,12,9,12,26,Central Midfield,7000000,summer,Premier League,2021
190,80,Denmark,76,78,Right,2022,14,9,12,25,7,13,16,7,30,12,48,45,34,76,40,50,63,32,67,13,17,12,14,48,17,31,50,11,13,77,72,67,76,78,28,Goalkeeper,1000000,summer,1 Bundesliga,2021
181,72,Sweden,76,77,Left,2022,79,55,56,74,56,73,75,70,75,75,75,63,75,72,72,69,69,88,65,59,67,72,65,73,62,74,69,75,76,10,12,10,15,8,27,Left-Back,5500000,summer,Laliga,2021
183,79,Switzerland,76,77,Right,2022,76,58,72,72,48,75,66,56,71,74,77,82,75,72,65,74,84,87,77,65,64,70,69,66,56,72,75,72,69,10,8,7,5,14,28,Right-Back,2500000,summer,1 Bundesliga,2021
175,84,Venezuela,75,85,Right,2022,18,19,17,25,15,14,22,18,29,25,51,54,69,67,65,52,75,41,51,20,23,17,15,66,23,45,51,16,21,73,70,69,74,78,23,Goalkeeper,1500000,summer,Ligue 1,2021
185,78,Albania,75,85,Right,2022,45,26,78,61,28,52,30,26,58,66,64,59,51,76,56,50,84,62,76,31,78,77,22,54,30,63,13,77,74,9,8,15,14,7,21,Centre-Back,26500000,summer,Serie A,2021
187,83,France,75,84,Right,2022,58,79,72,72,62,82,75,77,55,78,84,80,82,68,84,74,74,77,77,68,60,39,73,73,73,82,76,46,28,7,6,13,11,13,23,Centre-Forward,16300000,summer,Premier League,2021
187,69,Argentina,75,83,Right,2022,69,43,73,74,43,71,61,47,66,75,67,68,71,75,69,56,74,69,74,39,73,74,50,59,47,57,20,78,75,8,15,7,14,9,23,Right-Back,15000000,summer,Laliga,2021
196,91,England,75,75,Right,2022,14,14,10,34,19,23,17,13,35,20,56,60,50,69,32,49,69,28,61,19,36,25,14,42,30,58,53,14,13,72,75,65,74,77,34,Goalkeeper,1200000,summer,Scottish Premiership,2021
186,90,Italy,75,75,Right,2022,53,76,78,70,68,71,58,48,36,77,55,65,53,70,45,81,73,64,92,67,73,21,78,62,66,74,75,25,20,7,7,7,5,8,32,Centre-Forward,1500000,summer,Super Lig,2021
170,62,Netherlands,74,81,Right,2022,66,67,34,64,62,75,74,54,53,74,94,92,93,69,82,70,44,73,40,73,44,23,68,71,42,67,73,21,23,7,14,13,11,11,22,Left Winger,2000000,summer,Ligue 1,2021
192,81,Germany,74,79,Right,2022,43,35,77,66,35,42,39,26,68,58,54,65,54,72,51,48,75,62,77,29,69,74,29,53,38,63,70,77,75,10,13,13,15,14,26,Centre-Back,5500000,winter,1 Bundesliga,2021
177,69,Finland,74,76,Left,2022,76,47,56,70,54,68,73,67,67,66,72,75,72,69,72,75,72,89,69,65,73,71,52,62,44,68,32,73,70,7,10,8,10,8,27,Left-Back,1000000,summer,Ligue 1,2021
