height_cm,weight_kg,nationality,overall,potential,preferred_foot,contract_valid_until,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,age_y,position,fee,window,league,season
173,64,Portugal,81,88,Left,2020.0,76,74,51,81,65,83,75,63,76,82,82,77,85,83,81,69,53,75,54,58,58,49,76,82,64,79,46,44,35,9,10,14,12,9,22,Attacking Midfield,50000000,summer,Premier League,2017
180,72,Burkina Faso,75,85,Left,2017.0,69,74,55,73,76,77,75,65,69,83,86,84,82,75,74,78,68,73,71,76,69,39,72,74,66,67,30,26,23,11,7,7,13,12,21,Right Winger,10000000,summer,Ligue 1,2017
194,83,Belgium,76,84,Right,2020.0,48,54,79,68,27,53,29,36,73,65,58,67,57,74,33,46,72,70,76,26,76,75,47,57,35,75,75,76,74,9,12,14,7,8,22,Centre-Back,4500000,summer,Super League 1,2017
175,70,France,86,86,Left,2018.0,75,65,73,84,72,73,65,52,79,79,79,79,77,86,79,74,83,94,78,66,85,87,70,77,56,85,83,85,83,8,11,5,10,14,30,Central Midfield,25000000,summer,Serie A,2017
184,76,South Africa,70,75,Right,2023.0,60,65,59,73,71,75,61,62,71,76,74,75,64,73,66,70,57,75,68,61,30,44,61,64,69,61,70,71,62,6,14,12,15,16,24,Central Midfield,2000000,summer,Ligue 1,2017
175,73,Spain,83,83,Right,2019.0,78,69,60,89,70,84,78,76,86,88,76,68,80,84,82,72,68,76,66,72,52,70,75,86,72,80,58,66,62,5,4,10,8,7,32,Central Midfield,6500000,summer,Serie A,2017
190,80,Netherlands,73,74,Left,2018.0,35,32,76,67,43,58,47,34,68,68,44,48,51,68,47,62,63,66,78,36,74,70,28,59,47,69,72,76,71,7,6,10,12,9,27,Centre-Back,3000000,summer,Serie A,2017
173,65,Spain,68,77,Right,2019.0,53,71,53,56,62,73,63,50,51,70,77,75,87,69,90,66,73,50,51,61,26,42,71,66,62,62,20,15,17,8,9,7,14,16,22,Centre-Forward,3000000,summer,Ligue 1,2017
173,66,Portugal,76,86,Right,2018.0,73,59,52,72,59,84,75,69,68,79,94,92,93,65,90,82,78,64,54,63,64,38,75,62,71,73,21,39,28,11,13,8,12,8,22,Left Winger,15000000,summer,1 Bundesliga,2017
179,75,Portugal,76,83,Right,2017.0,70,64,58,78,70,78,69,66,74,80,80,78,82,74,80,72,72,76,55,68,60,68,72,74,66,69,58,66,62,12,14,15,8,14,22,Attacking Midfield,9700000,summer,Liga Portugal,2017
185,80,Netherlands,78,82,Left,2017.0,71,40,73,69,34,53,30,38,69,64,58,63,53,70,64,56,58,73,85,40,86,76,42,35,38,66,78,82,78,11,9,7,15,6,25,Centre-Back,7700000,summer,Premier League,2017
178,72,Brazil,81,83,Right,2017.0,78,53,60,75,71,81,69,59,66,80,91,93,83,77,83,87,69,93,69,76,70,77,74,63,59,77,73,77,79,7,11,14,8,7,27,Right-Back,12500000,summer,Serie A,2017
182,74,Argentina,72,79,Right,2017.0,54,61,58,81,56,74,35,39,71,72,75,74,69,68,66,75,64,59,60,64,76,66,64,72,70,59,58,65,64,12,9,12,9,13,24,Defensive Midfield,1250000,summer,Serie A,2017
170,64,Netherlands,71,74,Right,2018.0,55,75,46,63,69,74,73,71,55,71,82,81,77,68,84,80,73,78,54,73,76,37,75,67,55,61,41,43,35,7,16,6,11,11,26,Centre-Forward,1000000,summer,Eredivisie,2017
188,81,Turkey,79,79,Right,,68,82,72,66,77,69,66,75,60,65,83,82,72,81,48,85,66,68,77,73,85,33,86,62,79,65,20,29,26,14,15,11,8,12,32,Centre-Forward,4000000,summer,Super Lig,2017
184,73,Spain,74,83,Right,2017.0,75,71,55,74,52,78,77,64,64,77,78,79,66,63,62,65,57,65,53,66,33,18,66,70,63,32,24,28,21,6,8,10,12,10,23,Left Winger,3000000,summer,Laliga,2017
182,81,Brazil,61,69,Right,2017.0,72,37,60,70,48,71,63,49,58,73,77,76,74,66,73,55,73,68,74,39,65,59,45,39,42,56,62,68,67,13,11,12,15,13,23,Attacking Midfield,2500000,summer,Jupiler Pro League,2017
176,76,Mexico,72,73,Right,2020.0,67,70,74,71,71,72,64,55,66,70,72,72,70,75,65,76,81,84,81,72,70,69,77,68,62,72,61,69,64,14,12,9,6,12,27,Attacking Midfield,3000000,summer,Scottish Premiership,2017
187,90,Sweden,71,77,Left,2019.0,50,70,73,59,64,66,42,31,46,75,78,80,63,60,46,75,70,52,90,59,33,13,62,59,57,56,17,26,16,9,12,9,15,13,21,Right Winger,1000000,summer,Allsvenskan,2017
180,80,Germany,61,78,Right,2018.0,40,64,60,59,44,57,45,33,37,60,66,60,64,58,72,58,66,60,66,57,50,23,57,49,63,55,19,26,16,8,13,16,11,8,20,Centre-Forward,1000000,winter,1 Bundesliga,2017
173,66,Turkey,68,83,Left,2021.0,57,66,58,68,53,67,54,45,63,66,76,77,73,71,72,67,53,74,58,44,27,29,66,64,64,61,24,33,30,9,13,7,9,8,20,Right Winger,14250000,summer,Serie A,2017
183,78,Turkey,78,82,Right,2019.0,64,77,82,70,75,72,72,73,60,75,75,75,76,78,66,80,80,74,80,73,66,31,82,61,75,72,13,34,15,12,14,12,12,9,26,Centre-Forward,22500000,winter,Premier League,2017
170,65,Uruguay,68,75,Right,2017.0,56,52,36,66,51,73,47,55,56,72,86,90,81,60,74,60,57,71,64,64,42,15,59,62,53,59,14,18,12,11,6,7,5,13,24,Attacking Midfield,2500000,summer,Serie A,2017
172,72,DR Congo,56,70,Right,2019.0,59,56,37,46,50,61,46,41,42,60,71,75,60,43,71,62,50,37,56,42,32,23,44,49,50,53,26,27,26,11,14,7,10,7,22,Right Winger,6000000,summer,1 Bundesliga,2017
178,68,Zambia,73,76,Right,2017.0,68,60,55,69,47,77,61,60,60,73,82,87,82,60,83,61,81,83,71,52,61,34,69,69,59,57,42,53,46,9,16,7,15,10,26,Left Winger,1000000,summer,Super Lig,2017
191,95,New Zealand,72,75,Right,2019.0,41,72,73,64,62,65,63,54,48,68,62,68,50,67,50,80,60,70,83,73,70,40,72,47,74,68,32,30,29,14,16,16,7,16,25,Centre-Forward,16400000,summer,Premier League,2017
172,68,Ghana,76,81,Left,2017.0,67,65,50,77,58,81,70,44,66,76,94,89,88,75,92,72,67,56,45,66,49,35,74,70,73,57,29,39,37,13,12,12,10,9,25,Left Winger,7500000,summer,Premier League,2017
185,74,Switzerland,57,66,Right,2019.0,32,69,60,39,45,50,34,28,31,47,71,62,57,48,59,50,62,57,56,54,31,10,54,46,63,51,11,11,13,12,13,13,12,6,23,Right Midfield,1500000,summer,Super League,2017
195,88,Romania,77,77,Right,2019.0,13,15,15,37,11,16,11,11,37,19,50,47,59,74,42,14,64,42,68,12,33,26,13,35,16,35,16,15,12,74,75,74,79,78,31,Goalkeeper,2500000,summer,Ligue 1,2017
170,65,France,72,84,Right,2020.0,57,77,64,67,73,71,63,55,61,68,82,81,90,68,81,71,45,67,43,63,35,25,77,62,64,69,20,15,21,12,7,14,10,15,21,Centre-Forward,3500000,summer,Ligue 1,2017
181,78,France,78,86,Right,2020.0,66,73,82,77,62,70,66,73,80,76,72,73,72,80,73,80,89,80,78,72,81,77,78,75,70,73,74,77,72,7,10,14,9,14,22,Central Midfield,41500000,summer,1 Bundesliga,2017
178,65,Spain,78,81,Right,2017.0,74,68,47,73,66,83,72,64,63,82,94,91,83,74,75,81,72,75,55,67,48,26,72,69,56,65,19,23,19,15,12,9,7,13,25,Left Winger,4000000,summer,Laliga,2017
183,77,Italy,76,83,Right,2019.0,73,22,63,71,29,76,59,37,55,74,76,79,60,68,60,68,68,73,80,30,68,77,64,55,27,55,77,76,79,8,9,5,7,11,24,Centre-Back,2870000,summer,Liga Portugal,2017
188,86,Canada,72,81,Left,2023.0,35,70,73,62,55,60,33,22,21,66,69,77,51,64,55,83,64,55,81,65,64,22,77,53,58,62,25,18,20,12,9,8,12,7,22,Centre-Forward,1850000,winter,Super Lig,2017
189,78,France,78,78,Right,2018.0,66,80,77,72,80,78,69,66,58,80,68,78,68,76,58,78,72,69,76,66,66,25,80,69,73,75,16,24,20,9,5,13,8,12,34,Second Striker,3200000,summer,Serie A,2017
180,72,Japan,67,83,Right,2020.0,60,57,48,65,38,70,56,50,55,68,83,79,84,64,64,44,58,66,70,51,48,28,58,66,53,60,33,40,41,6,10,11,6,11,20,Attacking Midfield,1600000,summer,1 Bundesliga,2017
181,70,Brazil,76,84,Left,2021.0,77,62,60,72,52,80,68,47,69,76,90,89,82,76,64,72,59,78,67,61,76,69,77,66,42,67,69,74,71,7,11,7,9,9,23,Left-Back,21000000,summer,Serie A,2017
182,75,Russia,69,75,Right,2023.0,60,60,51,75,46,72,53,53,67,73,78,71,74,59,75,65,60,70,75,50,70,68,60,61,61,63,68,62,63,15,16,13,7,8,24,Central Midfield,4000000,summer,Premier Liga,2017
181,78,France,71,71,Right,2017.0,52,49,73,69,46,57,59,30,70,67,54,57,62,70,65,57,76,77,73,43,74,74,39,58,33,71,66,71,70,16,10,15,14,7,28,Centre-Back,2500000,summer,Jupiler Pro League,2017
176,65,Spain,77,85,Right,2017.0,70,63,37,79,57,84,67,61,68,81,69,66,72,74,73,48,55,58,49,58,76,54,73,80,55,71,40,57,55,12,15,16,7,13,20,Central Midfield,16500000,summer,Laliga,2017
168,65,Spain,74,77,Right,2017.0,63,69,47,76,62,80,83,79,70,84,78,75,88,70,90,59,78,59,58,68,48,33,61,72,70,61,26,28,23,12,8,10,13,12,26,Defensive Midfield,1000000,summer,Laliga,2017
184,78,Brazil,80,83,Right,2021.0,74,61,68,78,72,73,74,76,69,79,77,82,75,79,66,85,75,83,79,72,74,81,75,62,67,67,75,81,82,14,5,15,14,5,26,Centre-Back,30000000,summer,Premier League,2017
187,85,Germany,72,77,Right,2018.0,76,39,66,69,48,73,64,49,68,74,76,78,73,64,63,57,82,78,80,44,67,60,63,58,40,49,68,71,73,15,15,12,6,6,23,Right-Back,1000000,summer,1 Bundesliga,2017
177,70,England,80,83,Right,2021.0,64,61,61,82,61,73,70,65,84,80,68,68,69,79,78,76,56,80,74,73,72,76,74,78,53,78,70,78,75,12,6,8,9,12,27,Central Midfield,37900000,summer,Premier League,2017
180,75,Italy,68,77,Right,2017.0,25,23,69,51,34,44,22,21,47,56,68,67,61,52,64,58,88,58,67,40,65,69,22,32,36,60,68,70,67,3,3,3,3,3,22,Centre-Back,4500000,summer,Serie A,2017
182,70,Italy,77,83,Right,2020.0,77,62,60,71,68,72,65,59,65,72,79,85,75,72,77,74,69,87,65,70,70,71,70,64,59,70,75,75,79,11,9,8,6,11,25,Right Midfield,25000000,summer,Premier League,2017
192,82,Germany,73,83,Right,2020.0,40,73,69,60,65,69,58,29,45,72,68,75,64,75,63,73,71,76,75,63,74,23,75,58,59,61,25,27,17,12,11,7,11,14,22,Centre-Forward,8000000,summer,1 Bundesliga,2017
187,83,Colombia,71,83,Right,2021.0,36,22,72,64,28,40,22,27,62,57,68,76,63,66,55,64,74,69,85,26,74,60,31,44,44,56,69,74,70,9,7,10,6,15,21,Centre-Back,42000000,summer,Premier League,2017
179,70,Netherlands,80,84,Right,2019.0,63,78,75,82,80,73,62,44,70,83,72,73,67,83,63,79,85,88,74,74,76,67,82,77,77,75,58,71,56,12,6,13,16,10,24,Central Midfield,27000000,summer,Premier League,2017
185,72,Netherlands,78,83,Right,2020.0,58,66,65,78,72,73,74,71,71,82,66,71,72,77,64,82,70,91,69,84,76,62,67,83,69,74,55,70,54,16,8,16,9,6,25,Central Midfield,13000000,summer,Premier League,2017
185,80,Poland,65,79,Right,2017.0,52,66,63,63,55,64,50,32,59,63,74,75,69,57,62,61,63,78,70,53,60,42,61,61,69,57,17,13,17,15,13,9,9,11,20,Centre-Forward,4000000,summer,Serie A,2017
191,76,Switzerland,68,82,Right,2020.0,52,28,58,73,28,64,35,41,68,71,64,75,64,64,62,55,64,77,80,36,79,74,54,68,39,57,66,69,61,12,12,7,13,11,20,Defensive Midfield,12000000,summer,1 Bundesliga,2017
185,75,Netherlands,72,77,Right,2018.0,53,45,75,66,32,62,70,72,70,68,74,78,74,66,70,74,82,77,80,70,76,70,47,40,46,41,64,72,70,9,10,9,7,6,22,Centre-Back,5000000,summer,Eredivisie,2017
184,79,Senegal,76,78,Right,2018.0,58,78,77,62,70,72,53,62,52,75,78,79,73,74,62,72,80,70,79,64,67,37,80,56,73,69,24,23,22,12,10,9,13,16,28,Centre-Forward,10000000,winter,Ligue 1,2017
188,85,Spain,85,86,Right,2019.0,63,88,82,65,81,79,58,59,48,82,73,76,58,84,52,83,60,85,91,69,93,40,88,74,76,84,28,39,34,11,13,12,8,11,29,Centre-Forward,60000000,winter,Laliga,2017
184,86,Spain,66,78,Left,2019.0,66,25,68,55,22,48,32,34,61,57,66,69,52,56,45,35,70,69,74,24,75,59,41,39,42,52,61,70,63,7,7,8,8,12,22,Centre-Back,2000000,summer,Laliga,2017
185,74,Spain,78,86,Right,2017.0,55,39,73,74,31,51,30,35,69,74,60,63,53,76,52,45,69,73,72,37,75,82,43,51,53,55,77,80,81,8,12,11,9,7,23,Centre-Back,11000000,summer,Laliga,2017
168,64,Portugal,76,79,Right,2019.0,78,41,57,74,47,73,56,43,66,77,83,82,84,67,90,81,83,74,63,74,81,74,68,63,48,54,71,73,80,13,12,16,7,16,26,Right-Back,1250000,winter,Liga Portugal,2017
184,77,Switzerland,59,78,Right,2020.0,54,42,52,62,41,60,51,47,64,62,65,68,66,56,69,60,63,50,58,48,49,40,58,58,55,59,46,54,49,6,12,9,7,8,20,Central Midfield,2000000,summer,Super League,2017
187,77,Belgium,67,80,Left,2017.0,66,56,26,63,58,76,54,49,61,71,83,78,87,61,76,63,68,54,35,62,28,23,51,57,45,56,12,21,23,9,7,14,11,12,20,Right Winger,2600000,winter,Jupiler Pro League,2017
177,75,Brazil,74,79,Left,2018.0,78,46,57,75,51,78,75,63,66,78,77,79,77,71,79,72,73,75,62,61,70,59,70,65,46,74,68,64,65,15,8,13,10,9,19,Right-Back,2000000,winter,Premier Liga Ukr,2017
183,75,Germany,75,80,Right,2019.0,40,58,72,76,45,68,51,46,73,76,65,66,66,71,68,60,82,76,68,63,82,75,46,68,47,67,67,76,67,6,11,9,10,7,23,Defensive Midfield,2000000,summer,1 Bundesliga,2017
184,73,Croatia,75,77,Right,2017.0,58,81,68,69,77,68,74,74,57,73,67,63,70,79,61,70,56,63,68,71,64,22,80,66,77,71,15,28,30,12,12,16,13,12,27,Centre-Forward,3100000,summer,Jupiler Pro League,2017
188,83,Brazil,78,86,Left,2020.0,20,14,14,15,18,21,12,20,25,30,57,58,36,78,28,42,50,31,69,18,27,25,16,61,17,31,9,15,8,80,72,80,75,82,23,Goalkeeper,40000000,summer,Premier League,2017
188,82,Italy,72,79,Right,2019.0,27,22,72,55,26,48,29,33,56,59,51,65,45,67,34,55,80,65,79,41,72,70,13,19,34,42,74,73,70,9,12,7,15,15,23,Centre-Back,4000000,summer,Serie A,2017
187,86,Mexico,72,72,Right,2020.0,51,73,76,72,65,60,60,51,51,74,51,62,43,69,34,76,67,71,87,62,72,43,71,66,71,70,26,34,24,10,6,12,15,11,28,Centre-Forward,1700000,summer,Scottish Premiership,2017
191,83,Switzerland,68,68,Right,2018.0,11,12,12,39,22,11,11,14,34,22,46,47,38,59,45,25,66,31,62,11,45,24,11,47,22,67,13,12,11,69,69,65,66,71,32,Goalkeeper,2300000,summer,Premier League,2017
179,77,Netherlands,76,76,Right,2018.0,66,65,50,72,70,86,78,52,61,79,92,88,87,72,81,78,68,74,64,70,66,32,72,67,65,71,22,32,30,11,13,6,15,8,30,Left Winger,1100000,summer,Super Lig,2017
174,70,Russia,72,84,Left,2020.0,69,41,57,62,35,73,40,41,58,66,92,91,72,63,80,30,71,72,55,33,45,61,61,67,39,73,74,74,75,13,6,15,7,13,22,Left-Back,4500000,winter,Premier Liga,2017
179,78,Argentina,60,74,Right,2017.0,42,52,48,60,37,63,39,38,54,57,67,70,61,60,62,48,58,73,69,60,49,55,61,57,38,44,55,57,54,16,15,6,16,9,20,Defensive Midfield,4600000,summer,Laliga,2017
183,70,Argentina,67,80,Right,2021.0,45,28,61,53,36,60,36,34,47,58,71,69,57,62,61,40,70,56,70,25,64,64,45,31,42,44,73,68,67,6,11,12,14,8,21,Centre-Back,16000000,summer,Premier Liga,2017
