height_cm,weight_kg,nationality,overall,potential,preferred_foot,contract_valid_until,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,age_y,position,fee,window,league,season
193,75,Netherlands,59,78,Right,2025,10,8,15,35,6,15,11,15,30,18,42,52,32,49,35,42,65,21,62,7,17,19,4,27,21,22,11,17,14,67,58,56,46,65,18,Goalkeeper,2300000,summer,Jupiler Pro League,2020
174,72,Brazil,81,86,Right,2025,74,76,45,75,71,87,76,56,67,81,89,84,87,81,84,75,61,75,60,75,43,36,83,75,64,79,84,33,29,13,16,15,14,15,24,Left Winger,20000000,summer,Liga Portugal,2020
183,77,Portugal,78,91,Left,2025,69,73,66,71,66,85,84,56,67,83,81,78,83,79,67,74,63,77,71,74,53,32,74,75,67,84,15,34,32,5,9,6,15,7,20,Left Winger,30940000,summer,Laliga,2020
172,63,Brazil,78,88,Left,2025,64,70,45,73,64,84,74,75,62,84,92,89,92,74,85,69,57,77,54,70,66,39,75,77,65,77,68,37,21,9,10,14,8,13,20,Right Winger,15750000,summer,Eredivisie,2020
172,65,Brazil,75,84,Left,2025,66,65,60,74,67,81,77,67,67,76,86,81,87,76,80,74,58,71,57,71,42,26,70,75,67,81,77,36,20,8,8,6,14,9,22,Right Winger,18000000,summer,Liga Portugal,2020
179,74,Brazil,74,75,Right,2025,74,52,64,72,38,71,42,65,64,70,78,73,74,69,74,62,62,72,68,56,75,74,71,68,51,70,55,76,73,8,14,15,10,13,27,Right-Back,3000000,summer,Liga Portugal,2020
193,87,Brazil,73,87,Right,2025,32,79,75,72,69,72,67,40,36,71,73,71,63,60,62,75,64,68,63,71,29,16,79,59,69,67,35,20,19,13,11,6,14,7,20,Centre-Forward,8800000,summer,Liga Portugal,2020
190,85,Brazil,72,83,Right,2025,55,53,68,72,33,66,34,28,74,68,66,74,62,73,72,67,60,71,75,65,71,72,45,70,42,73,46,73,69,11,9,12,6,8,21,Centre-Back,8000000,summer,Premier Liga,2020
185,69,Brazil,72,80,Right,2025,59,44,72,68,46,62,58,43,67,64,69,74,69,70,63,57,75,62,69,47,70,75,53,56,49,71,51,72,71,10,12,10,9,14,22,Centre-Back,8000000,summer,Ligue 1,2020
179,70,Brazil,68,77,Left,2025,60,50,60,78,43,64,73,70,70,69,75,69,72,60,72,60,52,79,33,58,42,68,66,71,48,66,69,61,58,11,15,9,6,8,23,Left-Back,8000000,summer,Ligue 1,2020
177,67,Spain,63,72,Left,2025,66,54,36,72,35,63,68,37,69,65,59,68,61,43,74,51,62,54,48,59,49,26,55,68,43,66,42,37,44,7,8,6,14,13,20,Attacking Midfield,2500000,summer,Laliga,2020
187,76,Turkey,73,77,Right,2025,62,52,68,74,58,66,66,49,73,72,69,68,71,70,66,72,70,80,72,68,72,73,64,67,49,70,71,73,67,13,15,9,8,7,22,Defensive Midfield,2500000,winter,Super Lig,2020
182,78,Trinidad and Tobago,76,80,Left,2025,70,70,61,70,62,85,79,70,65,85,88,86,79,60,80,70,84,70,80,70,50,30,63,73,30,62,31,30,28,10,10,10,9,10,22,Centre-Forward,2200000,summer,Super League 1,2020
183,77,Italy,66,79,Right,2025,64,61,50,75,47,69,56,54,70,69,65,67,59,61,58,66,54,53,67,45,54,53,72,67,68,65,45,57,55,8,8,9,15,14,20,Central Midfield,12000000,winter,Serie A,2020
192,80,Czech Republic,71,81,Right,2025,14,9,13,20,9,6,14,12,20,14,18,27,54,68,27,44,31,17,60,6,18,13,5,34,14,25,11,10,12,70,70,58,69,74,21,Goalkeeper,1200000,summer,Liga Portugal,2020
182,70,Turkey,65,78,Left,2025,41,28,67,65,35,59,46,30,64,63,69,66,68,59,62,47,82,57,60,28,61,63,30,43,41,61,68,69,65,7,11,5,7,8,17,Centre-Back,2500000,summer,Super Lig,2020
179,67,Serbia,70,76,Right,2025,58,66,41,62,58,76,65,67,52,69,84,84,91,64,78,65,52,80,51,68,41,35,69,68,61,67,39,35,38,14,11,11,14,7,22,Left Winger,1000000,winter,Allsvenskan,2020
189,80,Israel,65,72,Right,2025,56,65,60,62,62,72,57,55,47,67,73,75,71,57,48,68,72,62,72,57,52,16,62,60,67,69,13,18,15,7,12,10,7,7,21,Centre-Forward,1500000,winter,Jupiler Pro League,2020
183,79,Burundi,71,80,Right,2025,56,44,70,72,49,70,57,59,66,70,70,77,64,65,62,60,76,75,78,41,66,71,55,59,57,69,64,73,71,12,9,12,12,6,22,Defensive Midfield,2150000,winter,Super Lig,2020
187,88,Portugal,79,79,Left,2025,66,81,83,69,79,74,80,44,45,79,66,67,66,80,71,80,82,83,84,69,76,39,84,73,68,78,45,37,29,11,14,8,15,11,28,Centre-Forward,16000000,winter,Liga Portugal,2020
174,72,Netherlands,82,82,Right,2024,80,80,60,79,69,84,75,76,73,81,90,91,85,80,78,82,81,80,60,79,65,37,77,82,74,78,77,38,36,10,13,6,7,13,29,Left Winger,8500000,winter,Premier Liga,2020
178,77,England,79,85,Left,2024,77,43,68,73,42,78,65,66,69,79,79,78,70,76,72,69,81,87,68,38,74,76,68,64,52,73,33,78,81,10,7,14,7,10,23,Left-Back,50200000,summer,Premier League,2020
192,86,Czech Republic,79,85,Right,2024,69,67,79,78,59,73,63,53,74,75,66,73,66,76,60,70,70,91,83,70,73,81,71,70,72,75,45,79,78,11,13,5,6,8,25,Defensive Midfield,16200000,summer,Premier League,2020
175,69,Senegal,75,85,Right,2024,68,68,62,69,56,78,62,42,65,76,93,93,90,71,83,72,92,88,54,66,46,48,69,66,59,74,33,32,50,10,8,11,11,12,21,Right Winger,16700000,winter,Ligue 1,2020
180,72,Colombia,75,78,Left,2024,72,48,59,69,31,69,46,42,65,71,88,85,74,73,66,45,71,86,66,60,65,71,58,62,46,55,65,75,74,13,11,15,12,6,27,Left-Back,3000000,winter,Liga Portugal,2020
180,70,Romania,74,85,Right,2024,62,65,53,74,54,76,80,65,72,74,83,80,84,69,69,67,35,85,67,70,57,32,64,74,64,70,14,31,33,6,9,16,15,13,21,Attacking Midfield,3500000,summer,Scottish Premiership,2020
185,78,Nigeria,74,85,Right,2024,64,75,75,66,66,68,59,39,49,71,78,90,74,68,68,73,81,75,77,71,71,29,72,62,67,68,67,36,13,14,14,10,9,6,21,Centre-Forward,75000000,summer,Serie A,2020
191,84,Russia,70,80,Right,2024,11,9,14,26,5,11,14,11,18,20,30,28,55,74,35,46,52,25,59,9,28,10,5,43,15,38,73,13,13,68,66,61,72,71,23,Goalkeeper,1000000,summer,Liga Portugal,2020
194,85,Poland,67,74,Left,2024,29,19,63,64,24,45,31,25,62,55,34,34,33,59,51,34,63,62,82,26,65,65,23,58,30,70,69,69,65,5,12,7,6,13,24,Centre-Back,1400000,summer,Eredivisie,2020
189,78,Denmark,65,74,Right,2024,45,31,65,57,25,44,49,53,58,54,63,62,57,58,62,45,67,62,76,28,71,64,38,52,35,60,16,64,61,15,10,12,11,14,24,Centre-Back,1850000,summer,Supersport Hnl,2020
189,78,Denmark,60,73,Right,2024,26,22,60,56,28,37,24,21,42,42,56,55,45,46,54,44,62,62,70,22,54,56,25,28,31,42,54,61,59,9,9,8,8,14,21,Centre-Back,1600000,winter,Premier League,2020
186,82,Portugal,80,86,Right,2024,34,29,82,71,30,57,33,26,58,63,63,64,48,76,56,74,77,86,79,22,92,76,39,34,45,79,84,83,77,7,8,13,7,12,23,Centre-Back,71600000,summer,Premier League,2020
191,80,Spain,68,78,Right,2024,12,6,11,25,6,8,11,12,22,11,24,30,32,54,22,48,37,42,58,7,24,11,11,52,18,42,10,13,15,70,68,64,67,69,22,Goalkeeper,2500000,summer,1 Bundesliga,2020
173,58,Portugal,66,79,Right,2024,48,55,34,66,58,68,70,67,65,67,65,66,73,63,78,72,43,66,31,61,37,34,62,69,56,71,18,48,47,15,11,15,7,8,22,Right Winger,13500000,summer,Liga Portugal,2020
166,60,Paraguay,75,82,Right,2024,59,45,55,77,33,67,43,40,73,73,70,68,86,77,88,59,77,85,31,61,81,73,65,69,51,75,39,79,77,9,12,11,13,7,24,Defensive Midfield,2900000,summer,Ligue 1,2020
182,71,England,75,80,Right,2024,69,75,66,70,68,78,51,42,66,73,87,90,69,64,64,73,68,67,72,70,45,22,74,68,59,69,78,14,19,6,10,6,8,16,22,Left Winger,6300000,summer,Ligue 1,2020
178,65,Jamaica,72,73,Right,2024,67,73,74,70,64,71,69,63,59,72,77,80,82,67,76,76,80,65,58,69,60,50,76,69,75,70,53,49,53,14,14,12,11,13,27,Centre-Forward,5000000,summer,Scottish Premiership,2020
196,83,Croatia,69,77,Right,2024,14,8,11,25,8,11,12,12,21,17,31,22,22,66,24,50,35,20,59,5,26,10,6,27,19,24,66,11,12,66,69,67,68,70,24,Goalkeeper,3500000,summer,Laliga,2020
175,65,Poland,68,83,Right,2024,68,39,54,66,32,66,62,38,58,69,85,78,64,61,83,45,60,74,56,37,68,62,62,64,44,66,20,62,60,6,5,15,12,12,19,Left-Back,3900000,summer,Premier League,2020
182,77,DR Congo,68,80,Right,2024,62,70,61,60,71,72,58,53,42,67,78,77,81,56,66,68,76,63,68,63,46,16,71,62,67,76,10,15,13,7,15,6,14,11,20,Left Winger,2840000,summer,Jupiler Pro League,2020
183,76,Poland,68,73,Right,2024,40,56,49,67,58,61,58,42,63,66,70,65,64,68,64,66,39,86,68,62,82,60,55,62,48,62,27,66,63,15,14,16,14,10,25,Defensive Midfield,1300000,summer,Super League 1,2020
194,91,Russia,67,74,Right,2024,29,26,66,63,44,55,34,63,53,64,49,51,48,68,45,67,62,77,88,68,66,65,55,40,47,53,64,65,63,9,6,11,7,7,25,Centre-Back,1000000,summer,Premier Liga,2020
191,84,Poland,66,81,Right,2024,31,68,67,59,62,59,45,32,33,65,73,64,51,58,64,69,73,73,79,56,60,24,66,44,59,62,68,40,43,14,13,6,13,13,18,Centre-Forward,5000000,summer,1 Bundesliga,2020
179,73,Belarus,66,77,Left,2024,51,66,71,65,55,68,56,50,58,66,69,70,71,62,68,64,66,59,65,69,30,11,61,50,71,55,45,19,20,6,10,10,7,7,22,Centre-Forward,1500000,summer,Premier Liga,2020
178,75,Ecuador,66,75,Right,2024,60,56,40,62,48,67,50,42,54,64,83,84,79,57,63,55,61,84,65,48,33,34,60,50,58,64,60,46,44,14,12,11,13,7,22,Right-Back,3000000,winter,Jupiler Pro League,2020
175,76,England,61,81,Left,2024,44,64,54,59,55,64,50,43,52,63,70,65,68,57,69,64,53,58,53,59,42,16,62,51,57,55,61,17,16,6,13,6,10,12,18,Centre-Forward,1000000,summer,Premier League,2020
179,70,Italy,58,77,Right,2024,52,38,42,63,38,60,65,64,62,60,62,59,70,58,73,55,60,48,42,46,67,52,49,63,51,57,56,55,54,9,12,11,9,10,19,Defensive Midfield,26000000,winter,Serie A,2020
182,75,Uruguay,58,73,Left,2024,64,49,39,59,39,60,41,38,56,63,72,78,76,57,61,49,55,73,56,49,35,52,65,53,42,50,51,57,52,6,10,16,8,13,19,Defensive Midfield,9100000,winter,Liga Portugal,2020
180,82,Chile,57,79,Right,2024,48,51,41,62,35,57,37,40,55,60,63,64,65,46,60,45,51,65,57,53,36,25,46,61,43,48,30,38,35,6,9,5,12,8,18,Attacking Midfield,1590000,summer,Serie A,2020
178,73,Ecuador,56,71,Right,2024,34,47,40,62,30,50,30,39,49,63,61,61,63,51,69,45,62,72,58,51,58,60,54,54,39,47,52,45,52,15,6,13,9,13,19,Defensive Midfield,28200000,winter,Premier League,2020
193,87,Spain,75,78,Left,2024,32,38,82,69,28,41,27,30,63,60,54,51,49,74,37,53,75,72,86,40,80,72,34,37,31,67,58,74,70,6,14,7,13,12,26,Centre-Back,6000000,summer,Premier League,2020
177,73,Angola,75,78,Left,2024,71,53,55,68,70,73,64,48,60,71,82,87,74,71,73,73,85,84,70,66,71,74,67,62,52,70,73,72,70,8,7,15,7,8,25,Left-Back,6000000,summer,Jupiler Pro League,2020
188,81,Croatia,72,72,Right,2024,47,76,74,63,70,66,52,38,42,67,68,73,67,73,59,70,72,79,77,71,71,28,77,63,74,68,32,31,20,16,7,12,7,10,27,Centre-Forward,3000000,summer,Super League 1,2020
177,69,Senegal,74,74,Right,2024,75,67,66,76,59,75,68,44,70,73,76,75,74,73,75,78,74,84,63,69,74,69,75,72,67,73,66,67,68,9,15,14,8,12,28,Right-Back,8000000,summer,1 Bundesliga,2020
176,70,Croatia,70,71,Right,2024,50,60,52,75,49,68,58,52,70,71,75,68,71,64,78,57,59,85,66,70,72,59,62,74,50,64,64,69,54,14,11,14,9,9,25,Attacking Midfield,1500000,winter,Eredivisie,2020
187,80,Brazil,77,77,Left,2024,32,29,82,57,33,41,38,34,50,53,66,66,50,75,53,53,86,76,81,22,81,77,27,40,45,78,79,79,79,14,7,14,9,13,29,Centre-Back,3200000,summer,Super Lig,2020
185,77,Ghana,82,85,Right,2023,66,68,68,84,53,79,68,58,80,81,70,75,70,81,50,83,83,91,81,80,82,79,73,78,49,75,38,83,81,11,13,9,9,7,27,Defensive Midfield,50000000,summer,Premier League,2020
172,69,Argentina,81,81,Left,2023,87,66,63,78,68,87,87,78,76,85,78,75,83,80,86,83,69,90,81,84,88,76,77,82,74,87,40,80,75,8,14,13,13,14,28,Left-Back,11250000,summer,Laliga,2020
180,66,England,80,81,Right,2023,61,83,78,72,72,78,63,45,62,77,84,89,75,78,73,77,73,75,75,69,73,40,83,72,78,79,67,39,25,10,15,8,10,6,28,Centre-Forward,22250000,summer,Premier League,2020
171,61,Italy,80,80,Left,2023,82,67,42,79,74,81,84,84,76,83,87,85,92,78,90,81,51,70,46,77,48,36,76,80,68,78,53,48,60,12,10,7,15,9,28,Attacking Midfield,22000000,summer,Serie A,2020
185,74,Cameroon,79,81,Right,2023,74,81,74,69,72,78,66,63,58,79,79,79,75,76,71,80,68,69,76,72,48,28,81,65,69,77,14,14,18,10,12,12,8,14,27,Centre-Forward,11500000,summer,Ligue 1,2020
181,75,Slovakia,77,83,Right,2023,64,79,52,77,71,80,77,77,71,81,70,68,77,75,75,76,70,75,55,68,60,26,77,75,56,81,41,66,58,15,12,14,16,10,25,Attacking Midfield,7000000,summer,1 Bundesliga,2020
197,86,Senegal,77,80,Right,2023,10,5,10,20,9,13,13,14,22,11,36,33,48,76,27,53,39,35,67,9,22,13,6,37,13,56,72,11,13,77,73,70,76,78,28,Goalkeeper,24000000,summer,Premier League,2020
170,62,Germany,77,79,Right,2023,73,65,45,78,66,84,77,70,72,79,88,77,90,74,89,70,65,76,46,62,71,52,68,75,61,72,79,55,55,15,11,6,14,16,26,Attacking Midfield,7000000,summer,1 Bundesliga,2020
183,76,Italy,76,86,Left,2023,65,59,65,78,55,76,66,57,76,76,52,63,72,74,74,70,67,76,75,69,67,75,62,76,52,69,76,75,69,13,14,9,14,16,23,Defensive Midfield,15000000,summer,Serie A,2020
176,70,Kosovo,75,76,Right,2023,63,66,42,73,68,77,72,66,71,78,82,76,83,73,69,76,79,86,71,73,81,56,72,76,69,78,40,56,54,6,14,15,15,13,27,Central Midfield,4500000,summer,Ligue 1,2020
183,78,Switzerland,74,82,Right,2023,59,76,71,62,70,69,59,33,57,70,76,80,70,68,67,77,89,74,79,60,62,16,74,65,56,80,29,19,17,13,9,6,12,16,23,Centre-Forward,5500000,summer,Scottish Premiership,2020
177,70,Northern Ireland,72,83,Left,2023,64,50,54,65,39,70,56,40,61,69,78,80,74,67,74,60,72,86,61,44,51,69,70,54,38,79,72,73,68,14,7,5,5,13,22,Left-Back,16500000,summer,Premier League,2020
188,77,Paraguay,72,82,Left,2023,62,58,71,70,47,62,52,41,72,63,59,65,51,70,50,63,78,78,84,59,64,76,68,47,45,55,71,67,70,7,13,14,13,15,23,Centre-Back,4000000,summer,1 Bundesliga,2020
175,68,Greece,72,78,Left,2023,70,50,52,68,40,71,72,66,65,68,89,86,77,66,74,68,75,79,65,62,72,65,70,64,55,67,55,69,68,8,12,8,13,10,24,Left-Back,13000000,summer,Premier League,2020
188,81,Italy,72,76,Right,2023,22,18,68,58,17,50,20,17,52,52,61,59,54,71,48,23,75,63,78,16,67,69,12,20,19,59,48,77,74,9,14,8,6,11,26,Centre-Back,5000000,summer,Serie A,2020
183,74,England,71,82,Right,2023,47,35,64,69,40,60,39,33,63,67,72,76,67,68,68,53,79,73,81,55,70,66,46,56,44,68,72,69,70,7,6,12,14,11,22,Centre-Back,27500000,summer,Premier League,2020
183,77,Croatia,71,80,Right,2023,65,66,67,74,64,71,60,70,79,75,71,68,67,67,56,83,47,77,72,72,60,66,65,73,68,74,10,66,68,9,9,10,13,11,22,Defensive Midfield,8500000,summer,Premier Liga,2020
180,79,Turkey,71,78,Right,2023,67,56,43,74,53,76,55,52,65,75,71,65,77,70,76,54,56,66,67,43,54,29,64,75,51,66,18,34,46,11,12,11,13,13,22,Central Midfield,2500000,summer,Super Lig,2020
180,70,France,70,79,Right,2023,74,69,57,64,60,74,53,42,55,71,82,76,74,63,69,69,77,62,45,69,35,21,68,61,68,52,26,16,15,10,15,7,14,15,23,Right Winger,5000000,summer,Ligue 1,2020
179,68,France,69,80,Right,2023,50,47,59,69,36,63,52,39,68,65,76,66,73,64,78,55,61,73,59,54,78,70,57,67,64,58,43,68,67,8,9,8,14,6,21,Defensive Midfield,12000000,summer,Premier League,2020
176,72,Nigeria,69,79,Right,2023,61,63,41,58,48,74,61,36,47,69,93,83,92,59,88,65,51,75,59,59,40,31,64,60,49,63,37,37,31,14,7,6,7,11,22,Left Winger,11500000,summer,Premier Liga,2020
174,64,Mexico,68,78,Left,2023,67,44,65,65,38,66,62,39,64,62,83,79,78,62,79,58,65,82,57,47,57,64,62,58,46,58,43,65,64,8,14,6,10,6,21,Left-Back,3500000,summer,Jupiler Pro League,2020
186,75,Italy,68,74,Right,2023,63,49,59,74,39,67,50,42,72,70,62,54,62,66,68,57,62,61,63,46,61,55,67,71,49,57,55,58,58,10,14,10,9,15,25,Defensive Midfield,1500000,summer,Serie A,2020
185,75,South Africa,65,83,Right,2023,38,65,58,59,61,64,44,44,45,67,75,71,56,55,66,75,61,55,66,55,54,24,61,58,65,49,14,33,31,5,6,10,9,12,19,Centre-Forward,1200000,summer,Liga Portugal,2020
196,86,Switzerland,65,74,Right,2023,26,67,73,51,57,59,41,34,31,61,52,57,45,62,43,65,69,77,88,54,60,24,67,53,57,54,62,26,27,11,14,13,14,15,24,Centre-Forward,1390000,summer,Super Lig,2020
180,75,England,64,84,Right,2023,50,67,55,57,55,62,47,55,50,63,78,76,77,63,76,60,67,58,58,56,40,12,67,54,61,60,65,17,17,7,12,10,8,5,20,Centre-Forward,26000000,summer,Premier League,2020
180,72,Moldova,64,74,Left,2023,55,28,47,57,23,63,59,31,47,65,75,74,70,67,67,29,61,59,59,29,64,64,49,39,38,61,19,61,64,13,6,8,6,13,22,Left-Back,2000000,winter,Super League 1,2020
188,78,Poland,60,76,Right,2023,42,58,49,64,33,53,41,36,57,62,63,59,69,52,57,63,63,65,76,58,58,61,54,59,40,52,57,57,49,15,14,14,13,6,21,Central Midfield,11000000,summer,Premier League,2020
186,70,Denmark,58,75,Left,2023,28,23,52,54,22,31,21,24,50,53,41,61,50,50,61,35,72,59,63,22,49,54,23,27,32,51,53,59,56,9,13,6,11,7,19,Centre-Back,1300000,summer,1 Bundesliga,2020
175,74,Brazil,85,85,Right,2023,70,74,59,86,56,84,65,49,79,84,79,71,82,89,86,73,69,94,79,69,90,89,79,80,53,85,86,88,86,13,13,5,5,8,29,Defensive Midfield,24600000,summer,Premier League,2020
180,72,Brazil,79,89,Left,2023,68,75,56,78,70,84,80,73,76,80,75,77,74,80,68,77,81,84,71,74,80,58,81,74,75,82,10,65,56,14,9,12,11,11,23,Attacking Midfield,23440000,summer,Ligue 1,2020
184,88,Cape Verde,79,79,Left,2023,45,74,83,67,75,80,66,54,44,81,81,82,64,80,61,79,92,68,83,64,76,29,78,75,75,72,81,19,24,8,11,16,10,14,29,Centre-Forward,5500000,summer,Premier Liga,2020
180,66,Brazil,77,85,Right,2023,67,61,57,78,70,80,70,64,75,78,76,79,79,76,72,85,62,80,68,83,69,76,69,76,66,82,51,73,69,14,5,13,6,7,23,Central Midfield,20300000,summer,Premier Liga,2020
178,67,Brazil,75,84,Left,2023,75,63,56,73,68,81,76,70,61,79,84,78,77,76,76,77,56,74,55,66,56,53,74,72,65,80,75,37,33,7,13,8,10,6,23,Right Winger,5000000,summer,Liga Portugal,2020
190,77,Spain,74,81,Right,2023,49,59,75,75,46,62,58,52,72,72,65,55,65,72,39,67,43,78,76,65,66,78,53,62,57,72,72,74,64,13,14,7,12,16,26,Defensive Midfield,2000000,summer,Laliga,2020
184,76,Spain,74,78,Right,2023,76,73,47,76,56,76,70,68,71,75,71,80,71,69,57,70,68,60,65,71,45,39,69,68,47,61,72,39,42,9,12,14,14,10,25,Right Winger,2000000,summer,Laliga,2020
173,64,Norway,72,77,Left,2023,68,47,42,66,30,63,62,55,61,65,81,79,82,64,80,46,81,88,35,49,80,68,65,67,39,70,42,70,68,8,10,15,12,6,25,Left-Back,1000000,summer,Ligue 1,2020
175,70,Netherlands,70,86,Right,2023,69,48,50,68,38,76,64,47,54,75,92,89,88,61,89,51,71,74,64,47,66,60,59,63,39,74,71,67,65,12,7,8,13,14,20,Right-Back,11000000,winter,1 Bundesliga,2020
180,72,England,69,88,Right,2023,58,68,42,71,58,74,56,45,66,73,78,77,74,70,71,63,56,73,66,64,58,61,67,63,56,68,43,67,51,14,11,10,5,8,17,Attacking Midfield,30150000,summer,1 Bundesliga,2020
