height_cm,weight_kg,nationality_x,overall,potential,preferred_foot,international_reputation,weak_foot,skill_moves,contract_valid_until,age_y,position,short_pos,fee,window,league,season,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
172,68,England,81,84,Left,3,2,3,2018,24,Central Midfield,CM,2350000,summer,Premier League,2016,73,64,58,84,64,84,80,72,83,84,79,74,83,80,87,75,67,82,66,73,83,61,80,85,65,,61,63,65,6,15,15,9,11
180,76,Germany,81,83,Left,2,4,3,2019,28,Second Striker,SS,7500000,summer,Ger Bundesliga,2016,80,81,59,81,79,83,76,69,69,82,74,76,77,83,76,79,69,84,72,78,65,39,83,80,84,,35,38,39,12,7,5,13,9
177,75,Armenia,81,83,Right,2,5,4,2017,27,Central Midfield,CM,42000000,summer,Premier League,2016,70,64,53,76,84,87,83,64,75,86,88,84,90,83,81,87,73,82,66,74,68,68,82,82,72,,49,53,55,5,11,14,5,7
187,83,France,81,82,Left,3,2,2,2018,26,Centre-Back,CB,2300000,winter,Premier League,2016,60,23,71,72,20,50,50,30,63,61,64,68,61,72,55,51,82,72,90,38,85,82,32,49,40,,79,84,83,14,12,9,7,8
187,83,France,81,82,Left,3,2,2,2018,27,Centre-Back,CB,1500000,summer,Premier League,2016,60,23,71,72,20,50,50,30,63,61,64,68,61,72,55,51,82,72,90,38,85,82,32,49,40,,79,84,83,14,12,9,7,8
182,73,France,81,81,Right,3,4,4,2017,29,Centre-Forward,CF,2850000,summer,Ligue 1,2016,70,81,61,76,76,86,80,70,60,87,85,87,84,77,76,73,69,68,60,70,48,34,79,71,84,,24,30,28,3,7,3,7,3
182,91,Wales,81,81,Right,2,4,2,2018,31,Centre-Back,CB,14000000,summer,Premier League,2016,32,37,82,70,34,57,34,23,74,69,68,74,58,77,59,64,86,73,86,40,83,83,28,53,45,,76,85,79,7,10,16,7,10
175,77,France,81,81,Right,3,4,4,2020,29,Attacking Midfield,AM,29300000,winter,Ligue 1,2016,83,73,59,82,79,83,81,79,84,81,79,75,78,76,76,77,48,71,74,83,54,44,77,83,76,,29,51,48,11,15,9,14,12
185,80,France,81,81,Right,3,3,4,2018,29,Centre-Forward,CF,1000000,summer,Premier League,2016,61,83,81,77,71,73,66,51,60,76,89,91,77,77,65,78,90,75,72,77,57,48,81,71,78,,23,24,21,9,10,15,14,12
178,72,Italy,80,86,Right,3,4,4,2016,23,Left Winger,LW,5000000,summer,Serie A,2016,71,75,51,71,77,84,86,71,61,87,86,86,83,74,82,75,60,72,57,75,54,36,77,73,74,,25,30,25,5,3,5,5,3
178,72,Italy,80,86,Right,3,4,4,2016,23,Left Winger,LW,13000000,summer,Serie A,2016,71,75,51,71,77,84,86,71,61,87,86,86,83,74,82,75,60,72,57,75,54,36,77,73,74,,25,30,25,5,3,5,5,3
176,70,Turkey,80,85,Left,1,4,4,2019,24,Right Winger,RW,3000000,summer,Premier League,2016,80,68,59,79,68,86,78,70,81,86,86,87,84,74,84,79,71,73,79,78,75,48,72,77,70,,24,38,36,11,10,7,12,11
185,80,Netherlands,80,85,Left,2,3,2,2018,24,Centre-Back,CB,2000000,summer,Premier League,2016,71,45,75,69,36,58,30,46,69,68,65,70,53,76,64,63,80,77,85,48,86,78,42,35,42,,82,85,79,11,9,7,15,6
179,82,Germany,80,85,Left,2,3,3,2019,23,Centre-Forward,CF,20000000,summer,Ger Bundesliga,2016,78,81,69,79,68,81,79,76,67,81,82,81,77,81,81,84,77,90,81,80,75,44,80,79,71,,17,50,33,8,7,9,7,12
175,74,Netherlands,80,84,Right,3,2,3,2020,25,Central Midfield,CM,27500000,summer,Premier League,2016,65,76,72,79,73,86,76,71,66,84,79,85,82,82,80,77,82,86,64,69,61,65,78,76,74,,52,55,42,16,6,14,12,6
184,74,Germany,80,83,Right,3,4,4,2019,25,Left Winger,LW,30000000,summer,Ger Bundesliga,2016,76,77,61,79,80,84,77,70,63,79,92,86,84,82,78,85,72,74,64,83,64,43,78,75,81,,23,32,39,7,11,12,9,12
188,83,Germany,80,82,Right,2,2,1,2017,27,Goalkeeper,GK,3500000,summer,Premier League,2016,15,10,13,25,12,12,11,10,22,22,46,50,43,80,41,21,69,32,55,14,32,21,15,39,24,,11,12,13,78,80,66,81,82
189,80,Argentina,79,86,Right,1,3,1,2020,24,Goalkeeper,GK,10000000,summer,Laliga,2016,12,15,12,32,16,15,19,20,23,15,54,48,57,76,50,24,68,42,70,17,26,21,12,49,24,,16,13,17,82,77,70,78,83
189,80,Argentina,79,86,Right,1,3,1,2020,24,Goalkeeper,GK,7000000,winter,Laliga,2016,12,15,12,32,16,15,19,20,23,15,54,48,57,76,50,24,68,42,70,17,26,21,12,49,24,,16,13,17,82,77,70,78,83
189,80,Argentina,79,86,Right,1,3,1,2020,24,Goalkeeper,GK,4700000,summer,Premier League,2016,12,15,12,32,16,15,19,20,23,15,54,48,57,76,50,24,68,42,70,17,26,21,12,49,24,,16,13,17,82,77,70,78,83
189,80,Argentina,79,86,Right,1,3,1,2020,24,Goalkeeper,GK,10000000,winter,Premier League,2016,12,15,12,32,16,15,19,20,23,15,54,48,57,76,50,24,68,42,70,17,26,21,12,49,24,,16,13,17,82,77,70,78,83
184,89,Greece,79,84,Right,2,3,2,2020,24,Centre-Back,CB,1000000,summer,Ger Bundesliga,2016,55,23,87,57,45,42,42,54,52,56,63,66,51,73,61,83,91,63,90,59,92,67,35,44,46,,79,81,84,11,10,12,9,10
182,74,Serbia,79,84,Right,1,4,3,2016,24,Attacking Midfield,AM,9000000,summer,Serie A,2016,73,77,47,77,74,82,80,82,74,84,82,79,82,70,76,79,68,68,64,81,44,33,76,80,78,,23,35,35,6,14,7,6,12
191,80,Germany,79,84,Right,2,3,3,2019,25,Defensive Midfield,DM,15000000,summer,Ger Bundesliga,2016,61,41,58,78,49,74,54,51,73,77,66,67,66,82,52,53,51,95,69,40,79,82,70,70,47,,79,81,76,8,13,9,6,8
179,70,Argentina,79,82,Right,2,5,4,2018,27,Left Winger,LW,9000000,summer,Serie A,2016,79,66,57,78,60,86,77,73,73,85,85,79,80,75,79,73,64,73,57,75,51,36,74,75,70,,24,31,22,5,8,14,6,8
181,85,Italy,79,82,Right,2,4,3,2016,26,Centre-Forward,CF,15000000,summer,Laliga,2016,55,83,74,71,80,75,75,51,49,77,71,76,75,84,64,85,78,68,74,76,73,40,80,59,75,,21,33,33,6,8,15,12,6
181,85,Italy,79,82,Right,2,4,3,2016,26,Centre-Forward,CF,9450000,summer,Serie A,2016,55,83,74,71,80,75,75,51,49,77,71,76,75,84,64,85,78,68,74,76,73,40,80,59,75,,21,33,33,6,8,15,12,6
179,73,Germany,79,82,Right,2,3,3,2018,25,Central Midfield,CM,12000000,summer,Ger Bundesliga,2016,69,55,66,78,55,72,51,57,73,77,77,75,71,78,76,75,81,87,70,65,85,82,70,73,51,,77,83,82,9,8,14,7,11
189,86,Belgium,79,82,Right,2,4,3,2017,27,Left Winger,LW,15200000,summer,Premier League,2016,77,75,67,78,73,83,77,78,68,81,76,80,65,78,54,81,71,84,83,76,59,43,77,78,76,,37,48,44,12,11,12,10,13
184,78,Algeria,79,82,Right,1,3,2,2017,24,Centre-Back,CB,2800000,summer,Laliga,2016,78,41,81,77,36,64,67,49,74,74,69,73,69,79,69,52,79,73,69,49,77,79,67,71,35,,82,82,85,15,16,9,10,14
178,81,Morocco,79,81,Right,2,4,5,2020,27,Central Midfield,CM,1000000,winter,Serie A,2016,79,71,36,81,77,86,80,73,71,84,78,71,84,75,78,73,45,55,68,77,59,39,75,77,77,,29,30,30,4,6,4,4,6
172,66,France,79,81,Right,2,4,4,2016,26,Attacking Midfield,AM,8000000,summer,Ligue 1,2016,76,72,58,78,72,86,75,81,72,83,86,78,89,73,84,76,42,73,53,74,47,46,75,81,73,,47,69,60,12,16,12,13,7
179,77,Ivory Coast,79,80,Right,2,3,4,2016,28,Centre-Forward,CF,2000000,summer,Super League,2016,46,80,73,76,78,82,79,71,65,79,90,92,70,80,70,79,83,84,66,76,65,29,78,74,79,,34,39,37,12,15,13,6,12
196,85,Netherlands,79,80,Right,3,3,2,2017,27,Centre-Forward,CF,11850000,summer,Liga Portugal,2016,38,86,89,63,81,49,35,32,37,68,54,65,37,84,35,84,55,64,84,73,67,39,87,51,76,,29,40,22,6,12,15,11,8
177,75,Russia,79,79,Right,1,3,3,2016,32,Right Winger,RW,3500000,winter,Premier Liga,2016,83,71,59,81,61,76,86,76,72,81,83,80,78,78,71,73,64,78,68,74,70,42,78,81,66,,52,52,47,8,8,8,11,12
180,79,Italy,79,79,Right,2,4,2,2017,33,Centre-Forward,CF,2750000,summer,Serie A,2016,66,83,60,71,85,75,81,78,71,81,77,69,79,78,75,89,69,69,78,89,44,26,83,71,81,,15,21,15,6,7,5,4,4
191,87,France,79,79,Right,2,3,2,2019,30,Centre-Back,CB,4000000,summer,Premier League,2016,56,21,82,71,34,52,44,33,54,62,57,76,53,71,47,82,81,71,85,55,85,75,51,51,54,,76,84,78,9,14,7,9,6
188,80,Italy,79,79,Left,2,3,2,2016,29,Centre-Back,CB,3500000,summer,Serie A,2016,34,25,76,59,27,43,33,17,63,58,67,69,58,75,54,65,84,69,82,36,80,83,29,29,27,,84,83,82,4,4,4,4,4
178,72,France,79,79,Right,3,3,3,2018,29,Centre-Forward,CF,32000000,summer,Laliga,2016,70,82,67,79,77,73,76,69,71,80,83,78,85,81,81,72,82,71,66,76,66,38,85,76,77,,23,34,38,6,10,8,8,6
178,73,Netherlands,79,79,Right,2,4,4,2019,28,Right Winger,RW,1000000,summer,Super Lig,2016,81,76,63,80,87,83,71,65,61,81,81,86,75,83,81,80,73,73,76,75,53,23,69,77,67,,22,39,32,16,16,14,15,6
179,70,Ghana,78,85,Left,1,3,3,2020,22,Left-Back,LB,1200000,summer,Ger Bundesliga,2016,80,48,67,73,41,76,67,23,67,77,85,86,78,74,74,59,74,79,71,47,73,72,56,55,42,,73,81,81,12,11,6,11,10
170,60,Morocco,78,85,Right,1,4,5,2019,22,Left Winger,LW,18700000,summer,Premier League,2016,70,71,35,77,70,85,71,72,66,83,86,86,91,72,89,72,34,70,40,66,47,19,76,78,69,,44,40,32,9,16,10,14,7
186,81,Italy,78,84,Left,1,3,3,2019,25,Centre-Forward,CF,17000000,winter,Premier League,2016,70,79,73,73,77,80,79,82,65,83,79,84,74,79,57,88,77,75,76,86,70,15,80,74,71,,22,26,22,12,11,11,5,5
190,87,Germany,78,84,Right,1,3,1,2018,23,Goalkeeper,GK,6200000,summer,Premier League,2016,14,18,14,35,14,16,12,14,37,23,48,50,51,78,39,20,73,30,39,16,18,13,8,41,19,,13,11,13,80,74,74,77,84
178,75,Russia,78,84,Left,1,3,3,2017,25,Left Winger,LW,1000000,summer,Laliga,2016,80,74,54,76,66,79,64,61,68,78,82,84,80,75,70,77,75,80,68,68,68,61,72,81,64,,52,57,54,16,7,14,7,8
178,75,Russia,78,84,Left,1,3,3,2017,25,Left Winger,LW,7000000,summer,Laliga,2016,80,74,54,76,66,79,64,61,68,78,82,84,80,75,70,77,75,80,68,68,68,61,72,81,64,,52,57,54,16,7,14,7,8
175,75,Senegal,78,84,Right,3,3,4,2018,24,Left Winger,LW,41200000,summer,Premier League,2016,68,76,53,73,66,83,74,64,67,77,91,91,88,75,85,73,58,65,66,66,61,29,77,69,71,,33,33,38,10,10,15,7,14
182,85,Australia,78,83,Right,1,4,1,2021,24,Goalkeeper,GK,4000000,winter,Jupiler Pro League,2016,13,11,14,40,13,13,13,12,45,14,62,58,62,78,60,20,83,36,83,19,43,20,13,53,25,,16,20,17,80,74,82,75,84
186,81,Italy,78,83,Left,1,3,3,2020,25,Centre-Forward,CF,2000000,winter,Laliga,2016,50,80,80,65,76,76,76,56,45,79,75,79,75,74,65,83,91,69,79,75,60,25,81,66,76,,15,25,25,7,13,9,7,9
186,81,Italy,78,83,Left,1,3,3,2020,25,Centre-Forward,CF,5000000,summer,Premier League,2016,50,80,80,65,76,76,76,56,45,79,75,79,75,74,65,83,91,69,79,75,60,25,81,66,76,,15,25,25,7,13,9,7,9
187,83,France,78,82,Right,3,2,2,2019,27,Central Midfield,CM,35000000,summer,Premier League,2016,76,72,70,80,67,80,75,74,75,82,79,82,76,79,63,85,77,92,86,71,77,76,76,68,68,,69,74,72,14,8,11,10,8
170,68,France,78,82,Right,1,5,4,2017,25,Centre-Forward,CF,9500000,summer,Laliga,2016,75,83,75,80,75,82,76,77,70,82,81,82,91,76,82,77,84,80,57,69,55,44,81,79,74,,28,21,26,6,13,9,7,7
183,85,Algeria,78,82,Right,1,4,3,2016,26,Centre-Forward,CF,2000000,summer,Super Lig,2016,69,78,72,73,80,76,68,56,59,80,76,79,76,77,49,82,68,69,87,64,80,43,79,70,84,,29,26,27,11,16,8,7,6
188,77,France,78,81,Right,2,2,2,2016,25,Defensive Midfield,DM,3000000,summer,Ger Bundesliga,2016,52,56,78,76,49,67,42,53,75,73,66,73,54,77,58,78,76,79,80,66,79,83,63,65,50,,79,82,78,14,8,14,10,15
188,77,France,78,81,Right,2,2,2,2016,25,Defensive Midfield,DM,2000000,summer,Laliga,2016,52,56,78,76,49,67,42,53,75,73,66,73,54,77,58,78,76,79,80,66,79,83,63,65,50,,79,82,78,14,8,14,10,15
182,79,Italy,78,80,Right,2,3,4,2017,29,Right Winger,RW,2500000,winter,Ger Bundesliga,2016,77,69,53,77,68,84,78,61,64,80,84,82,79,78,79,76,73,75,66,70,59,47,77,76,80,,20,24,25,12,10,13,6,14
188,79,Algeria,78,80,Right,2,3,2,2020,28,Centre-Forward,CF,31000000,summer,Premier League,2016,46,76,90,69,79,68,65,47,49,71,69,75,65,79,57,83,87,88,85,66,84,45,86,70,73,,25,37,19,10,9,6,15,11
195,81,Italy,78,79,Right,2,3,2,2019,28,Centre-Back,CB,1300000,winter,Premier League,2016,46,22,80,69,24,64,30,34,65,70,52,54,48,65,33,59,75,65,82,31,76,79,34,59,34,,79,82,80,12,15,11,12,15
195,90,Italy,78,78,Left,2,2,1,2016,30,Goalkeeper,GK,2300000,summer,Serie A,2016,12,17,13,28,13,18,14,16,33,22,30,33,35,77,32,21,66,29,58,18,18,10,10,46,21,,19,10,12,80,77,68,77,83
175,72,Italy,78,78,Right,2,4,2,2018,30,Defensive Midfield,DM,3500000,summer,Serie A,2016,77,58,48,86,70,75,79,79,84,82,69,65,77,79,78,73,52,75,59,76,77,70,54,83,73,,52,65,57,11,9,7,12,11
189,84,Greece,78,78,Left,2,5,3,2016,28,Centre-Forward,CF,7000000,summer,Liga Portugal,2016,60,80,82,66,75,81,73,71,59,82,55,66,52,76,34,81,74,64,84,78,63,21,81,68,61,,23,26,13,12,7,10,8,16
188,75,England,77,87,Right,1,3,2,2019,22,Centre-Back,CB,55600000,summer,Premier League,2016,62,29,74,78,27,66,26,29,64,75,72,72,63,76,54,46,72,76,77,41,70,75,48,59,37,,79,80,81,7,15,11,10,8
189,86,Netherlands,77,85,Right,1,4,4,2019,21,Right Winger,RW,7000000,winter,Ligue 1,2016,80,70,75,66,72,84,74,69,54,77,79,86,74,75,52,84,57,74,79,77,55,28,78,67,63,,20,28,15,13,9,7,14,11
181,78,Belgium,77,84,Right,1,4,3,2017,22,Central Midfield,CM,8000000,summer,Serie A,2016,77,61,62,82,70,75,75,67,75,79,77,74,75,76,72,72,67,77,62,74,64,58,79,80,56,,40,58,61,6,6,10,14,10
186,78,Poland,77,84,Left,3,3,2,2019,22,Centre-Forward,CF,32000000,summer,Serie A,2016,58,83,73,62,75,71,71,74,62,71,73,75,69,74,63,84,62,77,74,78,67,36,75,60,75,,29,34,32,9,16,16,15,6
184,82,Serbia,77,83,Left,1,2,4,2019,23,Left Midfield,LM,14000000,summer,Ger Bundesliga,2016,84,72,48,73,68,82,77,66,59,79,90,90,75,71,72,77,66,74,74,71,65,32,71,72,67,,35,44,43,13,14,12,12,13
180,70,Netherlands,77,83,Left,1,2,3,2018,23,Right Winger,RW,11000000,summer,Eredivisie,2016,75,72,53,77,77,75,87,79,75,78,75,72,77,74,66,84,42,77,54,74,60,59,68,88,74,,40,44,36,11,7,11,8,14
185,74,Morocco,77,82,Right,1,4,3,2017,26,Attacking Midfield,AM,1200000,winter,Serie A,2016,73,63,72,80,70,81,79,76,77,83,73,75,70,75,54,81,68,75,78,77,61,61,75,79,70,,39,61,59,5,14,6,6,9
182,82,Italy,77,81,Right,1,4,3,2019,26,Centre-Forward,CF,6700000,summer,Serie A,2016,52,83,77,66,77,69,71,47,35,77,78,76,82,77,71,73,89,78,78,41,83,21,86,59,79,,12,16,16,15,15,10,13,5
185,80,Netherlands,77,81,Right,2,3,3,2020,27,Right-Back,RB,8900000,summer,Premier League,2016,73,55,70,70,67,74,64,56,68,76,74,75,72,79,66,76,71,92,75,64,84,74,73,72,62,,78,79,78,15,10,7,11,7
188,76,Kenya,77,81,Right,1,3,2,2017,25,Defensive Midfield,DM,14400000,summer,Premier League,2016,63,62,73,72,62,72,62,57,68,72,62,69,72,79,66,79,81,84,92,64,90,79,64,64,65,,74,83,79,6,14,10,13,16
176,63,Belgium,77,81,Left,1,4,3,2019,24,Left Winger,LW,10000000,summer,Premier Liga,2016,70,75,47,75,67,82,72,73,72,76,86,85,84,74,85,71,73,91,47,73,71,35,74,76,68,,29,27,34,9,15,12,11,7
189,87,Netherlands,77,81,Right,2,3,2,2017,24,Centre-Back,CB,11500000,summer,Ger Bundesliga,2016,40,38,80,75,34,59,43,66,76,61,54,69,52,68,47,87,80,70,88,65,81,68,49,61,39,,75,85,76,11,16,16,12,13
180,82,France,77,81,Right,1,3,2,2020,26,Defensive Midfield,DM,8000000,summer,Ger Bundesliga,2016,45,59,65,77,40,67,47,59,74,76,66,64,79,75,64,65,71,83,73,63,81,77,70,73,50,,77,78,73,8,13,11,15,15
199,98,Denmark,77,81,Left,1,3,2,2018,23,Centre-Back,CB,12500000,summer,Ger Bundesliga,2016,45,34,86,68,39,46,41,35,57,56,47,46,29,74,29,82,34,64,94,47,81,80,43,50,43,,75,83,73,16,11,11,15,10
186,84,Italy,77,80,Right,2,3,2,2016,28,Right-Back,RB,3500000,summer,Serie A,2016,78,40,79,69,60,71,64,62,66,73,79,84,72,75,58,74,78,85,79,75,75,75,66,49,52,,73,77,77,15,11,10,14,14
168,62,Wales,77,80,Right,2,3,3,2017,26,Central Midfield,CM,15500000,summer,Premier League,2016,68,58,44,84,38,77,58,50,75,79,72,63,79,82,91,63,78,79,53,60,63,74,67,76,52,,60,74,66,10,13,12,6,8
175,75,Netherlands,77,80,Right,2,3,4,2017,26,Attacking Midfield,AM,4600000,winter,Premier League,2016,76,66,40,75,62,80,69,59,42,76,93,93,82,75,77,65,34,74,65,54,28,20,73,73,58,,19,28,22,10,8,14,8,6
182,83,Germany,77,80,Right,2,4,3,2016,26,Defensive Midfield,DM,1300000,summer,Ger Bundesliga,2016,78,65,67,79,73,77,73,61,74,79,63,65,67,80,62,82,77,87,77,75,82,81,74,74,74,,75,79,70,6,14,16,10,14
180,72,France,77,80,Right,1,4,3,2018,22,Central Midfield,CM,12000000,winter,Ligue 1,2016,70,67,60,78,70,76,70,70,75,79,73,73,76,77,66,73,58,73,66,69,74,76,72,81,68,,73,78,72,6,16,16,9,9
183,78,Italy,77,79,Right,1,3,2,2017,26,Centre-Back,CB,10000000,summer,Serie A,2016,41,25,79,56,33,46,38,17,61,56,75,62,56,75,72,52,78,60,76,25,81,81,23,30,35,,81,81,79,13,11,13,11,6
175,72,Belgium,77,78,Right,2,3,3,2019,28,Defensive Midfield,DM,8600000,summer,Premier League,2016,72,66,62,80,64,74,70,71,78,78,71,66,74,78,78,74,71,81,66,73,80,81,72,78,69,,74,74,71,7,6,14,16,10
170,64,Germany,77,78,Right,2,4,4,2016,27,Attacking Midfield,AM,3000000,summer,Super League 1,2016,75,65,42,82,76,83,82,78,69,82,79,73,87,68,90,59,67,56,32,73,35,25,67,82,58,,26,23,22,13,9,14,16,11
197,92,Netherlands,77,77,Right,2,4,1,2016,33,Goalkeeper,GK,1000000,summer,Premier League,2016,18,11,14,39,11,12,13,13,37,31,35,45,35,73,27,13,55,30,77,11,41,26,13,19,23,,18,15,14,81,75,82,76,79
187,85,Estonia,77,77,Left,1,3,2,2017,30,Centre-Back,CB,5000000,summer,Premier League,2016,52,38,78,72,34,56,48,34,73,70,63,69,61,75,56,67,78,75,78,56,77,75,38,60,44,,80,82,77,11,15,11,10,12
183,80,Italy,77,77,Right,2,3,2,2016,31,Centre-Forward,CF,1800000,summer,Serie A,2016,50,80,80,67,78,71,70,46,45,75,79,79,73,72,65,78,85,75,75,56,50,25,84,60,78,,22,28,24,4,4,4,5,4
185,70,Italy,77,77,Right,1,3,2,2019,30,Defensive Midfield,DM,3400000,summer,Serie A,2016,81,49,66,82,59,69,70,74,85,80,68,68,69,79,60,71,68,79,69,71,81,75,63,83,52,,63,71,71,13,6,10,10,10
180,83,England,76,85,Right,2,4,3,2017,23,Centre-Forward,CF,13900000,winter,Premier League,2016,51,82,67,62,68,76,63,61,55,77,85,81,74,71,71,81,62,64,62,68,47,33,79,54,81,,20,18,23,7,11,14,10,15
190,85,Germany,76,85,Right,1,3,2,2016,23,Centre-Back,CB,9000000,summer,Serie A,2016,60,27,76,70,34,59,34,56,65,71,76,83,63,72,50,70,72,65,81,40,86,69,33,57,40,,77,79,74,14,15,10,12,8
178,65,Ghana,76,84,Right,1,3,3,2016,21,Attacking Midfield,AM,2400000,summer,Laliga,2016,68,65,68,77,50,84,75,73,71,78,82,80,82,79,69,81,60,74,68,73,72,50,75,66,69,,48,55,46,15,13,12,10,11
178,65,Ghana,76,84,Right,1,3,3,2016,21,Attacking Midfield,AM,2400000,summer,Liga Portugal,2016,68,65,68,77,50,84,75,73,71,78,82,80,82,79,69,81,60,74,68,73,72,50,75,66,69,,48,55,46,15,13,12,10,11
170,66,Argentina,76,83,Right,1,3,4,2018,23,Attacking Midfield,AM,12000000,summer,Premier League,2016,74,67,59,77,59,83,74,72,75,81,86,79,87,73,87,69,76,79,34,62,22,23,72,74,67,,13,19,16,14,9,6,7,15
175,65,Netherlands,76,83,Right,2,3,3,2018,23,Central Midfield,CM,3000000,summer,Super Lig,2016,79,66,46,80,77,75,76,75,74,84,71,74,81,75,80,74,53,69,44,75,59,58,69,78,59,,45,56,52,15,7,7,11,8
176,66,France,76,82,Right,1,3,3,2020,23,Central Midfield,CM,16000000,summer,Ligue 1,2016,73,71,53,79,70,75,69,73,76,77,72,65,69,75,69,77,57,80,71,74,65,70,68,75,77,,63,74,63,9,10,11,8,9
168,69,Nigeria,76,82,Right,2,3,4,2019,23,Left Winger,LW,19500000,summer,Premier League,2016,65,78,65,72,75,82,60,48,53,80,95,92,90,77,88,78,82,80,45,73,33,24,79,66,69,,20,28,24,7,12,13,15,14
179,70,France,76,82,Left,1,3,4,2020,23,Right Winger,RW,3500000,summer,Ligue 1,2016,72,70,66,75,64,84,74,54,75,77,84,78,82,75,70,76,59,64,62,74,56,28,74,76,57,,29,29,31,8,11,14,10,9
