height_cm,weight_kg,nationality_x,overall,potential,preferred_foot,international_reputation,weak_foot,skill_moves,contract_valid_until,age_y,position,short_pos,fee,window,league,season,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
173,70,France,83,83,Right,3,3,3,2020,31,Centre-Forward,CF,16000000,summer,Laliga,2018,70,86,67,79,78,76,76,70,72,80,88,86,82,85,77,84,84,76,64,76,66,38,86,76,85,85,23,33,39,6,10,8,8,6
187,82,Germany,83,83,Right,3,3,2,2018,30,Centre-Back,CB,5000000,summer,Premier Liga,2018,58,48,84,73,38,60,38,52,64,68,62,65,63,82,61,62,82,68,81,31,79,83,51,57,56,82,84,83,83,14,6,9,10,7
189,79,Germany,82,88,Right,3,4,3,2018,23,Central Midfield,CM,45000000,summer,Ger Bundesliga,2018,73,71,74,83,68,80,76,72,78,82,83,85,76,83,72,76,67,86,68,78,84,82,77,79,60,78,73,78,78,13,8,15,11,9
169,72,Switzerland,82,85,Left,3,4,4,2020,26,Attacking Midfield,AM,14700000,summer,Premier League,2018,74,72,37,80,76,85,82,78,76,83,87,79,88,80,92,85,63,74,62,81,64,65,78,79,65,79,40,41,48,13,12,12,11,11
179,70,Netherlands,82,85,Right,2,3,2,2022,25,Central Midfield,CM,13500000,summer,Ger Bundesliga,2018,63,82,74,83,82,72,62,44,75,81,73,73,67,84,64,78,74,92,74,78,76,68,84,78,75,80,59,74,62,12,6,13,16,10
189,88,Germany,82,84,Right,2,4,1,2020,28,Goalkeeper,GK,8500000,summer,Ger Bundesliga,2018,13,13,11,25,12,10,14,12,12,24,45,52,42,79,37,22,75,45,73,13,30,22,12,45,17,48,10,14,10,80,78,79,84,84
168,65,Ivory Coast,82,83,Right,2,4,2,2019,26,Defensive Midfield,DM,30000000,summer,Premier League,2018,72,69,60,87,47,79,77,81,84,84,84,77,83,77,86,78,76,79,72,76,73,74,77,84,67,83,73,75,69,14,13,9,10,12
196,91,England,82,82,Right,3,3,1,2018,31,Goalkeeper,GK,3900000,summer,Premier League,2018,14,14,10,32,19,23,17,13,35,20,59,60,50,77,32,65,72,28,61,19,28,25,14,42,48,68,14,14,13,83,78,75,81,83
195,90,Italy,82,82,Left,2,2,1,2021,32,Goalkeeper,GK,1900000,summer,Liga Portugal,2018,12,17,13,36,13,18,14,16,37,22,30,33,35,77,32,21,66,29,58,18,18,10,10,60,21,64,19,10,12,81,84,79,78,83
186,73,Belgium,82,82,Right,3,3,4,,29,Centre-Back,CB,20000000,summer,Ger Bundesliga,2018,69,71,77,83,67,83,69,68,78,85,67,74,82,81,60,78,72,85,79,74,78,80,75,78,81,86,69,73,71,5,7,7,10,7
192,88,Italy,82,82,Left,2,3,2,2022,30,Centre-Back,CB,12000000,summer,Serie A,2018,25,37,77,70,39,57,62,56,75,67,65,60,33,83,35,75,68,69,84,60,73,84,20,59,72,83,86,86,85,11,9,9,13,11
188,83,Algeria,82,82,Right,3,3,2,2021,30,Centre-Forward,CF,1500000,summer,Super Lig,2018,58,80,91,73,79,74,73,47,61,75,66,72,64,84,55,78,87,87,85,71,86,54,85,72,74,79,34,48,24,10,9,6,15,11
186,85,Poland,81,83,Right,3,3,2,2018,28,Defensive Midfield,DM,5000000,summer,Ligue 1,2018,59,42,83,79,40,63,46,62,83,75,62,68,59,77,52,81,75,77,91,70,87,81,52,71,78,83,75,82,72,15,14,8,6,7
186,85,Poland,81,83,Right,3,3,2,2018,28,Defensive Midfield,DM,1500000,summer,Premier Liga,2018,59,42,83,79,40,63,46,62,83,75,62,68,59,77,52,81,75,77,91,70,87,81,52,71,78,83,75,82,72,15,14,8,6,7
177,74,Algeria,81,82,Left,2,4,4,2021,28,Attacking Midfield,AM,1200000,winter,Laliga,2018,82,78,45,83,73,83,83,82,77,81,77,76,79,75,75,79,61,72,59,77,58,32,75,84,87,79,27,35,30,10,12,16,10,14
180,74,Germany,81,82,Right,2,3,3,2020,28,Defensive Midfield,DM,16000000,summer,Ger Bundesliga,2018,73,63,59,84,66,78,82,79,81,84,74,68,79,84,73,71,65,79,65,72,58,84,72,80,71,81,72,73,74,13,8,13,12,10
186,84,Italy,81,82,Left,2,3,3,2021,27,Centre-Forward,CF,2000000,summer,Serie A,2018,52,82,81,65,84,76,68,56,45,80,79,79,77,78,69,83,89,76,86,70,85,34,83,66,80,68,28,35,40,7,13,9,7,9
189,81,Ukraine,81,81,Left,2,2,5,2021,28,Right Winger,RW,20000000,summer,Premier League,2018,82,78,69,83,74,86,80,75,76,84,81,81,76,78,69,77,68,82,77,82,67,54,78,79,69,71,36,21,23,9,5,6,5,14
176,72,Belgium,80,90,Right,2,5,3,2022,21,Central Midfield,CM,20000000,winter,Premier League,2018,76,73,57,80,78,76,84,74,81,81,52,53,67,76,76,88,65,73,71,88,70,72,74,83,76,81,64,72,69,6,8,10,14,12
184,82,Germany,80,85,Right,2,4,3,2019,24,Defensive Midfield,DM,14000000,summer,Serie A,2018,70,60,70,81,61,76,68,65,80,80,69,73,73,77,71,79,76,85,84,72,83,79,73,78,60,74,78,80,79,14,8,8,13,11
189,75,Germany,80,84,Right,2,3,1,2021,25,Goalkeeper,GK,2500000,summer,Super Lig,2018,14,18,14,35,14,16,12,14,36,23,51,50,51,78,43,20,74,36,55,16,18,13,8,45,19,34,13,11,13,84,74,74,76,85
180,70,Ukraine,80,82,Left,2,3,2,2022,29,Centre-Back,CB,10000000,winter,Premier Liga,2018,68,57,69,78,53,69,75,77,84,77,69,74,72,77,73,87,74,82,75,84,82,82,53,75,50,78,82,83,81,12,16,7,12,6
187,80,Russia,80,81,Right,1,4,3,2019,28,Centre-Forward,CF,9000000,summer,Premier Liga,2018,56,82,70,77,79,77,78,64,62,78,89,85,75,74,66,80,67,74,75,74,67,32,83,75,74,73,26,28,24,16,9,16,15,10
180,72,Netherlands,80,81,Left,3,4,2,2018,28,Centre-Back,CB,16000000,summer,Eredivisie,2018,80,46,71,81,62,73,84,62,80,80,63,58,72,84,75,68,71,86,74,62,70,82,68,76,56,83,80,83,76,12,9,10,14,10
182,76,Italy,80,81,Right,2,4,3,2021,27,Attacking Midfield,AM,1800000,winter,Laliga,2018,77,76,65,83,75,81,79,56,78,82,77,77,83,75,72,82,65,79,69,78,77,69,74,84,62,75,48,71,67,15,10,9,14,13
182,76,Italy,80,81,Right,2,4,3,2021,27,Attacking Midfield,AM,1800000,winter,Serie A,2018,77,76,65,83,75,81,79,56,78,82,77,77,83,75,72,82,65,79,69,78,77,69,74,84,62,75,48,71,67,15,10,9,14,13
182,76,Italy,80,81,Right,2,4,3,2021,27,Attacking Midfield,AM,1000000,summer,Serie A,2018,77,76,65,83,75,81,79,56,78,82,77,77,83,75,72,82,65,79,69,78,77,69,74,84,62,75,48,71,67,15,10,9,14,13
193,79,Italy,80,80,Right,2,2,1,2018,34,Goalkeeper,GK,4000000,summer,Serie A,2018,10,17,13,35,15,15,17,13,35,21,44,43,50,77,50,23,62,33,55,15,32,17,10,43,21,65,18,12,12,82,80,64,78,82
193,90,England,80,80,Left,2,3,1,2019,35,Goalkeeper,GK,2800000,summer,Premier League,2018,15,18,14,36,14,14,15,17,32,25,50,48,45,72,50,27,75,32,57,14,15,23,14,42,41,67,15,15,14,79,79,73,77,84
181,74,Denmark,80,80,Right,2,3,3,2019,29,Central Midfield,CM,6000000,summer,Laliga,2018,78,69,67,82,69,80,79,83,77,81,73,76,78,82,59,86,59,90,68,70,59,74,74,80,64,71,59,67,68,11,9,10,13,13
186,86,Ghana,80,80,Right,3,4,4,2020,31,Attacking Midfield,AM,1000000,winter,Laliga,2018,75,75,74,80,83,79,81,71,77,83,73,73,77,73,68,84,79,67,82,77,82,67,77,76,67,80,59,71,72,6,11,15,16,6
178,73,Netherlands,80,80,Right,2,4,4,2018,30,Right Winger,RW,4090000,summer,Super Lig,2018,82,75,63,79,85,83,71,68,63,81,87,90,75,80,81,80,73,76,76,75,53,23,71,77,67,76,22,39,32,16,16,14,15,6
175,75,Germany,79,87,Right,2,3,4,2018,22,Right Winger,RW,55000000,summer,Ger Bundesliga,2018,72,74,46,76,80,86,59,62,66,79,92,88,85,76,88,82,64,68,68,74,63,38,75,68,69,71,41,46,45,14,10,10,9,7
173,68,Germany,79,86,Right,2,4,4,2018,22,Attacking Midfield,AM,3000000,summer,Premier League,2018,74,68,37,81,60,84,74,66,72,82,79,67,91,78,90,45,59,78,37,61,61,41,74,81,60,78,32,36,27,8,12,13,11,14
189,88,Belgium,79,86,Right,2,4,2,2021,23,Defensive Midfield,DM,1500000,summer,Premier League,2018,75,66,79,78,71,68,72,71,78,73,66,70,59,77,62,86,77,93,82,76,75,78,71,76,44,74,71,80,78,14,8,14,14,6
178,74,France,79,84,Left,2,3,3,2021,25,Left-Back,LB,20200000,summer,Premier League,2018,78,52,64,80,45,73,68,57,69,79,79,81,71,76,80,77,75,80,72,69,75,77,67,72,58,71,74,77,81,6,12,9,6,13
199,98,Denmark,79,84,Right,2,3,2,2021,25,Centre-Back,CB,25000000,summer,Premier League,2018,46,34,86,69,39,49,41,40,80,56,47,46,30,74,28,81,36,63,94,47,81,81,43,50,75,70,74,82,77,16,11,11,15,10
170,60,Morocco,79,84,Right,2,4,5,2021,24,Left Winger,LW,8000000,summer,Laliga,2018,70,72,35,76,70,87,71,69,66,86,83,81,90,70,85,71,33,67,31,69,47,19,76,77,69,69,44,40,32,9,16,10,14,7
180,78,Romania,79,84,Right,2,3,3,2021,25,Centre-Forward,CF,6000000,summer,Premier League,2018,62,79,76,64,77,73,58,55,53,76,79,78,78,84,69,79,79,87,75,74,83,51,84,67,74,86,27,52,38,8,6,11,15,6
186,81,Italy,79,83,Left,2,3,3,2021,27,Centre-Forward,CF,11900000,winter,Serie A,2018,70,82,71,72,72,80,78,82,64,82,74,74,73,75,56,84,76,69,75,81,57,18,78,72,72,71,18,24,20,12,11,11,5,5
182,74,Serbia,79,82,Right,2,4,4,2020,26,Attacking Midfield,AM,1250000,summer,Super Lig,2018,72,72,48,78,74,87,80,83,71,86,82,79,81,75,79,76,63,69,65,78,44,32,75,78,75,75,23,35,35,6,14,7,6,12
184,73,Italy,79,82,Right,2,4,4,2018,26,Attacking Midfield,AM,9000000,summer,Serie A,2018,76,64,58,82,64,83,80,70,76,85,71,78,71,70,71,72,64,72,69,66,52,30,78,83,68,76,26,34,30,5,3,5,5,3
184,73,Italy,79,82,Right,2,4,4,2018,26,Attacking Midfield,AM,2000000,summer,Serie A,2018,76,64,58,82,64,83,80,70,76,85,71,78,71,70,71,72,64,72,69,66,52,30,78,83,68,76,26,34,30,5,3,5,5,3
175,68,Italy,79,82,Right,2,3,3,2021,27,Left Winger,LW,1500000,winter,Serie A,2018,68,80,65,75,73,84,76,69,65,80,84,82,87,74,87,83,66,72,65,82,68,38,78,79,66,76,15,44,33,11,7,14,9,14
177,79,Nigeria,79,81,Right,2,4,4,2021,28,Right Midfield,RM,2000000,winter,Super Lig,2018,75,70,69,73,63,84,75,61,70,80,84,83,80,76,83,75,66,87,80,68,45,72,76,71,71,75,66,72,67,9,7,8,16,16
196,85,Senegal,79,81,Right,2,3,3,2020,27,Centre-Back,CB,7000000,summer,Ger Bundesliga,2018,57,36,88,70,26,67,33,58,65,68,62,68,60,76,37,76,51,75,86,53,84,80,48,61,43,74,72,80,73,14,7,10,13,16
175,67,France,79,80,Right,2,3,3,2021,27,Right-Back,RB,1000000,summer,Liga Portugal,2018,79,58,70,76,58,75,78,80,74,77,77,77,76,76,78,75,68,79,67,72,76,78,72,70,67,70,78,78,79,6,8,7,10,15
188,77,Northern Ireland,79,79,Right,2,4,2,2019,30,Centre-Back,CB,4000000,summer,Premier League,2018,52,28,81,72,46,39,32,25,62,70,65,65,50,78,57,42,80,69,75,24,78,81,28,55,44,72,78,81,82,12,16,16,15,8
186,84,Slovakia,79,79,Right,2,3,2,2018,31,Central Midfield,CM,6400000,winter,Serie A,2018,68,65,77,78,68,77,68,70,78,77,69,69,75,81,54,86,90,88,90,79,86,80,76,74,71,78,72,80,78,14,8,9,15,8
189,83,Argentina,79,79,Right,2,2,2,2020,29,Centre-Back,CB,6700000,summer,Premier League,2018,23,26,80,70,21,39,49,42,56,66,48,48,48,72,48,27,76,68,79,29,78,82,36,44,42,71,82,79,78,12,12,13,14,12
172,69,United States,78,89,Right,1,4,4,2020,20,Right Winger,RW,25000000,winter,Ger Bundesliga,2018,65,71,49,76,70,86,69,58,59,79,93,90,91,77,92,72,86,68,51,58,44,30,73,76,48,64,28,32,37,8,12,13,16,14
172,69,United States,78,89,Right,1,4,4,2020,20,Right Winger,RW,64000000,winter,Premier League,2018,65,71,49,76,70,86,69,58,59,79,93,90,91,77,92,72,86,68,51,58,44,30,73,76,48,64,28,32,37,8,12,13,16,14
176,67,Germany,78,85,Right,2,4,4,2020,24,Right-Back,RB,12000000,summer,Ger Bundesliga,2018,78,63,65,79,59,85,69,52,68,83,85,84,85,78,78,58,67,79,66,61,69,75,74,79,58,77,68,74,74,13,15,10,13,9
184,82,Serbia,78,83,Left,2,2,4,2021,25,Left Midfield,LM,15000000,summer,Ger Bundesliga,2018,80,64,48,71,68,83,79,75,60,80,89,87,76,76,72,77,66,74,74,69,65,32,73,72,67,77,29,26,43,13,14,12,12,13
187,85,Austria,78,83,Left,2,3,2,2022,25,Centre-Back,CB,1500000,summer,Ger Bundesliga,2018,52,21,76,74,27,63,24,28,70,67,55,62,59,78,61,40,71,63,80,25,76,78,30,59,35,72,78,81,78,13,10,15,12,11
185,79,Sweden,78,82,Right,2,3,3,2020,26,Centre-Forward,CF,4000000,summer,Laliga,2018,67,79,67,70,77,76,68,80,53,83,65,65,65,76,58,85,68,62,82,80,75,34,78,60,81,78,20,26,25,12,13,14,6,11
186,82,Netherlands,78,82,Right,2,4,3,2018,25,Central Midfield,CM,1300000,summer,Premier League,2018,70,78,72,79,72,76,66,68,77,78,67,75,74,76,56,75,76,87,75,76,68,67,77,73,67,83,55,71,68,7,11,13,13,14
171,63,Germany,78,82,Right,2,4,4,2021,24,Attacking Midfield,AM,6000000,summer,Ger Bundesliga,2018,73,65,45,79,66,82,77,70,71,78,89,79,92,76,89,70,72,78,48,62,72,52,69,74,61,72,54,55,55,15,11,6,14,16
189,87,Germany,78,82,Left,2,3,2,2021,24,Centre-Back,CB,3000000,summer,Ger Bundesliga,2018,51,23,79,75,26,46,48,32,70,59,55,68,53,77,49,49,67,69,84,28,70,76,26,65,41,69,78,83,77,14,15,7,9,15
192,87,Italy,78,82,Right,2,2,1,2018,26,Goalkeeper,GK,1500000,summer,Serie A,2018,13,18,18,32,12,19,14,21,19,22,48,38,55,74,58,19,68,37,66,17,23,29,18,44,21,49,19,17,13,80,76,68,77,81
182,77,Denmark,78,81,Left,1,4,2,2021,26,Central Midfield,CM,20000000,summer,Ger Bundesliga,2018,67,72,75,80,66,72,71,68,76,77,71,74,70,77,73,78,82,90,78,70,78,74,75,76,60,82,72,77,74,8,12,11,14,15
171,61,Italy,78,80,Left,2,5,4,2021,25,Attacking Midfield,AM,24500000,summer,Serie A,2018,77,56,42,77,74,84,80,60,73,84,90,86,92,76,90,78,51,77,48,76,48,36,74,76,60,76,20,40,60,12,10,7,15,9
179,75,Germany,78,80,Right,2,3,3,2020,28,Central Midfield,CM,2000000,winter,Ger Bundesliga,2018,69,55,66,75,55,72,51,57,72,73,72,65,72,77,75,75,78,86,75,65,84,80,69,71,51,74,76,78,78,9,8,14,7,11
181,73,France,78,80,Right,2,4,3,2021,26,Attacking Midfield,AM,1300000,winter,Ligue 1,2018,82,77,52,79,72,79,76,78,78,79,72,72,76,73,67,78,58,66,64,79,66,34,78,79,71,72,46,33,26,9,13,10,11,8
185,85,France,78,80,Right,2,3,1,2021,27,Goalkeeper,GK,4000000,summer,Ligue 1,2018,15,17,14,33,19,11,10,14,32,21,41,45,43,75,24,18,62,34,68,15,36,16,12,16,19,39,14,12,10,77,76,74,77,81
187,75,Argentina,78,80,Right,2,3,3,2020,,Centre-Forward,CF,17000000,winter,Premier League,2018,57,79,79,74,75,73,68,41,64,79,56,67,63,78,55,79,74,92,82,72,74,61,79,58,68,80,28,48,38,7,11,7,9,7
184,77,Cameroon,78,79,Right,3,3,2,2018,28,Centre-Back,CB,3500000,summer,Serie A,2018,60,33,74,75,64,64,37,28,72,73,68,71,67,67,78,58,83,68,75,46,76,75,54,63,50,77,79,77,77,6,7,6,15,7
182,76,Tunisia,78,79,Right,1,4,3,2018,27,Centre-Forward,CF,7000000,summer,Ligue 1,2018,79,77,52,76,65,79,80,83,69,80,74,77,80,75,67,81,44,68,68,84,74,61,77,77,75,72,26,49,30,6,7,11,11,6
179,74,Russia,78,79,Left,2,3,3,2021,27,Left Winger,LW,1000000,summer,Laliga,2018,80,74,54,76,68,80,74,61,68,81,78,82,76,75,74,80,75,66,67,71,65,61,78,79,64,69,52,57,54,16,7,14,7,8
188,77,Turkey,78,78,Right,2,3,3,2020,33,Centre-Forward,CF,1360000,winter,Super Lig,2018,68,82,72,66,77,69,66,75,60,62,83,81,72,81,48,85,66,67,77,73,85,33,86,62,79,65,20,29,26,14,15,11,8,12
187,85,Estonia,78,78,Left,2,3,2,2019,32,Centre-Back,CB,1520000,summer,Serie A,2018,52,38,78,72,34,56,48,34,73,70,54,59,61,75,54,67,76,70,78,56,77,75,38,60,44,70,78,81,77,11,15,11,10,12
174,74,Argentina,78,78,Right,2,4,4,2019,28,Centre-Back,CB,1500000,summer,Liga Portugal,2018,66,77,76,75,74,76,76,73,68,80,77,83,82,76,79,77,80,76,73,75,57,59,81,71,84,79,25,55,24,8,10,11,13,6
174,74,Argentina,78,78,Right,2,4,4,2019,29,Centre-Back,CB,1500000,winter,Liga Portugal,2018,66,77,76,75,74,76,76,73,68,80,77,83,82,76,79,77,80,76,73,75,57,59,81,71,84,79,25,55,24,8,10,11,13,6
174,74,Argentina,78,78,Right,2,4,4,2019,28,Centre-Back,CB,1500000,summer,Serie A,2018,66,77,76,75,74,76,76,73,68,80,77,83,82,76,79,77,80,76,73,75,57,59,81,71,84,79,25,55,24,8,10,11,13,6
183,79,Belgium,78,78,Right,2,4,3,2020,29,Central Midfield,CM,2200000,summer,Jupiler Pro League,2018,70,69,68,82,66,76,64,71,78,78,65,65,54,72,51,82,80,74,83,73,75,70,69,85,72,77,63,72,69,10,16,11,13,9
196,91,Russia,78,78,Right,2,3,3,2020,29,Centre-Forward,CF,3500000,summer,Premier Liga,2018,61,77,88,71,72,71,65,60,55,78,66,65,50,76,32,79,60,83,93,66,75,30,81,73,77,70,25,15,19,15,12,11,11,8
187,80,Belgium,78,78,Right,2,4,3,2020,29,Left Winger,LW,12000000,summer,Ligue 1,2018,75,76,67,77,73,83,77,78,68,80,74,78,65,75,54,81,71,77,83,76,59,43,77,76,76,79,37,48,44,12,11,12,10,13
193,82,France,77,89,Right,2,3,1,2020,19,Goalkeeper,GK,8000000,summer,Serie A,2018,13,6,13,52,9,14,13,12,38,10,48,45,55,64,53,23,73,40,70,9,20,17,4,45,16,45,5,14,12,78,77,71,76,79
186,73,Czech Republic,77,87,Left,2,2,4,2018,22,Centre-Forward,CF,42000000,summer,Serie A,2018,64,79,74,74,67,80,78,56,59,80,75,77,83,74,68,72,69,68,71,73,59,22,78,73,58,79,17,24,19,11,15,8,9,14
186,73,Czech Republic,77,87,Left,2,2,4,2018,22,Centre-Forward,CF,25000000,summer,Serie A,2018,64,79,74,74,67,80,78,56,59,80,75,77,83,74,68,72,69,68,71,73,59,22,78,73,58,79,17,24,19,11,15,8,9,14
186,79,Iran,77,85,Right,1,4,3,2021,24,Centre-Forward,CF,12000000,winter,Premier Liga,2018,64,78,84,69,69,74,66,50,64,75,83,82,77,74,77,75,90,58,72,76,67,34,75,60,55,73,39,33,32,6,10,14,9,15
179,70,Ghana,77,84,Left,2,3,3,2020,24,Left-Back,LB,1200000,winter,Ligue 1,2018,77,48,67,73,41,76,67,23,67,77,81,83,77,76,74,59,76,77,71,47,73,71,63,55,42,69,72,78,77,12,11,6,11,10
179,70,Ghana,77,84,Left,2,3,3,2020,24,Left-Back,LB,1200000,winter,Premier League,2018,77,48,67,73,41,76,67,23,67,77,81,83,77,76,74,59,76,77,71,47,73,71,63,55,42,69,72,78,77,12,11,6,11,10
188,77,Netherlands,77,83,Left,2,3,2,2022,24,Centre-Back,CB,2000000,winter,Laliga,2018,40,30,78,68,55,58,31,36,74,68,66,66,41,74,38,75,75,66,76,64,78,78,29,62,37,70,78,78,76,15,10,13,8,11
181,82,Italy,77,82,Right,2,3,2,2021,25,Central Midfield,CM,1400000,summer,Liga Portugal,2018,68,55,64,77,74,76,64,64,75,77,76,76,75,70,77,78,67,89,73,78,86,74,74,72,68,74,72,78,78,15,10,5,14,11
181,82,Italy,77,82,Right,2,3,2,2021,25,Central Midfield,CM,1500000,winter,Serie A,2018,68,55,64,77,74,76,64,64,75,77,76,76,75,70,77,78,67,89,73,78,86,74,74,72,68,74,72,78,78,15,10,5,14,11
181,82,Italy,77,82,Right,2,3,2,2021,25,Central Midfield,CM,1400000,winter,Serie A,2018,68,55,64,77,74,76,64,64,75,77,76,76,75,70,77,78,67,89,73,78,86,74,74,72,68,74,72,78,78,15,10,5,14,11
188,70,Netherlands,77,82,Left,2,4,2,2022,24,Centre-Back,CB,20000000,summer,Premier League,2018,67,27,74,72,40,65,63,44,65,69,81,81,75,70,63,67,86,77,77,52,72,77,49,49,42,73,75,82,84,8,14,12,11,12
171,65,Italy,77,82,Left,2,4,3,2022,24,Right Winger,RW,5000000,summer,Serie A,2018,75,69,40,75,67,83,66,61,62,80,85,79,90,75,84,68,38,69,38,68,60,25,75,68,70,70,12,12,12,11,12,6,8,11
183,88,Netherlands,77,82,Left,2,4,2,2018,24,Centre-Forward,CF,9000000,summer,Premier League,2018,35,80,73,75,66,68,54,39,40,75,68,72,64,75,69,83,75,76,80,68,78,19,79,58,81,74,19,23,22,13,7,11,15,16
188,76,France,77,81,Left,2,2,3,2018,25,Defensive Midfield,DM,22000000,summer,Laliga,2018,59,63,72,78,46,78,63,60,77,78,68,72,74,74,50,86,74,84,86,69,67,75,73,72,45,72,69,78,72,15,10,10,8,10
188,76,France,77,81,Left,2,2,3,2018,25,Defensive Midfield,DM,14000000,summer,Serie A,2018,59,63,72,78,46,78,63,60,77,78,68,72,74,74,50,86,74,84,86,69,67,75,73,72,45,72,69,78,72,15,10,10,8,10
169,66,Netherlands,77,80,Right,2,4,2,2018,27,Defensive Midfield,DM,3000000,summer,Eredivisie,2018,66,55,27,81,73,70,78,70,76,82,65,62,74,79,90,80,56,73,69,74,85,80,65,77,64,72,64,73,61,11,11,14,10,7
169,66,Netherlands,77,80,Right,2,4,2,2018,27,Defensive Midfield,DM,3000000,summer,Premier League,2018,66,55,27,81,73,70,78,70,76,82,65,62,74,79,90,80,56,73,69,74,85,80,65,77,64,72,64,73,61,11,11,14,10,7
185,74,Germany,77,80,Left,1,2,3,2018,26,Centre-Forward,CF,1500000,summer,Ger Bundesliga,2018,67,78,69,72,72,77,60,57,68,77,76,75,74,79,67,81,77,70,67,82,61,39,80,70,72,70,26,28,25,9,11,8,9,11
180,72,Italy,77,80,Right,1,3,4,2021,25,Left Winger,LW,12000000,winter,Ger Bundesliga,2018,82,71,47,73,69,84,83,80,60,85,78,72,83,72,79,80,52,73,64,75,52,45,74,70,63,72,23,31,30,10,12,8,8,14
180,72,Italy,77,80,Right,1,3,4,2021,25,Left Winger,LW,5500000,summer,Ger Bundesliga,2018,82,71,47,73,69,84,83,80,60,85,78,72,83,72,79,80,52,73,64,75,52,45,74,70,63,72,23,31,30,10,12,8,8,14
188,83,Norway,77,79,Right,2,3,2,2022,28,Centre-Back,CB,1000000,winter,Premier League,2018,66,40,77,73,38,64,64,66,77,71,63,64,61,77,59,72,68,79,81,66,78,75,57,70,56,71,77,78,77,14,8,9,13,10
185,79,Switzerland,77,79,Right,1,4,2,2019,27,Right-Back,RB,2800000,summer,Ger Bundesliga,2018,80,68,80,74,74,60,45,55,73,75,72,75,65,64,57,74,80,85,80,68,69,74,65,48,59,71,78,79,77,12,8,9,10,11
