height_cm,weight_kg,nationality_x,overall,potential,preferred_foot,international_reputation,weak_foot,skill_moves,contract_valid_until,age_y,position,short_pos,fee,window,league,season,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
181,83,Algeria,80,80,Right,2,3,3,2024,31,Centre-Forward,CF,7000000,winter,Ligue 1,2022,71,81,82,74,81,76,69,69,64,74,81,86,73,75,74,89,79,80,85,77,80,27,81,75,72,78,32,37,25,10,14,10,8,11
187,79,Senegal,78,81,Left,2,3,3,2024,26,Centre-Back,CB,1500000,summer,Ger Bundesliga,2022,68,38,78,78,39,75,58,32,76,77,72,76,73,76,71,51,84,74,77,24,77,77,61,69,41,81,76,78,81,12,7,7,7,8
183,75,Guinea,74,76,Right,2,3,3,2024,25,Defensive Midfield,DM,1890000,summer,Jupiler Pro League,2022,62,48,59,76,46,75,60,37,72,76,63,61,75,73,69,66,54,72,68,56,74,72,54,75,52,78,73,74,72,11,14,5,11,11
181,68,France,61,79,Left,1,3,2,2025,19,Central Midfield,CM,13000000,summer,Super League,2022,48,46,53,69,41,63,54,51,63,65,67,63,62,54,66,59,70,57,63,52,64,53,54,58,49,51,49,60,58,10,15,13,9,10
188,90,Netherlands,75,75,Right,1,4,4,30-Jun-22,27,Right Winger,RW,2500000,summer,Eredivisie,2022,74,77,72,73,67,78,75,73,54,78,68,77,68,79,65,84,52,67,75,77,55,28,78,73,80,72,40,28,15,13,9,7,14,11
188,90,Netherlands,75,75,Right,1,4,4,30-Jun-22,27,Right Winger,RW,3000000,summer,Premier League,2022,74,77,72,73,67,78,75,73,54,78,68,77,68,79,65,84,52,67,75,77,55,28,78,73,80,72,40,28,15,13,9,7,14,11
191,80,Italy,70,73,Right,1,2,2,2025,28,Centre-Back,CB,1000000,winter,Serie A,2022,58,12,70,58,49,60,50,30,56,65,64,67,63,70,67,59,68,75,67,48,74,72,32,32,27,68,72,73,72,9,11,12,12,6
173,67,Italy,79,79,Right,3,4,3,30-Jun-22,31,Right-Back,RB,2700000,summer,Serie A,2022,76,73,70,83,84,75,71,71,76,84,79,74,86,77,82,82,73,82,50,81,66,77,69,80,73,79,76,74,70,9,8,10,10,
173,67,Italy,79,79,Right,3,4,3,30-Jun-22,31,Right-Back,RB,2000000,summer,Serie A,2022,76,73,70,83,84,75,71,71,76,84,79,74,86,77,82,82,73,82,50,81,66,77,69,80,73,79,76,74,70,9,8,10,10,
184,72,Ghana,65,76,Right,1,3,3,2023,21,Central Midfield,CM,1500000,summer,Jupiler Pro League,2022,52,67,52,66,54,66,52,54,59,67,74,75,74,57,70,62,67,66,67,63,59,45,65,61,48,64,48,45,45,10,12,5,13,5
183,71,France,78,82,Right,2,4,4,2023,25,Attacking Midfield,AM,6000000,summer,Ger Bundesliga,2022,72,75,67,79,52,85,67,66,74,81,73,76,74,77,65,70,70,82,72,68,69,67,78,79,56,74,66,73,69,12,6,11,15,14
183,71,France,78,82,Right,2,4,4,2023,26,Attacking Midfield,AM,9000000,winter,Ligue 1,2022,72,75,67,79,52,85,67,66,74,81,73,76,74,77,65,70,70,82,72,68,69,67,78,79,56,74,66,73,69,12,6,11,15,14
176,69,Iran,73,74,Left,1,3,4,2025,26,Right Winger,RW,1500000,winter,Super Lig,2022,65,68,34,68,58,76,68,65,65,76,79,75,77,70,78,72,78,80,68,69,62,43,70,72,55,70,49,55,47,14,12,13,10,8
183,74,England,72,83,Right,1,3,3,2025,21,Left Winger,LW,45600000,winter,Premier League,2022,73,64,49,68,48,76,75,66,62,74,78,78,73,61,68,68,58,68,56,67,62,28,65,68,65,65,34,40,33,5,6,14,7,8
180,72,France,79,86,Right,2,3,4,2024,22,Left Winger,LW,28000000,summer,Ligue 1,2022,76,82,68,79,78,81,78,76,69,79,82,77,77,77,73,80,70,74,72,82,61,44,82,76,78,78,45,41,32,6,12,8,9,7
183,75,Italy,72,73,Right,1,3,2,30-Jun-22,27,Defensive Midfield,DM,2000000,summer,Serie A,2022,64,58,63,76,60,74,64,58,75,76,66,62,64,71,66,70,55,66,59,67,67,72,68,72,63,66,63,69,64,12,6,15,8,8
185,80,France,74,78,Right,1,3,2,2025,24,Centre-Back,CB,3000000,summer,Ligue 1,2022,41,36,76,62,42,50,36,36,51,62,61,65,55,68,49,59,78,62,86,44,74,72,24,36,42,65,72,75,74,11,14,13,13,6
185,80,France,74,78,Right,1,3,2,2025,24,Centre-Back,CB,4300000,summer,Serie A,2022,41,36,76,62,42,50,36,36,51,62,61,65,55,68,49,59,78,62,86,44,74,72,24,36,42,65,72,75,74,11,14,13,13,6
185,80,France,74,78,Right,1,3,2,2025,24,Centre-Back,CB,4300000,winter,Serie A,2022,41,36,76,62,42,50,36,36,51,62,61,65,55,68,49,59,78,62,86,44,74,72,24,36,42,65,72,75,74,11,14,13,13,6
180,78,Jamaica,72,72,Right,1,3,3,30-Jun-22,31,Centre-Forward,CF,1800000,summer,Super League 1,2022,61,74,65,64,68,69,57,44,54,69,78,84,77,73,74,78,72,71,73,62,70,33,75,67,74,72,27,23,20,11,16,11,9,14
174,70,Austria,70,72,Left,1,3,3,2023,27,Right Winger,RW,1200000,summer,Austria Bundesliga,2022,66,69,61,67,67,68,71,72,62,68,80,81,83,68,80,70,81,64,58,73,66,24,70,70,62,71,23,41,36,13,11,9,15,8
189,80,Switzerland,59,79,Left,1,3,2,2025,19,Centre-Back,CB,1600000,summer,Super League,2022,31,23,59,51,28,29,30,29,42,45,64,57,49,50,50,38,72,61,73,24,55,56,28,27,36,41,57,62,60,12,9,9,11,5
189,80,Switzerland,59,79,Left,1,3,2,2025,19,Centre-Back,CB,2900000,winter,Super League,2022,31,23,59,51,28,29,30,29,42,45,64,57,49,50,50,38,72,61,73,24,55,56,28,27,36,41,57,62,60,12,9,9,11,5
186,73,Denmark,66,69,Right,1,3,1,30-Jun-22,26,Goalkeeper,GK,1080000,summer,Superliga,2022,18,11,14,42,17,14,18,20,38,36,47,48,43,59,62,52,66,36,64,17,18,23,14,60,24,42,17,16,18,67,63,69,64,67
180,67,Morocco,75,78,Right,2,3,5,30-Jun-22,25,Attacking Midfield,AM,12000000,summer,Ger Bundesliga,2022,65,64,44,74,63,82,67,54,70,78,79,74,86,74,75,54,48,72,42,60,46,29,69,73,68,64,44,44,27,15,13,10,13,6
180,67,Morocco,75,78,Right,2,3,5,30-Jun-22,25,Attacking Midfield,AM,12000000,summer,Ligue 1,2022,65,64,44,74,63,82,67,54,70,78,79,74,86,74,75,54,48,72,42,60,46,29,69,73,68,64,44,44,27,15,13,10,13,6
192,77,Sweden,82,86,Right,2,5,4,2026,22,Centre-Forward,CF,70000000,summer,Premier League,2022,61,83,75,79,83,80,70,65,47,83,82,85,79,81,66,84,71,72,75,77,52,29,86,76,75,77,25,21,18,7,6,9,7,11
183,81,Italy,75,75,Right,2,4,2,2024,30,Centre-Back,CB,3000000,summer,Serie A,2022,35,19,71,62,32,63,26,26,60,66,66,72,64,76,66,56,76,75,76,44,75,77,16,33,34,68,77,77,75,12,6,10,11,12
186,75,Belgium,81,81,Left,1,4,4,2022,27,Right Winger,RW,4000000,summer,Laliga,2022,81,77,42,82,70,86,80,73,78,81,83,75,84,79,75,77,61,68,58,76,41,36,78,81,60,78,30,23,22,15,10,11,12,7
186,75,Belgium,81,81,Left,1,4,4,2022,27,Right Winger,RW,4000000,winter,Super Lig,2022,81,77,42,82,70,86,80,73,78,81,83,75,84,79,75,77,61,68,58,76,41,36,78,81,60,78,30,23,22,15,10,11,12,7
180,77,Canada,70,75,Right,1,2,2,2023,24,Right-Back,RB,3500000,winter,Scottish Premiership,2022,62,43,54,63,34,59,62,37,59,63,80,79,76,66,68,64,73,77,71,45,74,68,55,54,49,63,71,70,69,8,9,14,11,11
190,85,Turkey,66,79,Left,1,3,2,2026,19,Centre-Back,CB,9500000,summer,Eredivisie,2022,26,20,66,54,27,40,35,28,51,52,62,64,54,63,45,44,69,60,76,23,66,64,27,30,54,60,63,70,67,14,14,12,8,13
175,73,France,82,82,Right,3,4,4,2022,31,Centre-Forward,CF,12000000,summer,Ligue 1,2022,68,80,75,82,79,83,74,74,72,83,76,72,81,82,82,87,76,68,76,78,74,42,83,76,82,80,39,45,32,11,6,9,5,6
177,79,France,73,79,Right,1,3,4,2024,23,Left Winger,LW,10100000,summer,Serie A,2022,72,68,45,70,75,79,81,83,62,75,78,79,74,64,88,81,58,62,33,78,47,27,70,71,56,69,28,40,43,13,13,8,14,15
174,71,England,77,81,Right,1,4,4,30-Jun-22,24,Second Striker,SS,30000000,summer,Ger Bundesliga,2022,73,74,48,72,60,83,69,51,53,80,87,83,90,69,85,77,64,75,55,70,62,32,75,72,62,76,27,23,24,12,12,9,15,6
174,71,England,77,81,Right,1,4,4,30-Jun-22,24,Second Striker,SS,9200000,summer,Serie A,2022,73,74,48,72,60,83,69,51,53,80,87,83,90,69,85,77,64,75,55,70,62,32,75,72,62,76,27,23,24,12,12,9,15,6
179,74,France,70,74,Right,1,3,4,2022,25,Central Midfield,CM,1800000,summer,Super Lig,2022,72,64,61,70,53,74,62,68,69,75,72,70,81,69,75,66,77,74,71,61,50,68,70,72,69,68,62,64,65,9,8,14,6,12
186,79,Germany,76,82,Right,1,3,3,30-Jun-22,23,Central Midfield,CM,5000000,summer,Ger Bundesliga,2022,64,56,49,82,39,75,49,44,77,77,66,74,68,76,72,70,57,78,76,63,55,70,68,77,38,74,71,73,65,14,10,10,8,7
186,79,Germany,76,82,Right,1,3,3,30-Jun-22,23,Central Midfield,CM,4500000,summer,Ger Bundesliga,2022,64,56,49,82,39,75,49,44,77,77,66,74,68,76,72,70,57,78,76,63,55,70,68,77,38,74,71,73,65,14,10,10,8,7
177,71,England,76,78,Right,2,3,4,30-Jun-22,25,Central Midfield,CM,6000000,summer,Premier League,2022,69,58,50,75,44,74,64,36,68,75,79,83,79,73,71,69,66,80,69,66,69,71,70,70,69,73,71,75,72,15,9,7,10,13
177,71,England,76,78,Right,2,3,4,30-Jun-22,24,Central Midfield,CM,6000000,summer,Premier League,2022,69,58,50,75,44,74,64,36,68,75,79,83,79,73,71,69,66,80,69,66,69,71,70,70,69,73,71,75,72,15,9,7,10,13
184,76,France,80,83,Right,3,4,4,30-Jun-22,26,Centre-Forward,CF,15000000,summer,Premier League,2022,73,79,70,77,76,87,84,54,60,84,87,84,82,78,79,83,73,67,74,74,54,34,78,75,80,78,26,33,31,9,8,8,15,11
191,87,Morocco,74,74,Left,1,3,3,2023,28,Centre-Back,CB,5000000,summer,Serie A,2022,74,30,73,69,37,69,64,35,70,73,54,69,63,69,42,63,64,75,75,46,66,72,58,60,31,72,69,75,76,14,14,13,7,6
179,70,Congo DR,75,75,Left,1,2,4,2024,28,Left-Back,LB,6000000,summer,Super Lig,2022,74,52,63,73,61,80,72,48,67,77,77,79,77,74,79,74,70,76,67,68,65,69,65,70,49,75,65,74,73,8,7,10,7,7
170,62,Norway,66,76,Right,1,4,4,2025,22,Second Striker,SS,1500000,winter,Allsvenskan,2022,56,58,45,66,56,72,62,60,58,72,82,75,92,54,92,58,49,81,48,58,44,32,64,68,52,66,30,32,32,8,13,13,14,12
182,74,Russia,78,80,Left,1,2,3,2024,26,Attacking Midfield,AM,9000000,summer,Serie A,2022,72,71,57,78,67,80,74,75,75,80,74,76,80,76,78,65,58,73,64,73,43,36,78,79,67,76,22,28,29,8,8,9,12,15
187,84,France,79,79,Right,2,4,3,2023,34,Centre-Forward,CF,5100000,summer,Ger Bundesliga,2022,62,83,88,67,74,69,66,56,55,73,63,73,65,82,60,77,85,67,86,68,75,18,85,63,77,79,39,31,19,10,11,11,6,8
171,66,Nigeria,72,72,Right,2,3,3,2023,29,Left Winger,LW,1300000,summer,Super Lig,2022,66,65,60,65,65,74,60,48,57,69,91,90,87,69,86,69,74,76,50,66,31,24,68,65,66,65,28,28,24,7,12,13,15,14
188,78,Senegal,66,75,Right,1,2,2,2025,24,Right Winger,RW,1200000,summer,Jupiler Pro League,2022,31,65,72,55,48,59,33,31,49,63,66,68,57,65,48,75,64,70,80,60,65,23,66,53,59,48,20,26,23,14,10,11,13,7
203,94,Netherlands,65,68,Right,1,3,1,2022,28,Goalkeeper,GK,3000000,summer,Eredivisie,2022,14,19,19,20,19,19,41,14,39,20,45,50,40,60,60,47,66,42,66,20,21,16,15,16,19,54,10,15,13,66,63,63,65,64
176,83,Turkey,72,72,Right,1,2,3,2022,29,Right-Back,RB,1000000,summer,Super Lig,2022,64,52,64,69,59,71,71,63,69,69,75,80,76,70,77,68,81,74,79,63,81,68,70,68,55,67,64,71,69,6,8,14,10,15
190,93,Cameroon,82,85,Right,3,3,1,2022,26,Goalkeeper,GK,40000000,summer,Serie A,2022,15,12,20,43,13,26,30,17,53,38,62,60,66,81,53,65,77,38,79,17,32,15,11,64,27,64,12,18,14,81,80,86,81,83
182,62,Morocco,67,78,Right,1,3,3,2025,22,Central Midfield,CM,8000000,winter,Ligue 1,2022,51,55,53,73,37,67,55,52,69,72,60,63,72,62,68,68,63,83,64,54,52,53,55,65,55,62,56,63,59,14,13,6,8,7
191,84,Germany,75,79,Right,1,3,2,2022,24,Centre-Back,CB,6000000,summer,Ger Bundesliga,2022,37,27,73,69,26,48,30,35,58,61,60,74,48,75,49,50,64,76,77,23,66,75,31,48,52,72,79,80,76,12,12,10,9,11
188,72,Italy,74,80,Right,1,3,3,30-Jun-22,23,Centre-Forward,CF,15000000,summer,Serie A,2022,45,77,74,64,74,68,52,54,40,74,73,73,69,73,74,79,74,70,75,71,55,16,77,45,77,62,15,30,24,14,10,15,7,11
181,77,England,60,79,Right,1,3,4,2023,31,Central Midfield,CM,2500000,summer,Ligue 1,2022,51,56,42,63,47,60,60,62,60,62,68,64,65,56,62,61,53,66,59,59,53,51,58,61,54,57,50,54,46,9,13,14,12,8
187,81,Poland,70,71,Left,1,3,3,30-Jun-22,27,Left-Back,LB,2300000,summer,Serie A,2022,69,56,62,66,48,73,51,45,60,70,79,78,63,68,52,60,83,67,67,54,58,65,70,68,62,65,64,68,65,8,12,13,10,10
187,81,Poland,70,71,Left,1,3,3,30-Jun-22,27,Left-Back,LB,3900000,summer,Serie A,2022,69,56,62,66,48,73,51,45,60,70,79,78,63,68,52,60,83,67,67,54,58,65,70,68,62,65,64,68,65,8,12,13,10,10
195,79,France,66,77,Left,1,3,2,2024,20,Central Midfield,CM,2000000,summer,Ligue 1,2022,48,52,52,67,36,64,58,41,65,68,58,59,65,64,58,51,63,70,68,54,70,63,56,64,43,70,62,63,53,12,11,12,5,10
185,75,Italy,81,81,Left,2,3,2,2022,27,Centre-Back,CB,18000000,summer,Serie A,2022,36,30,76,74,28,64,35,24,69,74,66,67,55,80,53,63,79,69,79,46,82,85,31,45,34,75,85,85,80,9,14,12,8,9
190,85,Germany,86,87,Right,2,3,2,2022,29,Centre-Back,CB,32000000,summer,Laliga,2022,68,40,82,80,34,64,42,56,78,72,72,87,56,85,50,77,84,71,90,67,92,85,49,61,40,78,88,87,84,14,15,10,12,8
186,80,Germany,67,72,Right,1,4,3,2025,26,Attacking Midfield,AM,2500000,winter,Serie A,2022,62,64,68,69,41,76,74,68,63,74,71,55,77,70,63,75,70,72,67,74,53,46,67,62,57,64,48,53,54,8,6,14,8,12
186,80,Germany,67,72,Right,1,4,3,2025,25,Attacking Midfield,AM,1000000,summer,Serie A,2022,62,64,68,69,41,76,74,68,63,74,71,55,77,70,63,75,70,72,67,74,53,46,67,62,57,64,48,53,54,8,6,14,8,12
192,78,France,58,67,Right,1,3,2,2022,21,Centre-Forward,CF,3000000,summer,Ligue 1,2022,28,64,63,43,42,56,42,41,29,55,56,59,52,52,48,59,58,52,65,60,35,16,56,49,70,44,13,19,17,6,7,9,14,15
180,72,Iceland,70,77,Right,1,3,3,2022,24,Right-Back,RB,2500000,winter,Eredivisie,2022,66,45,56,63,30,66,54,37,53,66,82,81,78,65,77,50,81,89,66,40,60,63,60,58,44,60,62,65,62,15,8,10,14,6
188,83,Sweden,64,77,Right,1,3,3,2025,21,Centre-Forward,CF,11000000,winter,Ligue 1,2022,52,66,55,55,52,67,52,41,44,66,87,90,74,54,53,63,47,69,70,58,49,22,56,61,58,59,17,24,19,8,9,7,5,15
182,74,Iran,68,79,Right,1,4,2,30-Jun-22,21,Right Winger,RW,3000000,summer,Super Lig,2022,61,68,64,59,57,73,60,46,47,66,82,85,80,56,69,77,74,65,76,65,67,28,66,55,62,62,32,38,31,12,12,15,9,11
180,70,England,70,79,Right,1,4,3,2023,23,Centre-Forward,CF,10250000,winter,Premier League,2022,62,67,63,64,56,72,49,39,39,69,82,86,75,68,68,74,69,71,80,64,62,14,68,63,51,62,20,19,11,10,11,14,15,7
195,94,Norway,77,80,Left,1,4,3,30-Jun-22,26,Centre-Forward,CF,14000000,summer,Ger Bundesliga,2022,66,75,79,68,69,70,74,60,59,75,75,87,56,74,56,83,65,83,88,70,74,36,78,69,70,79,39,23,21,15,12,8,8,
195,94,Norway,77,80,Left,1,4,3,30-Jun-22,26,Centre-Forward,CF,1500000,summer,Laliga,2022,66,75,79,68,69,70,74,60,59,75,75,87,56,74,56,83,65,83,88,70,74,36,78,69,70,79,39,23,21,15,12,8,8,
187,81,France,81,88,Right,2,3,3,2024,22,Defensive Midfield,DM,80000000,summer,Laliga,2022,68,67,73,84,50,78,76,53,83,80,70,73,75,81,71,78,74,86,82,72,82,84,75,82,55,82,80,83,78,9,8,12,12,7
177,72,France,77,77,Right,2,4,3,2024,29,Attacking Midfield,AM,3900000,winter,Ligue 1,2022,75,70,61,78,64,78,73,70,77,78,72,73,74,77,83,75,72,78,67,74,69,68,79,78,68,77,63,68,57,14,9,15,9,13
187,80,France,64,82,Right,1,3,2,2025,19,Left Winger,LW,2000000,winter,Ger Bundesliga,2022,52,64,61,60,54,67,48,36,45,68,77,76,69,58,55,60,58,54,63,51,33,24,61,58,45,55,16,21,16,8,7,11,6,12
187,80,France,64,82,Right,1,3,2,2025,19,Left Winger,LW,2600000,winter,Ligue 1,2022,52,64,61,60,54,67,48,36,45,68,77,76,69,58,55,60,58,54,63,51,33,24,61,58,45,55,16,21,16,8,7,11,6,12
184,81,Algeria,68,73,Left,1,3,2,2023,24,Centre-Back,CB,2000000,summer,Super Lig,2022,64,48,64,66,54,64,56,47,62,68,76,84,63,62,64,56,79,76,82,59,68,64,56,61,55,60,67,68,66,7,7,14,9,12
170,73,Côte d'Ivoire,65,65,Left,1,2,2,2023,26,Right Winger,RW,10000000,summer,Premier League,2022,58,44,55,63,48,72,56,34,61,61,73,74,76,61,72,58,74,78,77,49,55,61,58,59,51,59,60,61,60,11,15,6,11,12
183,71,Iceland,70,70,Right,1,3,3,2022,29,Central Midfield,CM,1200000,summer,Allsvenskan,2022,65,64,46,64,69,68,72,66,60,66,78,80,79,67,77,70,52,89,67,67,69,62,67,68,57,67,56,55,53,11,12,15,9,8
175,65,France,67,79,Left,1,3,3,30-Jun-22,21,Central Midfield,CM,1200000,summer,Ligue 1,2022,58,44,57,73,40,72,58,43,70,72,67,64,77,69,79,60,57,59,58,43,57,59,58,71,51,66,55,59,54,14,10,6,7,9
175,65,France,67,79,Left,1,3,3,30-Jun-22,21,Central Midfield,CM,1200000,summer,Super League 1,2022,58,44,57,73,40,72,58,43,70,72,67,64,77,69,79,60,57,59,58,43,57,59,58,71,51,66,55,59,54,14,10,6,7,9
185,75,England,74,78,Right,1,3,3,30-Jun-22,25,Centre-Back,CB,3500000,summer,Premier League,2022,52,26,71,75,41,66,45,37,70,70,74,87,72,74,66,53,74,67,75,34,76,73,52,61,50,77,73,75,73,5,8,5,13,12
185,75,England,74,78,Right,1,3,3,30-Jun-22,24,Centre-Back,CB,3500000,summer,Premier League,2022,52,26,71,75,41,66,45,37,70,70,74,87,72,74,66,53,74,67,75,34,76,73,52,61,50,77,73,75,73,5,8,5,13,12
185,73,Belgium,65,69,Right,1,3,2,2022,25,Attacking Midfield,AM,2300000,summer,Eredivisie,2022,55,47,62,67,38,62,33,44,65,66,66,66,72,66,70,63,50,75,62,57,72,60,62,65,43,62,64,63,61,9,15,14,12,6
175,65,France,65,82,Right,1,3,3,2023,19,Left Winger,LW,4000000,summer,Ligue 1,2022,56,59,55,59,39,68,55,33,47,67,88,87,85,55,70,59,57,52,36,48,30,22,62,58,54,58,25,25,20,13,10,14,14,8
188,76,Italy,66,78,Right,1,3,2,2023,22,Right-Back,RB,6000000,winter,Serie A,2022,61,34,60,61,37,62,34,37,48,63,71,70,67,59,53,36,66,64,72,33,60,63,56,48,47,55,61,72,66,14,7,13,10,11
173,72,France,74,75,Right,1,3,3,2022,27,Right-Back,RB,2500000,winter,Ligue 1,2022,75,56,47,69,51,75,63,47,61,72,85,82,78,73,78,59,34,86,59,47,62,64,65,58,57,70,63,73,71,11,12,11,11,7
173,72,France,74,75,Right,1,3,3,2022,27,Right-Back,RB,2500000,summer,Ligue 1,2022,75,56,47,69,51,75,63,47,61,72,85,82,78,73,78,59,34,86,59,47,62,64,65,58,57,70,63,73,71,11,12,11,11,7
181,66,Kosovo,70,73,Right,1,3,4,30-Jun-22,25,Attacking Midfield,AM,2500000,summer,Super Lig,2022,69,63,43,70,59,72,69,67,70,71,80,76,82,66,79,73,44,71,62,69,49,18,65,71,60,68,26,27,15,9,15,16,10,8
187,82,France,77,77,Right,2,3,1,2022,35,Goalkeeper,GK,1000000,summer,Ligue 1,2022,11,14,15,35,12,13,12,11,33,12,47,51,38,75,45,56,49,28,65,15,22,22,12,48,15,58,16,11,14,76,75,75,77,79
