height_cm,weight_kg,nationality_x,overall,potential,preferred_foot,international_reputation,weak_foot,skill_moves,contract_valid_until,age_y,position,short_pos,fee,window,league,season,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
173,66,Turkey,78,86,Left,1,4,3,2023,23,Right Winger,RW,3500000,summer,Premier League,2020,83,71,58,72,69,83,80,68,65,82,85,79,84,71,82,82,48,67,51,82,27,29,73,73,64,68,39,33,30,9,13,7,9,8
178,68,Norway,78,85,Left,3,2,5,2020,21,Attacking Midfield,AM,90000000,summer,Laliga,2020,86,64,52,82,68,86,78,79,76,87,76,72,78,74,78,76,46,72,40,75,41,48,62,84,63,78,74,35,32,14,15,15,8,10
178,68,Norway,78,85,Left,3,2,5,2020,22,Attacking Midfield,AM,2000000,winter,Premier League,2020,86,64,52,82,68,86,78,79,76,87,76,72,78,74,78,76,46,72,40,75,41,48,62,84,63,78,74,35,32,14,15,15,8,10
192,88,France,78,85,Right,1,4,3,2023,23,Centre-Forward,CF,3500000,winter,Premier League,2020,39,81,81,65,73,76,53,32,41,72,74,88,70,76,53,73,77,65,85,63,71,26,81,59,74,66,78,31,22,8,8,7,13,11
190,79,Turkey,78,84,Right,1,4,3,2023,26,Defensive Midfield,DM,3000000,winter,Premier League,2020,67,65,78,79,70,73,72,65,74,78,64,72,62,72,60,79,69,88,85,75,81,76,68,71,60,73,73,77,71,12,16,10,13,7
196,95,England,78,83,Right,2,3,1,2021,27,Goalkeeper,GK,1100000,summer,Premier League,2020,11,16,12,40,12,21,12,14,30,36,58,55,55,73,50,53,76,40,79,13,40,27,16,40,42,62,81,13,11,80,74,70,78,82
184,85,Gabon,78,83,Right,2,3,3,2022,26,Defensive Midfield,DM,2200000,summer,Premier League,2020,72,57,68,82,68,80,72,68,77,81,69,75,68,73,72,81,46,75,73,78,70,72,71,74,68,68,21,73,69,12,9,15,8,16
184,85,Gabon,78,83,Right,2,3,3,2022,26,Defensive Midfield,DM,10000000,summer,Premier League,2020,72,57,68,82,68,80,72,68,77,81,69,75,68,73,72,81,46,75,73,78,70,72,71,74,68,68,21,73,69,12,9,15,8,16
184,85,Gabon,78,83,Right,2,3,3,2022,27,Defensive Midfield,DM,10000000,summer,Premier League,2020,72,57,68,82,68,80,72,68,77,81,69,75,68,73,72,81,46,75,73,78,70,72,71,74,68,68,21,73,69,12,9,15,8,16
182,74,Russia,78,83,Left,1,2,3,2021,24,Attacking Midfield,AM,14500000,summer,Serie A,2020,72,67,57,81,62,80,74,78,74,80,73,75,77,75,74,65,58,75,64,65,43,36,72,82,64,76,77,28,29,8,8,9,12,15
185,83,France,78,83,Right,2,3,2,2023,23,Defensive Midfield,DM,7000000,summer,Ger Bundesliga,2020,56,42,76,77,43,60,36,45,68,71,64,60,59,75,68,76,81,85,82,58,85,82,51,67,48,68,38,82,74,11,15,16,10,15
193,87,Austria,78,82,Left,2,3,4,2022,26,Centre-Forward,CF,8000000,summer,Ger Bundesliga,2020,65,77,71,77,75,75,83,79,71,78,62,66,65,78,52,84,50,69,79,80,58,33,78,74,64,65,80,40,38,10,6,9,16,6
186,84,Netherlands,78,82,Left,1,2,2,2021,25,Centre-Back,CB,2000000,summer,Laliga,2020,43,33,77,72,35,57,35,35,69,67,65,68,65,74,64,60,77,67,78,31,85,73,41,59,41,71,37,80,84,9,9,14,14,9
184,81,France,78,82,Right,2,3,3,2020,27,Defensive Midfield,DM,1500000,summer,Laliga,2020,56,45,65,76,52,72,61,32,73,73,69,73,66,76,66,75,83,82,80,62,80,81,52,65,51,67,60,81,70,6,7,11,14,14
184,81,France,78,82,Right,2,3,3,2020,27,Defensive Midfield,DM,1500000,summer,Ligue 1,2020,56,45,65,76,52,72,61,32,73,73,69,73,66,76,66,75,83,82,80,62,80,81,52,65,51,67,60,81,70,6,7,11,14,14
173,68,Germany,78,82,Right,2,4,4,2021,25,Attacking Midfield,AM,3000000,winter,Ger Bundesliga,2020,74,63,37,84,60,83,74,69,75,82,75,61,89,76,88,60,60,76,53,60,80,70,72,80,60,78,77,66,62,8,12,13,11,14
176,67,France,78,81,Right,1,3,3,2020,27,Central Midfield,CM,16000000,summer,Serie A,2020,72,66,54,82,68,76,70,76,78,78,65,62,74,78,76,76,69,78,64,74,72,76,72,78,78,80,51,74,70,9,10,11,8,9
176,67,France,78,81,Right,1,3,3,2020,27,Central Midfield,CM,17500000,summer,Serie A,2020,72,66,54,82,68,76,70,76,78,78,65,62,74,78,76,76,69,78,64,74,72,76,72,78,78,80,51,74,70,9,10,11,8,9
187,80,France,78,81,Right,1,3,3,2023,26,Central Midfield,CM,3500000,winter,Serie A,2020,69,48,75,80,55,80,54,54,78,80,68,65,67,76,61,75,74,84,86,77,77,74,74,75,55,78,78,76,71,13,7,7,13,11
189,89,France,78,80,Right,2,3,2,2022,29,Centre-Back,CB,4000000,summer,Laliga,2020,51,50,75,75,42,62,47,41,70,73,46,51,55,72,57,75,78,69,83,66,81,81,46,46,43,77,78,76,73,11,15,15,12,7
188,75,France,78,80,Right,1,3,2,2022,27,Centre-Back,CB,4000000,summer,Ligue 1,2020,60,40,80,77,35,58,49,42,68,68,61,67,62,74,62,59,80,76,73,49,74,78,49,45,47,72,60,79,78,15,10,14,12,13
185,72,Germany,78,79,Left,1,3,3,2022,28,Centre-Forward,CF,1500000,summer,Ger Bundesliga,2020,67,79,69,72,74,77,60,57,68,77,77,76,74,84,67,84,71,75,67,82,61,39,79,71,74,76,62,39,36,9,11,8,9,11
182,87,Republic of Ireland,78,79,Right,1,4,3,2023,28,Right-Back,RB,16800000,summer,Premier League,2020,79,61,71,74,46,74,63,45,69,76,71,76,67,73,68,76,82,92,72,62,75,74,73,66,48,68,30,77,75,15,8,12,11,9
190,84,Germany,78,79,Right,1,3,1,2020,28,Goalkeeper,GK,7000000,summer,Ger Bundesliga,2020,9,12,12,26,11,15,13,16,23,22,36,38,40,76,42,53,72,31,67,15,26,13,10,34,22,32,80,17,9,78,76,71,74,80
191,86,Senegal,78,79,Right,1,4,3,2023,29,Centre-Forward,CF,1580000,winter,Premier League,2020,56,81,85,65,68,60,67,48,45,74,66,65,39,76,30,81,53,70,89,70,48,19,82,60,72,74,34,25,29,7,10,10,10,8
191,86,Senegal,78,79,Right,1,4,3,2023,28,Centre-Forward,CF,2000000,summer,Super Lig,2020,56,81,85,65,68,60,67,48,45,74,66,65,39,76,30,81,53,70,89,70,48,19,82,60,72,74,34,25,29,7,10,10,10,8
177,77,Nigeria,78,78,Right,2,4,4,2020,29,Right Midfield,RM,2000000,summer,Premier League,2020,76,67,70,76,64,82,75,61,70,81,78,76,75,76,82,74,66,80,69,69,62,73,72,72,75,75,77,74,71,9,7,8,16,16
177,77,Nigeria,78,78,Right,2,4,4,2020,29,Right Midfield,RM,2000000,summer,Premier Liga,2020,76,67,70,76,64,82,75,61,70,81,78,76,75,76,82,74,66,80,69,69,62,73,72,72,75,75,77,74,71,9,7,8,16,16
190,81,Greece,78,78,Right,2,3,1,2021,35,Goalkeeper,GK,5130000,summer,Ligue 1,2020,19,16,24,22,14,15,11,11,36,23,44,34,45,75,49,54,64,33,66,18,18,23,10,47,21,60,50,15,24,78,76,72,77,79
196,86,Sweden,78,78,Right,1,2,1,2023,30,Goalkeeper,GK,1500000,summer,Premier League,2020,20,11,16,32,16,11,18,16,37,18,31,40,32,73,33,57,40,37,75,14,27,20,13,55,26,45,17,12,16,78,77,76,78,78
196,86,Sweden,78,78,Right,1,2,1,2023,30,Goalkeeper,GK,1500000,summer,Serie A,2020,20,11,16,32,16,11,18,16,37,18,31,40,32,73,33,57,40,37,75,14,27,20,13,55,26,45,17,12,16,78,77,76,78,78
171,73,Ivory Coast,78,78,Right,2,4,3,2020,29,Defensive Midfield,DM,1500000,winter,Ligue 1,2020,72,65,60,83,47,75,80,81,81,83,75,62,85,73,80,76,64,75,56,74,67,69,70,78,67,81,43,71,65,14,13,9,10,12
171,73,Ivory Coast,78,78,Right,2,4,3,2020,29,Defensive Midfield,DM,1500000,summer,Premier League,2020,72,65,60,83,47,75,80,81,81,83,75,62,85,73,80,76,64,75,56,74,67,69,70,78,67,81,43,71,65,14,13,9,10,12
191,86,Serbia,77,87,Right,1,3,3,2020,24,Defensive Midfield,DM,9000000,summer,Liga Portugal,2020,62,73,79,79,62,81,62,51,75,80,59,64,69,77,56,76,79,74,77,67,78,73,75,77,57,83,20,75,74,9,14,8,12,13
191,86,Serbia,77,87,Right,1,3,3,2020,24,Defensive Midfield,DM,9000000,summer,Premier League,2020,62,73,79,79,62,81,62,51,75,80,59,64,69,77,56,76,79,74,77,67,78,73,75,77,57,83,20,75,74,9,14,8,12,13
183,78,Italy,77,87,Right,1,3,3,2023,23,Centre-Forward,CF,2500000,winter,Laliga,2020,48,80,76,70,72,74,68,42,34,76,72,74,69,74,76,74,75,68,73,62,60,14,80,56,68,72,32,20,18,10,7,7,10,5
183,78,Italy,77,87,Right,1,3,3,2023,23,Centre-Forward,CF,2500000,winter,Premier League,2020,48,80,76,70,72,74,68,42,34,76,72,74,69,74,76,74,75,68,73,62,60,14,80,56,68,72,32,20,18,10,7,7,10,5
185,75,Turkey,77,84,Right,1,3,3,2020,23,Centre-Forward,CF,9000000,summer,Laliga,2020,56,76,73,74,74,77,68,63,47,75,72,72,74,73,74,85,82,71,84,72,70,29,74,65,80,68,15,33,24,8,14,8,13,13
