club,name,age,nationality,position,short_pos,market_value,dealing_club,dealing_country,fee,movement,window,league,season,is_loan,loan_status,normalized_name
Borussia Dortmund,Axel Witsel,29.0,Belgium,Centre-Back,CB,5000000.0,TJ Tianhai,China,20000000.0,in,summer,1 Bundesliga,2018,False,,axel witsel
Borussia Dortmund,Marius Wolf,23.0,Germany,Right-Back,RB,8000000.0,E. Frankfurt,Germany,5000000.0,in,summer,1 Bundesliga,2018,False,,marius wolf
Borussia Dortmund,Leonardo Balerdi,19.0,Argentina,Centre-Back,CB,10000000.0,Boca Juniors,Argentina,15500000.0,in,winter,1 Bundesliga,2018,False,,leonardo balerdi
Borussia Mönchengladbach,Alassane Plea,25.0,France,Centre-Forward,CF,8000000.0,OGC Nice,France,23000000.0,in,summer,1 Bundesliga,2018,False,,alassane plea
Borussia Mönchengladbach,Andreas Poulsen,18.0,Denmark,Left-Back,LB,,FC Midtjylland,Denmark,4500000.0,in,summer,1 Bundesliga,2018,False,,andreas poulsen
Borussia Mönchengladbach,Michael Lang,27.0,Switzerland,Right-Back,RB,,FC Basel,Switzerland,2800000.0,in,summer,1 Bundesliga,2018,False,,michael lang
Borussia Mönchengladbach,Keanan Bennetts,19.0,Germany,Left-Back,LB,,Tottenham U23,England,2250000.0,in,summer,1 Bundesliga,2018,False,,keanan bennetts
Eintracht Frankfurt,Evan Ndicka,18.0,Cote d'Ivoire,Centre-Back,CB,28000000.0,AJ Auxerre,France,5500000.0,in,summer,1 Bundesliga,2018,False,,evan ndicka
Eintracht Frankfurt,Carlos Salcedo,24.0,Mexico,Centre-Back,CB,4000000.0,Chivas,Mexico,5000000.0,in,summer,1 Bundesliga,2018,False,,carlos salcedo
Eintracht Frankfurt,Ante Rebic,24.0,Croatia,Left Winger,LW,5000000.0,Fiorentina,Italy,4500000.0,in,summer,1 Bundesliga,2018,False,,ante rebic
Eintracht Frankfurt,Lucas Torró,23.0,Spain,Defensive Midfield,DM,8000000.0,Real Madrid,Spain,3500000.0,in,summer,1 Bundesliga,2018,False,,lucas torro
Eintracht Frankfurt,Gonçalo Paciência,23.0,Portugal,Centre-Forward,CF,2000000.0,FC Porto,Portugal,3000000.0,in,summer,1 Bundesliga,2018,False,,goncalo paciencia
Eintracht Frankfurt,Frederik Rönnow,25.0,Denmark,Goalkeeper,GK,5500000.0,Bröndby IF,Denmark,2800000.0,in,summer,1 Bundesliga,2018,False,,frederik ronnow
Eintracht Frankfurt,Tuta,19.0,Brazil,Centre-Back,CB,15000000.0,São Paulo U20,Brazil,1800000.0,in,winter,1 Bundesliga,2018,False,,tuta
FC Augsburg,André Hahn,27.0,Germany,Right Winger,RW,,Hamburger SV,Germany,3000000.0,in,summer,1 Bundesliga,2018,False,,andre hahn
FC Augsburg,Fredrik Jensen,20.0,Finland,Attacking Midfield,AM,2500000.0,Twente FC,Netherlands,3000000.0,in,summer,1 Bundesliga,2018,False,,fredrik jensen
FC Schalke 04,Sebastian Rudy,28.0,Germany,Defensive Midfield,DM,,Bayern Munich,Germany,16000000.0,in,summer,1 Bundesliga,2018,False,,sebastian rudy
FC Schalke 04,Suat Serdar,21.0,Germany,Central Midfield,CM,4500000.0,1.FSV Mainz 05,Germany,11000000.0,in,summer,1 Bundesliga,2018,False,,suat serdar
FC Schalke 04,Omar Mascarell,25.0,Spain,Defensive Midfield,DM,1000000.0,Real Madrid,Spain,10000000.0,in,summer,1 Bundesliga,2018,False,,omar mascarell
FC Schalke 04,Salif Sané,27.0,Senegal,Centre-Back,CB,,Hannover 96,Germany,7000000.0,in,summer,1 Bundesliga,2018,False,,salif sane
FC Schalke 04,Hamza Mendyl,20.0,Morocco,Left-Back,LB,1500000.0,LOSC Lille,France,6000000.0,in,summer,1 Bundesliga,2018,False,,hamza mendyl
FC Schalke 04,Steven Skrzybski,25.0,Germany,Centre-Forward,CF,1300000.0,Union Berlin,Germany,3200000.0,in,summer,1 Bundesliga,2018,False,,steven skrzybski
FC Schalke 04,Rabbi Matondo,18.0,Wales,Right Winger,RW,2500000.0,Man City U23,England,9000000.0,in,winter,1 Bundesliga,2018,False,,rabbi matondo
Fortuna Düsseldorf,Marvin Ducksch,24.0,Germany,Centre-Forward,CF,7500000.0,FC St. Pauli,Germany,2000000.0,in,summer,1 Bundesliga,2018,False,,marvin ducksch
Fortuna Düsseldorf,Benito Raman,23.0,Belgium,Centre-Forward,CF,1500000.0,Standard Liège,Belgium,1500000.0,in,summer,1 Bundesliga,2018,False,,benito raman
Hannover 96,Walace,23.0,Brazil,Defensive Midfield,DM,7000000.0,Hamburger SV,Germany,6000000.0,in,summer,1 Bundesliga,2018,False,,walace
Hannover 96,Genki Haraguchi,27.0,Japan,Attacking Midfield,AM,1000000.0,Hertha BSC,Germany,4500000.0,in,summer,1 Bundesliga,2018,False,,genki haraguchi
Hannover 96,Josip Elez,24.0,Croatia,Centre-Back,CB,,HNK Rijeka,Croatia,2500000.0,in,summer,1 Bundesliga,2018,False,,josip elez
Hannover 96,Florent Muslija,20.0,Kosovo,Attacking Midfield,AM,2000000.0,Karlsruher SC,Germany,1400000.0,in,summer,1 Bundesliga,2018,False,,florent muslija
Hertha BSC,Valentino Lazaro,22.0,Austria,Right Midfield,RM,5000000.0,RB Salzburg,Austria,10500000.0,in,summer,1 Bundesliga,2018,False,,valentino lazaro
Hertha BSC,Lukas Klünter,22.0,Germany,Right-Back,RB,,1.FC Köln,Germany,2000000.0,in,summer,1 Bundesliga,2018,False,,lukas klunter
Hertha BSC,Pascal Köpke,22.0,Germany,Centre-Forward,CF,,Erzgebirge Aue,Germany,2000000.0,in,summer,1 Bundesliga,2018,False,,pascal kopke
RB Leipzig,Nordi Mukiele,20.0,France,Right-Back,RB,14000000.0,Montpellier,France,16000000.0,in,summer,1 Bundesliga,2018,False,,nordi mukiele
RB Leipzig,Matheus Cunha,19.0,Brazil,Centre-Forward,CF,28000000.0,FC Sion,Switzerland,15000000.0,in,summer,1 Bundesliga,2018,False,,matheus cunha
RB Leipzig,Marcelo Saracchi,20.0,Uruguay,Left-Back,LB,1500000.0,River Plate,Argentina,12000000.0,in,summer,1 Bundesliga,2018,False,,marcelo saracchi
RB Leipzig,Amadou Haidara,20.0,Mali,Central Midfield,CM,17000000.0,RB Salzburg,Austria,19000000.0,in,winter,1 Bundesliga,2018,False,,amadou haidara
RB Leipzig,Tyler Adams,19.0,United States,Defensive Midfield,DM,20000000.0,New York,United States,2630000.0,in,winter,1 Bundesliga,2018,False,,tyler adams
SC Freiburg,Luca Waldschmidt,22.0,Germany,Centre-Forward,CF,3000000.0,Hamburger SV,Germany,5000000.0,in,summer,1 Bundesliga,2018,False,,luca waldschmidt
SC Freiburg,Roland Sallai,21.0,Hungary,Right Winger,RW,12000000.0,APOEL Nicosia,Cyprus,4500000.0,in,summer,1 Bundesliga,2018,False,,roland sallai
SC Freiburg,Dominique Heintz,24.0,Germany,Centre-Back,CB,1200000.0,1.FC Köln,Germany,3000000.0,in,summer,1 Bundesliga,2018,False,,dominique heintz
SC Freiburg,Philipp Lienhart,21.0,Austria,Centre-Back,CB,20000000.0,Real Madrid,Spain,2000000.0,in,summer,1 Bundesliga,2018,False,,philipp lienhart
SC Freiburg,Mark Flekken,25.0,Netherlands,Goalkeeper,GK,12000000.0,MSV Duisburg,Germany,2000000.0,in,summer,1 Bundesliga,2018,False,,mark flekken
SC Freiburg,Jérôme Gondorf,30.0,Germany,Central Midfield,CM,,Werder Bremen,Germany,1300000.0,in,summer,1 Bundesliga,2018,False,,jerome gondorf
SV Werder Bremen,Davy Klaassen,25.0,Netherlands,Central Midfield,CM,10000000.0,Everton,England,13500000.0,in,summer,1 Bundesliga,2018,False,,davy klaassen
SV Werder Bremen,Yuya Osako,28.0,Japan,Centre-Forward,CF,,1.FC Köln,Germany,4500000.0,in,summer,1 Bundesliga,2018,False,,yuya osako
SV Werder Bremen,Felix Beijmo,20.0,Sweden,Right-Back,RB,1000000.0,Djurgården,Sweden,3000000.0,in,summer,1 Bundesliga,2018,False,,felix beijmo
SV Werder Bremen,Martin Harnik,31.0,Austria,Right Winger,RW,,Hannover 96,Germany,2250000.0,in,summer,1 Bundesliga,2018,False,,martin harnik
SV Werder Bremen,Nuri Şahin,29.0,Turkey,Defensive Midfield,DM,,Bor. Dortmund,Germany,1000000.0,in,summer,1 Bundesliga,2018,False,,nuri sahin
SV Werder Bremen,Romano Schmid,18.0,Austria,Attacking Midfield,AM,4500000.0,RB Salzburg,Austria,1000000.0,in,winter,1 Bundesliga,2018,False,,romano schmid
TSG 1899 Hoffenheim,Kasim Adams,23.0,Ghana,Centre-Back,CB,,BSC Young Boys,Switzerland,8000000.0,in,summer,1 Bundesliga,2018,False,,kasim adams
TSG 1899 Hoffenheim,Leonardo Bittencourt,24.0,Germany,Attacking Midfield,AM,2800000.0,1.FC Köln,Germany,6000000.0,in,summer,1 Bundesliga,2018,False,,leonardo bittencourt
TSG 1899 Hoffenheim,Ishak Belfodil,26.0,Algeria,Centre-Forward,CF,1700000.0,Standard Liège,Belgium,5500000.0,in,summer,1 Bundesliga,2018,False,,ishak belfodil
TSG 1899 Hoffenheim,Vincenzo Grifo,25.0,Italy,Left Winger,LW,12000000.0,Bor. M'gladbach,Germany,5500000.0,in,summer,1 Bundesliga,2018,False,,vincenzo grifo
TSG 1899 Hoffenheim,Joshua Brenet,24.0,Netherlands,Right-Back,RB,4000000.0,PSV Eindhoven,Netherlands,3500000.0,in,summer,1 Bundesliga,2018,False,,joshua brenet
TSG 1899 Hoffenheim,Lucas Ribeiro,20.0,Brazil,Centre-Back,CB,1200000.0,EC Vitória,Brazil,3000000.0,in,winter,1 Bundesliga,2018,False,,lucas ribeiro
VfB Stuttgart,Nicolás González,20.0,Argentina,Right Winger,RW,35000000.0,Argentinos Jrs.,Argentina,11260000.0,in,summer,1 Bundesliga,2018,False,,nicolas gonzalez
VfB Stuttgart,Pablo Maffeo,20.0,Argentina,Right-Back,RB,8000000.0,Man City,England,9000000.0,in,summer,1 Bundesliga,2018,False,,pablo maffeo
VfB Stuttgart,Borna Sosa,20.0,Croatia,Left-Back,LB,12000000.0,Dinamo Zagreb,Croatia,6000000.0,in,summer,1 Bundesliga,2018,False,,borna sosa
VfB Stuttgart,Gonzalo Castro,31.0,Germany,Central Midfield,CM,,Bor. Dortmund,Germany,5000000.0,in,summer,1 Bundesliga,2018,False,,gonzalo castro
VfB Stuttgart,Roberto Massimo,17.0,Germany,Right Midfield,RM,1000000.0,Arm. Bielefeld,Germany,2500000.0,in,summer,1 Bundesliga,2018,False,,roberto massimo
VfB Stuttgart,Ozan Kabak,18.0,Turkey,Centre-Back,CB,13000000.0,Galatasaray,Turkey,11000000.0,in,winter,1 Bundesliga,2018,False,,ozan kabak
VfL Wolfsburg,Wout Weghorst,25.0,Netherlands,Centre-Forward,CF,9000000.0,AZ Alkmaar,Netherlands,10500000.0,in,summer,1 Bundesliga,2018,False,,wout weghorst
VfL Wolfsburg,Daniel Ginczek,27.0,Germany,Centre-Forward,CF,,VfB Stuttgart,Germany,10000000.0,in,summer,1 Bundesliga,2018,False,,daniel ginczek
VfL Wolfsburg,Marcel Tisserand,25.0,DR Congo,Centre-Back,CB,2800000.0,FC Ingolstadt,Germany,7000000.0,in,summer,1 Bundesliga,2018,False,,marcel tisserand
VfL Wolfsburg,Jérôme Roussillon,25.0,Guadeloupe,Left-Back,LB,3000000.0,Montpellier,France,5000000.0,in,summer,1 Bundesliga,2018,False,,jerome roussillon
VfL Wolfsburg,Felix Klaus,25.0,Germany,Right Winger,RW,,Hannover 96,Germany,3000000.0,in,summer,1 Bundesliga,2018,False,,felix klaus
IFK Norrköping,Alexander Fransson,24.0,Sweden,Central Midfield,CM,,FC Basel,Switzerland,1000000.0,in,summer,Allsvenskan,2018,False,,alexander fransson
Rapid Vienna,Andrija Pavlovic,24.0,Serbia,Centre-Forward,CF,,FC Copenhagen,Denmark,1300000.0,in,summer,Bundesliga,2018,False,,andrija pavlovic
Rapid Vienna,Mateo Barac,23.0,Croatia,Centre-Back,CB,,NK Osijek,Croatia,1300000.0,in,summer,Bundesliga,2018,False,,mateo barac
Rapid Vienna,Aliou Badji,21.0,Senegal,Centre-Forward,CF,1500000.0,Djurgården,Sweden,1500000.0,in,winter,Bundesliga,2018,False,,aliou badji
Red Bull Salzburg,Karim Adeyemi,16.0,Germany,Left Winger,LW,35000000.0,U'haching U19,Germany,10100000.0,in,summer,Bundesliga,2018,False,,karim adeyemi
Red Bull Salzburg,Jérôme Onguéné,20.0,Cameroon,Centre-Back,CB,1500000.0,VfB Stuttgart,Germany,2000000.0,in,summer,Bundesliga,2018,False,,jerome onguene
Red Bull Salzburg,Erling Haaland,18.0,Norway,Centre-Forward,CF,180000000.0,Molde FK,Norway,8000000.0,in,winter,Bundesliga,2018,False,,erling haaland
AZ Alkmaar,Björn Johnsen,26.0,Norway,Centre-Forward,CF,,ADO Den Haag,Netherlands,2300000.0,in,summer,Eredivisie,2018,False,,bjorn johnsen
AZ Alkmaar,Albert Gudmundsson,21.0,Iceland,Left Winger,LW,12000000.0,PSV Eindhoven,Netherlands,1800000.0,in,summer,Eredivisie,2018,False,,albert gudmundsson
AZ Alkmaar,Henri Weigelt,20.0,Germany,Centre-Back,CB,,Arm. Bielefeld,Germany,1200000.0,in,summer,Eredivisie,2018,False,,henri weigelt
Ajax Amsterdam,Daley Blind,28.0,Netherlands,Centre-Back,CB,3000000.0,Man Utd,England,16000000.0,in,summer,Eredivisie,2018,False,,daley blind
Ajax Amsterdam,Dusan Tadic,29.0,Serbia,Left Winger,LW,5500000.0,Southampton,England,13700000.0,in,summer,Eredivisie,2018,False,,dusan tadic
Ajax Amsterdam,Hassane Bandé,19.0,Burkina Faso,Left Winger,LW,,KV Mechelen,Belgium,8250000.0,in,summer,Eredivisie,2018,False,,hassane bande
Ajax Amsterdam,Zakaria Labyad,25.0,Morocco,Attacking Midfield,AM,1600000.0,FC Utrecht,Netherlands,6000000.0,in,summer,Eredivisie,2018,False,,zakaria labyad
Ajax Amsterdam,Lisandro Magallán,25.0,Argentina,Centre-Back,CB,1800000.0,Boca Juniors,Argentina,9000000.0,in,winter,Eredivisie,2018,False,,lisandro magallan
FC Groningen,Deyovaisio Zeefuik,20.0,Netherlands,Right-Back,RB,1200000.0,Ajax,Netherlands,2000000.0,in,summer,Eredivisie,2018,False,,deyovaisio zeefuik
FC Groningen,Ritsu Doan,20.0,Japan,Right Winger,RW,18000000.0,Gamba Osaka,Japan,1700000.0,in,summer,Eredivisie,2018,False,,ritsu doan
FC Groningen,Jeff Chabot,20.0,Germany,Centre-Back,CB,7500000.0,Sparta R.,Netherlands,1200000.0,in,summer,Eredivisie,2018,False,,jeff chabot
FC Utrecht,Simon Gustafson,23.0,Sweden,Central Midfield,CM,2000000.0,Feyenoord,Netherlands,1000000.0,in,summer,Eredivisie,2018,False,,simon gustafson
Feyenoord Rotterdam,Luis Sinisterra,19.0,Colombia,Left Winger,LW,20000000.0,Once Caldas,Colombia,2000000.0,in,summer,Eredivisie,2018,False,,luis sinisterra
PSV Eindhoven,Érick Gutiérrez,23.0,Mexico,Central Midfield,CM,6000000.0,Pachuca,Mexico,6000000.0,in,summer,Eredivisie,2018,False,,erick gutierrez
PSV Eindhoven,Angeliño,21.0,Spain,Left-Back,LB,11000000.0,Man City U23,England,5500000.0,in,summer,Eredivisie,2018,False,,angelino
PSV Eindhoven,Denzel Dumfries,22.0,Netherlands,Right Midfield,RM,28000000.0,Heerenveen,Netherlands,5500000.0,in,summer,Eredivisie,2018,False,,denzel dumfries
PSV Eindhoven,Ryan Thomas,23.0,New Zealand,Central Midfield,CM,1300000.0,PEC Zwolle,Netherlands,2750000.0,in,summer,Eredivisie,2018,False,,ryan thomas
PSV Eindhoven,Aziz Behich,27.0,Australia,Left-Back,LB,,Bursaspor,Turkey,1500000.0,in,summer,Eredivisie,2018,False,,aziz behich
Vitesse Arnhem,Hilary Gong,19.0,Nigeria,Right Winger,RW,,AS Trencin,Slovakia,2000000.0,in,summer,Eredivisie,2018,False,,hilary gong
Vitesse Arnhem,Matus Bero,22.0,Slovakia,Central Midfield,CM,3500000.0,Trabzonspor,Turkey,1640000.0,in,summer,Eredivisie,2018,False,,matus bero
Cercle Brugge,Vitinho,18.0,Brazil,Right-Back,RB,4000000.0,Cruzeiro,Brazil,2350000.0,in,summer,Jupiler Pro League,2018,False,,vitinho
Club Brugge KV,Kaveh Rezaei,26.0,Iran,Centre-Forward,CF,,RSC Charleroi,Belgium,5000000.0,in,summer,Jupiler Pro League,2018,False,,kaveh rezaei
Club Brugge KV,Matej Mitrovic,24.0,Croatia,Centre-Back,CB,,Besiktas,Turkey,3500000.0,in,summer,Jupiler Pro League,2018,False,,matej mitrovic
Club Brugge KV,Siebe Schrijvers,21.0,Belgium,Central Midfield,CM,2000000.0,KRC Genk,Belgium,3000000.0,in,summer,Jupiler Pro League,2018,False,,siebe schrijvers
Club Brugge KV,Karlo Letica,21.0,Croatia,Goalkeeper,GK,,Hajduk Split,Croatia,3000000.0,in,summer,Jupiler Pro League,2018,False,,karlo letica
Club Brugge KV,Arnaut Danjuma,21.0,Netherlands,Left Winger,LW,20000000.0,NEC Nijmegen,Netherlands,2800000.0,in,summer,Jupiler Pro League,2018,False,,arnaut danjuma
Club Brugge KV,Sofyan Amrabat,22.0,Morocco,Defensive Midfield,DM,30000000.0,Feyenoord,Netherlands,2500000.0,in,summer,Jupiler Pro League,2018,False,,sofyan amrabat
Club Brugge KV,Mats Rits,24.0,Belgium,Defensive Midfield,DM,4000000.0,KV Mechelen,Belgium,1500000.0,in,summer,Jupiler Pro League,2018,False,,mats rits
Club Brugge KV,Clinton Mata,25.0,Angola,Right-Back,RB,4500000.0,RSC Charleroi,Belgium,1500000.0,in,summer,Jupiler Pro League,2018,False,,clinton mata
KAA Gent,Arnaud Souquet,26.0,France,Right-Back,RB,1500000.0,OGC Nice,France,3000000.0,in,summer,Jupiler Pro League,2018,False,,arnaud souquet
KAA Gent,Igor Plastun,27.0,Ukraine,Centre-Back,CB,,Ludogorets,Bulgaria,3000000.0,in,summer,Jupiler Pro League,2018,False,,igor plastun
KAA Gent,Giorgi Kvilitaia,24.0,Georgia,Centre-Forward,CF,1800000.0,Rapid Vienna,Austria,3000000.0,in,summer,Jupiler Pro League,2018,False,,giorgi kvilitaia
KAA Gent,Vadis Odjidja-Ofoe,29.0,Belgium,Central Midfield,CM,,Olympiacos,Greece,2200000.0,in,summer,Jupiler Pro League,2018,False,,vadis odjidja-ofoe
KAA Gent,Thomas Kaminski,26.0,Belgium,Goalkeeper,GK,2800000.0,KV Kortrijk,Belgium,2200000.0,in,winter,Jupiler Pro League,2018,False,,thomas kaminski
KAA Gent,Roman Bezus,28.0,Ukraine,Attacking Midfield,AM,,Sint-Truiden,Belgium,1200000.0,in,winter,Jupiler Pro League,2018,False,,roman bezus
KRC Genk,Joseph Paintsil,20.0,Ghana,Right Winger,RW,12000000.0,Tema Youth,Ghana,3000000.0,in,summer,Jupiler Pro League,2018,False,,joseph paintsil
KRC Genk,Jhon Lucumí,20.0,Colombia,Centre-Back,CB,12000000.0,Deportivo Cali,Colombia,2500000.0,in,summer,Jupiler Pro League,2018,False,,jhon lucumi
KRC Genk,Ivan Fiolic,22.0,Croatia,Attacking Midfield,AM,,Dinamo Zagreb,Croatia,2500000.0,in,summer,Jupiler Pro League,2018,False,,ivan fiolic
KRC Genk,Jakub Piotrowski,20.0,Poland,Defensive Midfield,DM,2000000.0,Pogon Szczecin,Poland,2000000.0,in,summer,Jupiler Pro League,2018,False,,jakub piotrowski
KRC Genk,Vladimir Screciu,18.0,Romania,Defensive Midfield,DM,1400000.0,CS U Craiova,Romania,2000000.0,in,summer,Jupiler Pro League,2018,False,,vladimir screciu
KRC Genk,Zinho Gano,24.0,Guinea-Bissau,Centre-Forward,CF,1500000.0,KV Oostende,Belgium,1800000.0,in,summer,Jupiler Pro League,2018,False,,zinho gano
KRC Genk,Dieumerci Ndongala,27.0,DR Congo,Right Winger,RW,,Standard Liège,Belgium,1350000.0,in,summer,Jupiler Pro League,2018,False,,dieumerci ndongala
KRC Genk,Casper De Norre,21.0,Belgium,Central Midfield,CM,2800000.0,Sint-Truiden,Belgium,4000000.0,in,winter,Jupiler Pro League,2018,False,,casper de norre
KRC Genk,Neto Borges,22.0,Brazil,Left-Back,LB,4000000.0,Hammarby,Sweden,2000000.0,in,winter,Jupiler Pro League,2018,False,,neto borges
RSC Anderlecht,Bubacarr Sanneh,23.0,The Gambia,Centre-Back,CB,,FC Midtjylland,Denmark,8000000.0,in,summer,Jupiler Pro League,2018,False,,bubacarr sanneh
RSC Anderlecht,Kenny Saief,24.0,United States,Right Winger,RW,,KAA Gent,Belgium,3700000.0,in,summer,Jupiler Pro League,2018,False,,kenny saief
RSC Anderlecht,Ognjen Vranjes,28.0,Bosnia-Herzegovina,Centre-Back,CB,,AEK Athens,Greece,3200000.0,in,summer,Jupiler Pro League,2018,False,,ognjen vranjes
RSC Anderlecht,Elias Cobbaut,20.0,Belgium,Centre-Back,CB,2200000.0,KV Mechelen,Belgium,3000000.0,in,summer,Jupiler Pro League,2018,False,,elias cobbaut
RSC Anderlecht,Ivan Santini,29.0,Croatia,Centre-Forward,CF,,SM Caen,France,3000000.0,in,summer,Jupiler Pro League,2018,False,,ivan santini
RSC Anderlecht,James Lawrence,26.0,Wales,Centre-Back,CB,,AS Trencin,Slovakia,2250000.0,in,summer,Jupiler Pro League,2018,False,,james lawrence
RSC Anderlecht,Thomas Didillon,22.0,France,Goalkeeper,GK,,FC Metz,France,2200000.0,in,summer,Jupiler Pro League,2018,False,,thomas didillon
RSC Anderlecht,Yevgen Makarenko,27.0,Ukraine,Defensive Midfield,DM,,KV Kortrijk,Belgium,1200000.0,in,summer,Jupiler Pro League,2018,False,,yevgen makarenko
RSC Anderlecht,Zakaria Bakkali,22.0,Belgium,Left Winger,LW,,Valencia,Spain,1200000.0,in,summer,Jupiler Pro League,2018,False,,zakaria bakkali
RSC Anderlecht,Peter Zulj,25.0,Austria,Central Midfield,CM,1000000.0,Sturm Graz,Austria,2500000.0,in,winter,Jupiler Pro League,2018,False,,peter zulj
Royal Antwerp FC,Didier Lamkel Zé,21.0,Cameroon,Centre-Forward,CF,,Chamois Niort,France,1000000.0,in,summer,Jupiler Pro League,2018,False,,didier lamkel ze
SV Zulte Waregem,Théo Bongonda,22.0,DR Congo,Right Winger,RW,5000000.0,Celta de Vigo,Spain,1600000.0,in,summer,Jupiler Pro League,2018,False,,theo bongonda
Sint-Truidense VV,Mohamed Buya Turay,23.0,Sierra Leone,Centre-Forward,CF,,Dalkurd,Sweden,1800000.0,in,summer,Jupiler Pro League,2018,False,,mohamed buya turay
Standard Liège,Samuel Bastien,21.0,DR Congo,Central Midfield,CM,1800000.0,Chievo Verona,Italy,3000000.0,in,summer,Jupiler Pro League,2018,False,,samuel bastien
Standard Liège,Mehdi Carcela-González,29.0,Morocco,Right Winger,RW,,Granada CF,Spain,2500000.0,in,summer,Jupiler Pro League,2018,False,,mehdi carcela-gonzalez
Standard Liège,Luis Pedro Cavanda,27.0,Belgium,Right-Back,RB,,Galatasaray,Turkey,2400000.0,in,summer,Jupiler Pro League,2018,False,,luis pedro cavanda
Standard Liège,Konstantinos Laifis,25.0,Cyprus,Centre-Back,CB,1300000.0,Olympiacos,Greece,1500000.0,in,summer,Jupiler Pro League,2018,False,,konstantinos laifis
Athletic Bilbao,Yuri Berchiche,28.0,Spain,Left-Back,LB,2000000.0,Paris SG,France,24000000.0,in,summer,Laliga,2018,False,,yuri berchiche
Athletic Bilbao,Ander Capa,26.0,Spain,Right-Back,RB,1800000.0,SD Eibar,Spain,3000000.0,in,summer,Laliga,2018,False,,ander capa
Athletic Bilbao,Cristian Ganea,26.0,Romania,Left-Back,LB,,FC Viitorul,Romania,1000000.0,in,summer,Laliga,2018,False,,cristian ganea
Athletic Bilbao,Ibai Gómez,29.0,Spain,Left Winger,LW,,Alavés,Spain,4000000.0,in,winter,Laliga,2018,False,,ibai gomez
Atlético de Madrid,Thomas Lemar,22.0,France,Attacking Midfield,AM,15000000.0,Monaco,France,72000000.0,in,summer,Laliga,2018,False,,thomas lemar
Atlético de Madrid,Gelson Martins,23.0,Portugal,Right Winger,RW,3000000.0,Sporting CP,Portugal,22000000.0,in,summer,Laliga,2018,False,,gelson martins
Atlético de Madrid,Rodri,22.0,Spain,Defensive Midfield,DM,100000000.0,Villarreal,Spain,20000000.0,in,summer,Laliga,2018,False,,rodri
Atlético de Madrid,Nikola Kalinic,30.0,Croatia,Centre-Forward,CF,,AC Milan,Italy,14500000.0,in,summer,Laliga,2018,False,,nikola kalinic
Atlético de Madrid,Santiago Arias,26.0,Colombia,Right-Back,RB,2500000.0,PSV Eindhoven,Netherlands,11000000.0,in,summer,Laliga,2018,False,,santiago arias
Atlético de Madrid,Jonny Otto,24.0,Spain,Left-Back,LB,13000000.0,Celta de Vigo,Spain,7000000.0,in,summer,Laliga,2018,False,,jonny otto
Atlético de Madrid,Nehuén Pérez,18.0,Argentina,Centre-Back,CB,10000000.0,Argentinos U20,Argentina,2000000.0,in,summer,Laliga,2018,False,,nehuen perez
Atlético de Madrid,Antonio Adán,31.0,Spain,Goalkeeper,GK,1000000.0,Real Betis,Spain,1500000.0,in,summer,Laliga,2018,False,,antonio adan
CD Leganés,Youssef En-Nesyri,21.0,Morocco,Centre-Forward,CF,20000000.0,Málaga CF,Spain,6000000.0,in,summer,Laliga,2018,False,,youssef en-nesyri
